recno,C,Seq,RAJ2000,DEJ2000,logPB,WAV,errPos,Angle,FB,e_FB,E_FB,SB,e_SB,E_SB,HB,e_HB,E_HB,Ph,CPCat,CPoff,CPNote,RAWdeg,DEWdeg,RmagW,RAGSdeg,DEGSdeg,zmagGS,RAGdeg,DEGdeg,zmagG,RACdeg,DECdeg,F125Wmag,RATdeg,DETdeg,KsmagT,RASdeg,DESdeg,3_6mag,RAVdeg,DEVdeg,VLAmag,zspec,q_zspec,r_zspec,zL10,zR11,zH14,zS14,zS15,zS16,zF,r_zF,e_zF,E_zF,FExp,SExp,HExp,BR,e_BR,E_BR,Gamma,e_Gamma,E_Gamma,FFB,FSB,FHB,LX,NH,LXc,OType,f_X11ID,X11ID,f_X16ID,X16ID,R13ID,CCat,zCat
425,M,425,53.099343,-27.777706,-4.0,-6,0.49,1.96,13.5,5.7,7.0,10.9,4.0,5.3,10.0,-1.0,-1.0,,CANDELS,0.47,,53.099229,-27.777589,26.35,53.099265,-27.777593,24.31,53.099249,-27.777569,24.42,53.099265,-27.777597,23.34,53.099258,-27.777578,22.03,53.099293,-27.777624,21.59,,,,1.222,Insecure,8,,1.06,1.07,1.18,1.15,1.07,1.222,zSpec,,,6270000.0,6280000.0,6240000.0,0.38,-1.0,-1.0,2.0,-1.0,-1.0,2.19e-17,1.28e-17,-2.88e-17,inf,0.0,inf,AGN,,,,,,4,5
483,M,483,53.110726,-27.780214,-3.4,-6,0.44,1.6,16.0,5.9,7.2,9.6,-1.0,-1.0,11.5,4.9,6.3,,CANDELS,0.23,,53.110777,-27.780198,20.91,53.110796,-27.780195,20.1,53.110773,-27.78017,20.14,53.110795,-27.780199,19.66,53.110794,-27.780188,18.73,53.110843,-27.780224,19.68,,,,0.338,Secure,5,,0.35,0.35,0.34,0.33,0.32,0.338,zSpec,,,5590000.0,5610000.0,5570000.0,2.401,-1.0,-1.0,0.21,-1.0,-1.0,5.15e-17,-1.04e-17,4.9e-17,inf,3.79e+22,inf,Galaxy,,,,,,3,2
455,M,455,53.106153,-27.771429,-8.3,-8,0.44,2.17,21.7,6.4,7.7,18.4,4.9,6.2,10.4,-1.0,-1.0,,CANDELS,0.73,,53.105926,-27.771438,22.82,53.105931,-27.7714,21.74,53.105922,-27.771378,21.73,53.105927,-27.771401,21.14,53.10593,-27.771389,20.22,53.105943,-27.771424,20.1,,,,0.896,Secure,5,0.9,0.91,0.85,0.87,0.79,0.87,0.896,zSpec,,,5990000.0,6000000.0,5960000.0,0.253,-1.0,-1.0,2.4,-1.0,-1.0,3.46e-17,2.39e-17,-2.97e-17,inf,0.0,inf,Galaxy,,349,,,,5,6
490,M,490,53.111559,-27.767777,,-8,0.21,2.32,241.6,17.2,18.4,94.4,10.4,11.5,147.8,13.9,15.1,,CANDELS,0.05,,,,,53.111576,-27.767759,27.02,,,,53.11156,-27.767763,26.15,53.111713,-27.767803,23.99,53.111583,-27.767794,23.03,,,,,,,3.1,,3.24,4.82,4.52,4.72,3.242,H14,0.81,0.38,6100000.0,6110000.0,6080000.0,1.576,0.216,0.242,0.61,0.14,0.14,6.43e-16,9.72e-17,5.46e-16,inf,4.8e+23,inf,AGN,,371,,,,4,2
456,M,456,53.106763,-27.765393,-3.1,-5,0.6,2.51,23.1,-1.0,-1.0,9.4,3.9,5.1,11.2,-1.0,-1.0,,CANDELS,0.54,,53.106895,-27.76543,23.95,53.106919,-27.765423,23.01,53.106917,-27.7654,22.89,53.106927,-27.765428,22.7,53.106922,-27.765411,22.38,53.106923,-27.765444,22.24,,,,1.04,Secure,6,,1.06,1.03,1.03,0.99,1.05,1.04,zSpec,,,6120000.0,6130000.0,6090000.0,0.518,-1.0,-1.0,1.7,-1.0,-1.0,-4.18e-17,1.08e-17,-3.44e-17,inf,2.65e+21,inf,Galaxy,,,,,,3,2
576,M,576,53.128893,-27.780394,-4.0,-5,0.51,1.65,16.6,-1.0,-1.0,10.3,3.9,5.1,5.5,-1.0,-1.0,,CANDELS,0.23,,53.128795,-27.780418,25.04,53.128819,-27.780402,23.36,53.128833,-27.780413,23.23,53.128822,-27.780404,22.55,53.128796,-27.780392,21.02,53.128813,-27.780404,20.68,,,,1.173,Secure,8,,1.16,1.18,1.21,1.16,1.15,1.173,zSpec,,,6030000.0,6040000.0,6000000.0,0.132,-1.0,-1.0,3.0,-1.0,-1.0,-2.56e-17,1.48e-17,-1.44e-17,inf,0.0,inf,Galaxy,,,,,,5,7
587,M,587,53.13113,-27.773118,,-8,0.26,2.1,106.8,11.8,13.0,47.8,7.5,8.7,59.2,9.2,10.5,,CANDELS,0.17,,53.131077,-27.773101,23.61,53.13106,-27.773092,22.95,53.131099,-27.773076,23.24,53.131082,-27.773095,21.91,53.131088,-27.773088,20.55,53.131143,-27.773114,20.33,53.131155,-27.773089,18.74,2.22,Secure,3,2.2,2.22,2.18,2.24,2.4,2.22,2.22,zSpec,,,6050000.0,6060000.0,6020000.0,1.246,0.257,0.298,0.84,0.21,0.22,2.63e-16,5.06e-17,2.12e-16,inf,1.75e+23,inf,AGN,,435,,,,4,5
599,M,599,53.134512,-27.770903,-6.4,-8,0.42,2.29,26.4,7.0,8.2,14.7,4.6,5.8,11.7,5.3,6.7,,CANDELS,0.12,,53.134484,-27.770933,25.56,53.134483,-27.770928,24.35,53.134476,-27.770909,24.72,53.134487,-27.770929,22.92,53.13448,-27.770933,21.99,53.134493,-27.770954,21.6,,,,,,,,1.51,1.87,1.55,1.56,1.5,1.87,H14,0.05,0.07,6180000.0,6190000.0,6150000.0,0.8,0.369,0.674,1.27,0.59,0.61,5.41e-17,1.59e-17,3.82e-17,inf,4.61e+22,inf,AGN,,446,,,,3,2
574,M,574,53.128554,-27.772709,-9.2,-8,0.41,2.08,25.5,6.7,8.0,19.6,5.1,6.3,13.2,-1.0,-1.0,,CANDELS,0.15,,53.128494,-27.772698,23.47,53.12852,-27.772682,21.59,53.12851,-27.772664,21.65,53.128516,-27.772683,21.01,53.128521,-27.772682,20.1,53.128563,-27.772724,20.11,,,,1.018,Secure,8,,1.01,0.96,0.91,0.94,0.92,1.018,zSpec,,,6000000.0,6010000.0,5970000.0,0.389,-1.0,-1.0,1.97,-1.0,-1.0,4.34e-17,2.36e-17,-3.97e-17,inf,0.0,inf,Galaxy,,427,,,,5,2
535,M,535,53.121223,-27.774707,-5.3,-8,0.42,1.89,21.6,6.3,7.6,12.4,4.2,5.4,18.6,-1.0,-1.0,,CANDELS,0.53,,53.121135,-27.774673,23.73,53.1211,-27.774597,23.8,53.121076,-27.774551,24.0,53.121106,-27.774603,22.85,53.121181,-27.774633,21.46,53.121263,-27.774734,21.3,,,,2.21,Secure,24,,2.22,2.26,2.27,2.25,,2.21,zSpec,,,6000000.0,6010000.0,5970000.0,0.861,-1.0,-1.0,1.2,-1.0,-1.0,4.74e-17,1.36e-17,-6.34e-17,inf,7.72e+22,inf,Galaxy,,399,,,,8,7
534,M,534,53.120916,-27.773192,-7.2,-7,0.39,1.98,28.3,7.1,8.4,9.7,3.9,5.1,18.6,6.0,7.3,,CANDELS,0.55,,53.120706,-27.773219,23.48,53.120734,-27.773197,21.9,53.120715,-27.773186,21.84,53.120745,-27.773201,21.14,53.120743,-27.77319,19.82,53.120783,-27.773224,19.83,,,,0.737,Secure,5,,0.77,0.73,0.84,0.79,0.72,0.737,zSpec,,,5990000.0,6000000.0,5960000.0,1.933,0.841,1.314,0.41,0.49,0.55,8.19e-17,9.99e-18,7.19e-17,inf,5.84e+22,inf,AGN,,397,,,,3,2
572,M,572,53.127826,-27.771381,-4.7,-7,0.46,2.15,18.2,6.1,7.4,12.0,4.2,5.4,14.1,-1.0,-1.0,,CANDELS,0.51,,53.127952,-27.771433,23.55,53.127972,-27.771417,22.22,53.127973,-27.771572,24.02,53.127979,-27.771426,21.66,53.127983,-27.771408,20.7,53.128013,-27.771444,20.56,,,,1.307,Secure,8,,1.33,1.31,1.34,1.25,1.29,1.307,zSpec,,,6080000.0,6090000.0,6050000.0,0.568,-1.0,-1.0,1.6,-1.0,-1.0,3.4e-17,1.36e-17,-4.45e-17,inf,7.35e+21,inf,Galaxy,,,,,,3,2
631,M,631,53.141402,-27.771411,-5.4,-6,0.45,2.43,22.1,6.8,8.0,14.3,4.6,5.8,16.8,-1.0,-1.0,,CANDELS,0.37,,53.141238,-27.771389,26.42,53.141292,-27.771379,24.72,,,,53.141289,-27.771384,24.04,53.14122,-27.771383,22.82,53.141303,-27.771404,22.87,,,,,,,,1.91,1.51,1.39,1.44,1.45,1.511,H14,0.13,0.03,6360000.0,6370000.0,6320000.0,0.575,-1.0,-1.0,1.59,-1.0,-1.0,3.96e-17,1.55e-17,-5.07e-17,inf,9.76e+21,inf,AGN,,,,,,6,4
608,M,608,53.136656,-27.768988,-3.4,-8,0.48,2.44,17.7,6.3,7.6,9.7,4.0,5.3,17.1,-1.0,-1.0,,CANDELS,0.72,,53.136704,-27.768848,20.84,53.136721,-27.768819,20.1,53.136722,-27.768775,20.08,53.136742,-27.768803,19.77,53.136742,-27.768787,18.41,53.136803,-27.768804,19.37,53.136655,-27.768811,18.83,0.366,Secure,5,,0.35,0.39,0.45,0.43,0.41,0.366,zSpec,,,6200000.0,6220000.0,6170000.0,0.911,-1.0,-1.0,1.14,-1.0,-1.0,3.81e-17,1.03e-17,-5.68e-17,inf,9.39e+21,inf,Galaxy,,,,,,3,2
629,M,629,53.141031,-27.766747,-8.4,-8,0.42,2.66,30.2,7.5,8.8,21.1,5.4,6.6,18.6,-1.0,-1.0,,CANDELS,0.14,,53.140952,-27.766632,25.49,53.141014,-27.766691,23.82,53.141011,-27.766705,24.33,53.141018,-27.766711,21.98,53.14101,-27.766722,20.66,53.141033,-27.766744,20.39,,,,1.903,Secure,5,,1.91,1.88,1.93,1.83,1.9,1.903,zSpec,,,6220000.0,6240000.0,6190000.0,0.446,-1.0,-1.0,1.84,-1.0,-1.0,5.15e-17,2.42e-17,-5.52e-17,inf,0.0,inf,AGN,,463,,,,6,3
639,M,639,53.142303,-27.765009,-6.8,-8,0.43,2.79,29.6,7.6,8.8,18.5,5.2,6.4,21.5,-1.0,-1.0,,CANDELS,0.59,,53.14241,-27.765033,20.91,53.142402,-27.765018,20.46,53.142391,-27.764991,20.47,53.142464,-27.764927,20.4,53.142422,-27.764971,19.79,53.142413,-27.765004,20.79,,,,0.366,Secure,8,,0.42,0.34,0.36,0.38,0.36,0.366,zSpec,,,6170000.0,6180000.0,6130000.0,0.628,-1.0,-1.0,1.5,-1.0,-1.0,5.61e-17,2.05e-17,-6.79e-17,inf,3.23e+21,inf,Galaxy,,470,,,,4,2
603,M,603,53.136319,-27.763203,-21.3,-8,0.36,2.75,51.3,9.3,10.5,44.1,7.5,8.7,15.1,-1.0,-1.0,,CANDELS,0.13,,53.136322,-27.763176,22.52,53.136298,-27.763164,20.92,53.136281,-27.763156,21.19,53.1363,-27.763172,20.24,53.136299,-27.763168,19.09,53.136303,-27.763184,19.28,,,,0.955,Secure,5,,1.01,1.02,1.0,0.97,0.97,0.955,zSpec,,,6180000.0,6190000.0,6140000.0,0.174,-1.0,-1.0,2.77,-1.0,-1.0,7.8e-17,5.99e-17,-3.98e-17,inf,0.0,inf,Galaxy,,448,,,234,3,2
613,M,613,53.137575,-27.763181,,-8,0.13,2.78,1391.4,40.0,41.1,790.9,29.5,30.6,603.4,27.2,28.5,,CANDELS,0.07,,,,,53.137564,-27.763159,21.18,53.137554,-27.763146,21.29,53.137573,-27.763163,20.42,53.137566,-27.763145,19.17,53.137583,-27.763164,19.1,,,,0.952,Insecure,8,0.81,0.31,0.97,1.01,0.85,0.86,0.952,zSpec,,,6180000.0,6200000.0,6150000.0,0.769,0.044,0.046,1.31,0.06,0.06,2.8e-15,8.51e-16,1.95e-15,inf,1.52e+22,inf,AGN,,454,,519,234,7,5
628,M,628,53.140977,-27.755714,,-8,0.22,3.26,289.5,19.1,20.3,135.2,12.5,13.7,154.9,14.5,15.8,,CANDELS,0.13,,53.141015,-27.755725,25.83,53.140991,-27.755686,25.38,53.141002,-27.755712,25.34,53.141006,-27.75569,24.04,53.140987,-27.755705,22.3,53.140943,-27.755714,22.64,,,,2.31,Secure,24,2.12,1.16,2.3,2.28,2.36,2.43,2.31,zSpec,,,6230000.0,6250000.0,6190000.0,1.156,0.139,0.169,0.9,0.13,0.13,6.74e-16,1.39e-16,5.35e-16,inf,1.67e+23,inf,AGN,,464,,,243,6,3
526,M,526,53.11972,-27.7723,,-8,0.16,2.03,450.8,22.8,24.0,308.7,18.5,19.6,143.0,13.6,14.9,,CANDELS,0.03,,53.119785,-27.772364,22.44,53.119751,-27.772315,21.01,53.119703,-27.772266,21.22,53.119716,-27.772293,20.44,53.119713,-27.772285,19.38,53.119743,-27.772324,19.61,53.119738,-27.772311,17.85,0.738,Secure,2,0.72,0.73,0.74,0.74,0.71,0.73,0.738,zSpec,,,5970000.0,5980000.0,5940000.0,0.466,0.05,0.056,1.8,0.11,0.11,8.07e-16,3.65e-16,4.42e-16,inf,5.01e+19,inf,AGN,,391,,,,5,5
506,M,506,53.114981,-27.767616,-3.6,-5,0.47,2.31,17.9,6.2,7.5,9.6,3.9,5.1,17.6,-1.0,-1.0,,CANDELS,0.3,,53.114941,-27.767562,21.61,53.114942,-27.767543,20.48,53.114966,-27.767549,20.42,53.114932,-27.767546,19.91,53.114925,-27.76754,18.69,53.114943,-27.767564,19.21,,,,0.67,Secure,5,,0.64,0.68,0.66,0.63,0.64,0.67,zSpec,,,6080000.0,6090000.0,6050000.0,1.057,-1.0,-1.0,0.99,-1.0,-1.0,4.18e-17,1.02e-17,-6.1e-17,inf,2.13e+22,inf,Galaxy,,381,,,,3,3
524,M,524,53.119211,-27.765784,-15.5,-8,0.36,2.42,43.1,8.3,9.5,29.7,6.1,7.3,13.4,5.7,7.0,,CANDELS,0.21,,,,,53.119158,-27.765752,26.22,,,,53.119157,-27.765752,23.77,53.119156,-27.765749,22.44,53.119163,-27.765774,21.9,,,,,,,1.63,1.84,1.78,1.67,1.88,1.84,1.776,H14,0.18,0.29,6050000.0,6060000.0,6020000.0,0.455,0.182,0.309,1.82,0.51,0.5,7.61e-17,3.5e-17,4.11e-17,inf,0.0,inf,AGN,,389,,,,3,3
505,M,505,53.114957,-27.765551,-8.5,-8,0.46,2.44,20.8,6.5,7.8,19.2,5.1,6.3,9.1,-1.0,-1.0,,CANDELS,0.43,,53.114834,-27.765683,25.36,53.11488,-27.765649,24.88,53.114873,-27.765625,24.88,53.114883,-27.765651,24.63,53.114834,-27.765646,24.3,,,,,,,,,,,0.42,0.31,0.32,0.33,0.31,0.308,H14,0.02,0.02,6120000.0,6130000.0,6090000.0,0.111,-1.0,-1.0,3.0,-1.0,-1.0,3.17e-17,2.72e-17,-2.36e-17,inf,0.0,inf,AGN,,380,,,,5,3
1037,S,29,53.130445,-27.762336,-1.9,-5,0.66,2.71,14.3,-1.0,-1.0,7.6,3.7,5.0,7.1,-1.0,-1.0,,TENIS,0.4,,53.130558,-27.762408,25.75,53.130567,-27.76239,24.44,53.130605,-27.762374,24.57,53.130559,-27.762389,23.44,53.130558,-27.762384,22.33,53.130553,-27.762414,21.59,,,,1.67,Secure,19,,1.91,1.81,1.56,1.82,1.61,1.67,zSpec,,,5990000.0,6010000.0,5960000.0,0.281,-1.0,-1.0,2.29,-1.0,-1.0,-2.31e-17,9.65e-18,-2.06e-17,inf,0.0,inf,Galaxy,,,,,,6,4
557,M,557,53.124917,-27.758309,,-8,0.11,2.89,6220.3,83.9,85.0,3812.3,64.5,65.6,2420.6,54.0,55.2,,CANDELS,0.06,,53.124904,-27.758304,21.31,53.124909,-27.758286,21.06,53.124901,-27.75827,21.14,53.124914,-27.758292,20.82,53.124908,-27.758282,19.82,53.124893,-27.758314,19.26,,,,1.209,Secure,11,1.21,1.33,1.21,2.14,1.81,2.07,1.209,zSpec,,,6010000.0,6030000.0,5980000.0,0.64,0.017,0.019,1.48,0.03,0.03,1.22e-14,4.32e-15,7.86e-15,inf,1.15e+22,inf,AGN,,417,,506,241,5,3
569,M,569,53.12643,-27.756521,-6.0,-5,0.43,3.01,33.7,8.7,9.9,17.3,5.5,6.7,16.5,6.8,8.1,,CANDELS,0.05,,53.126413,-27.756544,23.65,53.126431,-27.756528,21.84,53.126422,-27.756522,21.94,53.126441,-27.756532,20.92,53.126434,-27.756533,19.75,53.126413,-27.756554,19.61,,,,1.223,Secure,8,,1.21,1.27,1.24,1.19,1.23,1.223,zSpec,,,6000000.0,6010000.0,5960000.0,0.966,0.43,0.737,1.08,0.55,0.58,7.63e-17,1.87e-17,5.76e-17,inf,3.75e+22,inf,Galaxy,,426,,,,3,2
552,M,552,53.124377,-27.755714,-25.8,-8,0.32,3.04,84.0,11.5,12.6,44.3,7.7,8.9,39.9,8.6,9.9,,CANDELS,0.04,,53.124398,-27.755691,22.48,53.124385,-27.755686,21.01,53.12438,-27.755696,21.11,53.124386,-27.755707,20.59,53.124397,-27.755711,19.49,53.124373,-27.755734,19.63,,,,0.953,Secure,8,0.95,0.96,0.84,1.1,0.93,0.96,0.953,zSpec,,,5970000.0,5980000.0,5930000.0,0.906,0.212,0.311,1.14,0.29,0.26,1.86e-16,4.86e-17,1.38e-16,inf,2.32e+22,inf,Galaxy,,414,,,,3,3
560,M,560,53.125271,-27.756561,,-8,0.13,3.0,1447.4,40.6,41.7,1005.2,33.2,34.3,444.8,23.6,24.8,,CANDELS,0.12,,53.125242,-27.75654,22.91,53.125251,-27.75652,21.82,53.125249,-27.756506,21.84,53.125249,-27.756536,21.05,53.125244,-27.756525,20.01,53.125233,-27.756554,19.74,53.125196,-27.756589,19.98,0.96,Secure,2,0.95,0.96,0.94,1.01,1.08,0.97,0.96,zSpec,,,5950000.0,5960000.0,5910000.0,0.446,0.027,0.029,1.84,0.06,0.06,2.59e-15,1.2e-15,1.38e-15,inf,0.0,inf,AGN,,420,,,1115,5,3
538,M,538,53.121888,-27.752867,-4.2,-6,0.49,3.2,23.3,8.1,9.4,7.2,-1.0,-1.0,22.7,7.2,8.5,,CANDELS,0.65,,,,,53.121802,-27.752701,27.08,,,,53.121828,-27.752696,24.65,53.121845,-27.752676,23.01,53.121793,-27.752694,21.74,,,,,,,,5.29,1.61,2.59,1.83,2.01,1.615,H14,0.03,0.11,6100000.0,6110000.0,6060000.0,9.699,-1.0,-1.0,-1.13,-1.0,-1.0,1.05e-16,-6.8e-18,1.12e-16,inf,6.6e+23,inf,AGN,,402,,,,4,2
567,M,567,53.125902,-27.751285,,-8,0.12,3.31,8263.4,96.3,97.4,5810.7,79.7,80.8,2466.0,54.5,55.7,,CANDELS,0.08,,53.12589,-27.751278,22.25,53.125894,-27.751261,21.46,53.125895,-27.751244,21.67,53.125896,-27.751264,21.08,53.125893,-27.751257,20.62,53.125853,-27.751284,20.47,,,,0.738,Secure,5,0.72,0.73,0.73,0.05,0.98,0.7,0.738,zSpec,,,5990000.0,6010000.0,5960000.0,0.428,0.011,0.011,1.88,0.03,0.03,1.45e-14,6.93e-15,7.55e-15,inf,0.0,inf,AGN,,425,,510,1122,4,3
595,M,595,53.133453,-27.747696,-10.5,-8,0.4,3.6,53.0,10.3,11.6,16.8,5.5,6.8,36.3,8.8,10.0,,CANDELS,0.16,,53.13349,-27.747709,23.4,53.133499,-27.747689,21.57,53.1335,-27.747673,21.63,53.133502,-27.747693,20.92,53.133499,-27.74769,19.98,53.133443,-27.747704,19.93,,,,0.895,Secure,8,,0.91,0.9,0.91,0.86,0.91,0.895,zSpec,,,5930000.0,5950000.0,5890000.0,2.177,0.789,1.086,0.28,0.39,0.44,1.64e-16,1.73e-17,1.47e-16,inf,8.6e+22,inf,AGN,,442,,,,3,2
799,M,799,53.180963,-27.776188,-2.6,-5,0.55,3.8,21.7,8.6,9.8,17.2,-1.0,-1.0,26.5,-1.0,-1.0,,CANDELS,0.27,,53.181061,-27.776167,23.72,53.181041,-27.77616,22.43,53.181069,-27.776183,23.75,53.181039,-27.776157,21.8,53.181034,-27.776178,20.83,53.181043,-27.776174,20.86,,,,,,,,0.53,0.64,0.66,0.63,0.64,0.635,H14,0.03,0.01,6280000.0,6290000.0,6250000.0,-1.0,-1.0,-1.0,1.4,-1.0,-1.0,4.2e-17,-1.84e-17,-8.37e-17,inf,7.24e+21,inf,Galaxy,,,,,218,5,2
758,M,758,53.169779,-27.768585,-3.9,-5,0.5,3.56,26.4,8.4,9.6,10.2,4.6,5.8,16.2,7.1,8.4,,CANDELS,1.1,,53.169966,-27.768333,25.33,53.169933,-27.76834,25.12,53.169925,-27.768376,25.04,53.169928,-27.768311,24.9,53.169914,-27.768326,24.81,53.169953,-27.768354,24.72,,,,,,,,3.12,3.06,2.79,3.09,3.08,3.064,H14,0.01,0.03,6050000.0,6070000.0,6010000.0,1.602,0.864,1.727,0.59,0.7,0.76,7.15e-17,1.05e-17,6.1e-17,inf,4.6e+23,inf,AGN,,,,,,4,3
831,M,831,53.190101,-27.765155,-6.3,-8,0.56,4.55,32.1,-1.0,-1.0,28.8,7.4,8.6,8.5,-1.0,-1.0,,CANDELS,0.12,,53.190131,-27.765199,20.87,53.190102,-27.765189,20.32,53.190112,-27.76522,20.31,53.190101,-27.76519,20.12,53.190117,-27.765211,19.45,53.190113,-27.765224,20.69,,,,0.337,Secure,16,,0.31,0.36,0.33,0.35,0.32,0.337,zSpec,,,6110000.0,6120000.0,6090000.0,0.074,-1.0,-1.0,3.0,-1.0,-1.0,-5e-17,4.13e-17,-2.21e-17,inf,0.0,inf,Galaxy,,,,,,3,2
807,M,807,53.183764,-27.761462,-7.9,-8,0.49,4.41,41.2,10.9,12.1,31.2,7.4,8.6,22.4,-1.0,-1.0,,CANDELS,0.27,,53.183727,-27.761506,20.48,53.183693,-27.761498,19.53,53.183699,-27.761532,19.65,53.183688,-27.761493,19.07,53.183689,-27.76152,18.29,53.183673,-27.761514,19.07,,,,0.496,Secure,16,,0.49,0.5,0.5,0.45,0.5,0.496,zSpec,,,5810000.0,5820000.0,5780000.0,0.44,-1.0,-1.0,1.84,-1.0,-1.0,7.53e-17,3.81e-17,-7.18e-17,inf,0.0,inf,Galaxy,,585,,,,3,2
748,M,748,53.165546,-27.769806,,-8,0.14,3.34,1342.0,39.4,40.5,769.6,29.1,30.2,575.0,26.7,27.9,,CANDELS,0.12,,53.16547,-27.769711,25.32,53.16546,-27.769752,24.18,,,,53.165565,-27.769778,22.57,53.165535,-27.769783,20.98,53.165563,-27.769814,20.09,,,,1.552,Secure,19,2.62,1.77,1.75,2.0,1.73,1.61,1.552,zSpec,,,5930000.0,5940000.0,5890000.0,0.753,0.044,0.046,1.32,0.06,0.06,2.84e-15,8.75e-16,1.96e-15,inf,2.88e+22,inf,AGN,,549,,553,502,6,5
735,M,735,53.162839,-27.767166,,-8,0.12,3.34,3070.0,59.2,60.3,1737.6,43.6,44.7,1338.3,40.3,41.5,,CANDELS,0.09,,53.162872,-27.767151,20.96,53.162855,-27.767147,20.94,53.162859,-27.767169,21.09,53.162852,-27.767145,20.64,53.162842,-27.76716,19.75,53.162843,-27.767174,19.28,,,,1.216,Secure,2,1.21,1.21,1.27,0.43,1.9,2.71,1.216,zSpec,,,5950000.0,5970000.0,5920000.0,0.777,0.028,0.033,1.29,0.04,0.04,6.5e-15,1.95e-15,4.55e-15,inf,2.18e+22,inf,AGN,,537,,550,501,4,3
768,M,768,53.172856,-27.758956,-20.2,-8,0.39,4.07,70.8,11.7,12.9,51.8,8.5,9.7,19.1,8.4,9.6,,CANDELS,0.37,,53.172975,-27.75903,20.72,53.172951,-27.759019,20.29,53.172956,-27.759032,20.27,53.172947,-27.75902,20.05,53.172939,-27.759039,19.65,53.172923,-27.759044,20.61,,,,0.147,Secure,19,0.16,0.13,0.15,0.15,0.17,0.16,0.147,zSpec,,,5710000.0,5730000.0,5680000.0,0.372,0.152,0.255,2.02,0.52,0.52,1.27e-16,6.68e-17,6.05e-17,inf,0.0,inf,Galaxy,,560,,,,3,3
795,M,795,53.180061,-27.749234,-3.4,-5,0.53,4.75,35.6,11.6,12.8,17.1,6.6,7.8,35.8,-1.0,-1.0,,CANDELS,0.29,,53.180078,-27.749155,20.81,53.180046,-27.74914,20.02,53.180039,-27.749172,20.05,53.180041,-27.749156,19.67,53.180035,-27.74917,18.85,53.179993,-27.749164,19.5,,,,0.549,Secure,20,,0.56,0.55,0.64,0.54,0.55,0.549,zSpec,,,5810000.0,5820000.0,5780000.0,1.165,-1.0,-1.0,0.88,-1.0,-1.0,9.09e-17,1.86e-17,-1.34e-16,inf,2.19e+22,inf,Galaxy,,,,,,3,2
852,M,852,53.198389,-27.747844,-2.5,-5,0.58,5.52,38.6,14.9,16.1,32.9,-1.0,-1.0,40.3,-1.0,-1.0,,CANDELS,0.29,,53.198333,-27.747856,25.84,53.198273,-27.747847,25.37,,,,53.19833,-27.747783,22.97,53.198311,-27.747828,21.65,53.198263,-27.747824,20.93,53.198238,-27.747783,19.65,1.91,Insecure,8,,2.06,1.83,1.84,1.85,1.93,1.91,zSpec,,,5770000.0,5760000.0,5770000.0,-1.0,-1.0,-1.0,1.4,-1.0,-1.0,8.1e-17,-3.8e-17,-1.39e-16,inf,3.21e+22,inf,AGN,,,,,,5,3
873,M,873,53.208096,-27.749753,-7.0,-8,0.58,5.86,44.6,16.2,17.3,46.3,10.5,11.7,20.4,-1.0,-1.0,,CANDELS,0.67,,53.208022,-27.749919,26.1,,,,53.208002,-27.749924,24.84,53.207997,-27.749917,24.42,53.208004,-27.749931,23.22,53.207983,-27.749944,22.99,,,,,,,,3.55,0.5,3.75,3.22,3.72,0.502,H14,0.05,0.04,5680000.0,5660000.0,5700000.0,0.099,-1.0,-1.0,3.0,-1.0,-1.0,7.54e-17,7.21e-17,-5.72e-17,inf,0.0,inf,AGN,,642,,,,2,2
889,M,889,53.216307,-27.743335,-14.0,-8,0.45,6.44,124.4,21.2,22.4,86.5,13.7,14.9,65.6,-1.0,-1.0,,GEMS,1.26,,53.216002,-27.74353,20.58,,,,53.215981,-27.743533,19.74,,,,53.215958,-27.74353,18.51,53.215913,-27.743524,19.0,53.215946,-27.743533,18.94,0.522,Secure,2,,0.53,0.51,,,0.52,0.522,zSpec,,,5650000.0,5600000.0,5720000.0,0.482,-1.0,-1.0,1.74,-1.0,-1.0,2.41e-16,1.08e-16,-2.16e-16,inf,6.59e+20,inf,AGN,,653,,,,3,1
879,M,879,53.213762,-27.741578,-7.4,-7,0.49,6.4,96.0,20.5,21.6,51.5,12.2,13.3,44.6,16.7,18.0,,GEMS,0.64,,53.213744,-27.741399,21.02,,,,53.213724,-27.741402,19.94,,,,53.213699,-27.741415,18.26,53.213653,-27.741414,18.84,,,,0.534,Secure,2,,0.53,0.54,,,0.53,0.534,zSpec,,,5760000.0,5700000.0,5820000.0,0.849,0.333,0.548,1.18,0.49,0.5,2.17e-16,5.87e-17,1.58e-16,inf,1.15e+22,inf,Galaxy,,647,,,,1,2
865,M,865,53.204965,-27.743336,-6.6,-8,0.51,5.96,71.5,17.6,18.8,47.4,11.1,12.2,46.8,-1.0,-1.0,,CANDELS,0.23,,53.205052,-27.743293,20.04,,,,53.20507,-27.743321,19.67,53.205028,-27.743307,19.5,53.205032,-27.743328,18.94,53.204983,-27.743324,20.27,,,,0.217,Secure,2,,0.22,0.2,0.21,0.17,0.21,0.217,zSpec,,,5820000.0,5790000.0,5850000.0,0.517,-1.0,-1.0,1.67,-1.0,-1.0,1.37e-16,5.65e-17,-1.52e-16,inf,9.46e+20,inf,Galaxy,,636,,,,2,2
