name,ra,dec,e_pos_raw,field,cat,F,e_pos_1sig,e_pos_95,tract,patch,DP1_flag,obj_flag,dia_flag,objectId,n_obj_inner,n_obj_outer,r_inner,r_outer,area_inner_asec2,area_outer_asec2,area_inner_deg2,area_outer_deg2,N_deg2,N_asec2
2CXO J002402.5-720511,6.010583333333334,-72.08649444444444,0.3,47Tuc,CSC2.1,1.34e-14,0.1530612244897959,0.3,453,52,True,False,False,,0,2,0.6122448979591836,80.0,1.1776089099650757,20106.192729177044,9.086488502816944e-08,0.0015514037599673649,1289.2305648589668,9.947766704158696e-05
2CXO J002402.5-720444,6.010416666666667,-72.07904166666667,0.3,47Tuc,CSC2.1,2.615e-15,0.1530612244897959,0.3,453,52,True,False,False,,0,2,0.6122448979591836,100.0,1.1776089099650757,31415.925907476696,9.086488502816944e-08,0.0024240683570583873,825.0901695488858,6.366436493432762e-05
2CXO J002357.6-720502,5.990374999999999,-72.08392777777777,0.3,47Tuc,CSC2.1,2.447e-14,0.1530612244897959,0.3,453,52,True,False,False,,0,4,0.6122448979591836,110.0,1.1776089099650757,38013.27022191364,9.086488502816944e-08,0.0029331227023081516,1363.776536266406,0.00010522967100821036
2CXO J002401.3-720445,6.0056666666666665,-72.079375,0.3,47Tuc,CSC2.1,2.091e-15,0.1530612244897959,0.3,453,52,True,False,False,,0,2,0.6122448979591836,100.0,1.1776089099650757,31415.925907476696,9.086488502816944e-08,0.0024240683570583873,825.0901695488858,6.366436493432762e-05
2CXO J002457.0-720651,6.23775,-72.11435833333333,0.3,47Tuc,CSC2.1,9.248e-14,0.1530612244897959,0.3,453,52,True,False,False,,0,2,0.6122448979591836,50.0,1.1776089099650757,7853.981588163144,9.086488502816944e-08,0.0006060170978520945,3300.731823751069,0.0002546860975116566
2CXO J002408.7-720507,6.0365416666666665,-72.08546388888888,0.3,47Tuc,CSC2.1,1.608e-15,0.1530612244897959,0.3,453,52,True,False,False,,0,4,0.6122448979591836,70.0,1.1776089099650757,15393.803865314334,9.086488502816944e-08,0.0011877935081261062,3367.846339959762,0.00025986468672529035
2CXO J002410.0-720441,6.0419583333333335,-72.07814166666667,0.3,47Tuc,CSC2.1,2.14e-15,0.1530612244897959,0.3,453,52,True,False,False,,0,2,0.6122448979591836,70.0,1.1776089099650757,15393.803865314334,9.086488502816944e-08,0.0011877935081261062,1683.923169979881,0.00012993234336264518
2CXO J002407.7-720527,6.032458333333334,-72.090925,0.3,47Tuc,CSC2.1,4.561e-15,0.1530612244897959,0.3,453,52,True,False,False,,0,2,0.6122448979591836,50.0,1.1776089099650757,7853.981588163144,9.086488502816944e-08,0.0006060170978520945,3300.731823751069,0.0002546860975116566
2CXO J002416.0-720451,6.066666666666666,-72.08101666666666,0.3,47Tuc,CSC2.1,1.216e-15,0.1530612244897959,0.3,453,52,True,False,False,,0,2,0.6122448979591836,50.0,1.1776089099650757,7853.981588163144,9.086488502816944e-08,0.0006060170978520945,3300.731823751069,0.0002546860975116566
2CXO J002403.8-720621,6.016166666666667,-72.10603055555555,0.3,47Tuc,CSC2.1,9.223e-15,0.1530612244897959,0.3,453,52,True,False,False,,0,6,0.6122448979591836,60.0,1.1776089099650757,11309.733475083569,9.086488502816944e-08,0.0008726646199910163,6876.209563822147,0.0005305717256035609
2CXO J002403.7-720423,6.015708333333333,-72.07307222222222,0.3,47Tuc,CSC2.1,2.989e-14,0.1530612244897959,0.3,453,52,True,False,False,,0,2,0.6122448979591836,110.0,1.1776089099650757,38013.27022191364,9.086488502816944e-08,0.0029331227023081516,681.888268133203,5.261483550410518e-05
2CXO J002404.9-720455,6.0205,-72.08210833333332,0.3,47Tuc,CSC2.1,3.097e-14,0.1530612244897959,0.3,453,52,True,False,False,,0,4,0.6122448979591836,90.0,1.1776089099650757,25446.9000963501,9.086488502816944e-08,0.001963495377804792,2037.2775827288035,0.00015719734434635832
2CXO J002403.7-720459,6.015416666666667,-72.08308888888888,0.3,47Tuc,CSC2.1,6.194e-15,0.1530612244897959,0.3,453,52,True,False,False,,0,3,0.6122448979591836,90.0,1.1776089099650757,25446.9000963501,9.086488502816944e-08,0.001963495377804792,1527.9581870466027,0.00011789800825976874
2CXO J002413.4-720451,6.056125,-72.08091666666667,0.3,47Tuc,CSC2.1,1.933e-15,0.1530612244897959,0.3,453,52,True,False,False,,0,2,0.6122448979591836,60.0,1.1776089099650757,11309.733475083569,9.086488502816944e-08,0.0008726646199910163,2292.0698546073827,0.00017685724186785364
2CXO J002405.6-720449,6.023541666666668,-72.0803611111111,0.3,47Tuc,CSC2.1,1.272e-14,0.1530612244897959,0.3,453,52,True,False,False,,0,4,0.6122448979591836,90.0,1.1776089099650757,25446.9000963501,9.086488502816944e-08,0.001963495377804792,2037.2775827288035,0.00015719734434635832
2CXO J002405.3-720421,6.022416666666667,-72.07269166666666,0.3,47Tuc,CSC2.1,4.974e-15,0.1530612244897959,0.3,453,52,True,False,False,,0,2,0.6122448979591836,100.0,1.1776089099650757,31415.925907476696,9.086488502816944e-08,0.0024240683570583873,825.0901695488858,6.366436493432762e-05
2CXO J002419.3-720334,6.080666666666667,-72.05966944444444,0.3,47Tuc,CSC2.1,1.01e-14,0.1530612244897959,0.3,453,52,True,False,False,,0,4,0.6122448979591836,100.0,1.1776089099650757,31415.925907476696,9.086488502816944e-08,0.0024240683570583873,1650.1803390977716,0.00012732872986865524
2CXO J002405.2-720446,6.021750000000001,-72.07968333333334,0.3,47Tuc,CSC2.1,4.148e-15,0.1530612244897959,0.3,453,52,True,False,False,,0,3,0.6122448979591836,90.0,1.1776089099650757,25446.9000963501,9.086488502816944e-08,0.001963495377804792,1527.9581870466027,0.00011789800825976874
2CXO J002405.1-720435,6.0212916666666665,-72.07647222222222,0.3,47Tuc,CSC2.1,2.738e-15,0.1530612244897959,0.3,453,52,True,False,False,,0,3,0.6122448979591836,100.0,1.1776089099650757,31415.925907476696,9.086488502816944e-08,0.0024240683570583873,1237.6352543233288,9.549654740149143e-05
