objectId,field_X,name_X,cat_X,F_X,ra_MIL,dec_MIL,RA_MIL,DEC_MIL,NAME_MIL,TYPE_MIL,RMAG_MIL,BMAG_MIL,COMMENT_MIL,R_MIL,B_MIL,Z_MIL,CITE_MIL,ZCITE_MIL,XNAME_MIL,RNAME_MIL,LOBE1_MIL,LOBE2_MIL,_dist_arcsec,otype_consolidated,F_opt,g_psfMag,i_psfMag,r_psfMag,u_psfMag,y_psfMag,z_psfMag,g_psfFlux,g_psfFluxErr,i_psfFlux,i_psfFluxErr,r_psfFlux,r_psfFluxErr,u_psfFlux,u_psfFluxErr,y_psfFlux,y_psfFluxErr,z_psfFlux,z_psfFluxErr,refExtendedness,near_bright_flag
611255072642315494,ECDFS,2CXO J033301.7-275818,CSC2.1,3.726e-14,53.25711888472561,-27.9719191935415,53.2571163,-27.9719147,ECDF-S 441               ,QX  ,19.58,21.15,jG ,1,1,1.842,1874  ,1874  ,CXOG J033301.7-275818 ,                      ,4XMM J033301.6-275818 ,LSXPS J033301.5-275817,0.0001196902681641,QSO,1.3616219797674182e-13,20.356918,20.095425,20.45256,20.466204,20.046741,20.137808,26135.594,13.622387,33252.945,24.601603,23931.822,15.652373,23632.97,82.38303,34777.926,268.94577,31979.89,44.33087,0.0,False
611255072642312097,ECDFS,2CXO J033306.2-280055,CSC2.1,3.391e-15,53.27615639101739,-28.015487245021475,53.276106,-28.015469,EIS J033306.28-280055.8  ,QX  ,22.08,22.14,j  ,-,-,2.419,1708  ,1708  ,CXOG J033306.2-280055 ,                      ,4XMM J033306.2-280055 ,                      ,0.0003591635040888,QSO,3.063537401624431e-14,21.890924,21.867752,21.847368,22.645084,21.44782,21.730824,6362.541,10.135261,6499.7827,20.172848,6622.9736,12.302147,3176.627,64.948944,9569.111,255.25078,7373.448,42.099426,0.0,False
611254385447554361,ECDFS,2CXO J033301.4-280251,CSC2.1,1.513e-14,53.25609534093267,-28.047635206374657,53.2558334,-28.0475,ECDF-S 442               ,NX  ,23.1,0.0,   ,n,x,0.2,1874  ,1874  ,CXOG J033301.4-280251 ,                      ,                      ,                      ,0.0063205120515493,AGN,9.122905933702685e-15,23.940344,22.841486,23.396141,24.39124,21.748478,22.35067,963.52374,8.950595,2650.9749,19.458061,1590.5358,11.459792,636.06915,60.44135,7254.5215,264.18594,4166.1235,40.321804,1.0,False
611255072642314454,ECDFS,2CXO J033256.4-275848,CSC2.1,7.283e-16,53.23532047744414,-27.980084040731967,53.2353098,-27.9800879,WCDFS J033256.48-275848.4,ARX ,16.7,17.74,dN ,1,1,0.147,RLAGN ,RLAGN ,CXOG J033256.4-275848 ,RACS J033256.4-275848 ,4XMM J033256.5-275851 ,                      ,0.0016916675379542,AGN,6.722866068691143e-13,19.38902,17.998522,18.386427,21.011833,17.409994,17.654142,63737.008,17.43189,229399.03,41.76254,160483.11,26.576996,14297.718,78.50798,394459.75,343.14276,315023.53,67.226746,1.0,False
611254316728080719,ECDFS,2CXO J033316.0-280131,CSC2.1,5.985e-15,53.31701844039344,-28.025458149355057,53.3169868,-28.02545,ECDF-S 422               ,QX  ,22.92,22.82,n  ,n,n,2.072,1874  ,1874  ,CXOG J033316.0-280131 ,                      ,4XMM J033315.9-280130 ,                      ,0.0001915216309556,QSO,1.600640852542959e-14,22.813034,22.445934,22.774233,22.765417,22.210407,22.199297,2721.3606,9.751775,3816.159,19.691341,2820.377,11.802411,2843.3662,65.13644,4740.644,263.1079,4789.405,41.556797,1.0,False
611254385447554550,ECDFS,2CXO J033257.1-280210,CSC2.1,8.567e-16,53.23818213903873,-28.036120182967725,53.2382085,-28.0361195,ATLAS S484               ,KR2X,20.4,24.1,n  ,-,1,0.671,ATLAS ,RLAGN ,CXOG J033257.1-280209 ,VLAJ033257.11-280209.7,VLAJ033256.75-280210.9,VLAJ033257.57-280208.4,0.0002521936012936,QSO,5.0379515842825366e-14,23.399685,20.558105,21.736761,25.538048,19.723392,20.090015,1585.3538,8.941955,21714.918,21.754105,7333.228,12.022347,221.198,63.655373,46842.81,266.8794,33419.02,43.466564,1.0,False
611255003922835944,ECDFS,2CXO J033318.6-280111,CSC2.1,2.22e-16,53.32732002715777,-28.019993301458,53.3273484,-28.020028,ECDF-S 578               ,N   ,27.45,24.07,n  ,n,n,0.586,1874  ,1874  ,                      ,                      ,                      ,                      ,0.0006021596356366,AGN,9.244620282231009e-15,24.232964,22.89849,23.557463,24.322662,21.584532,22.077528,735.89264,9.335396,2515.3813,19.59993,1370.9294,11.67047,677.54065,65.487236,8436.981,281.08218,5357.828,40.760628,1.0,False
611254316728076341,ECDFS,2CXO J033308.5-280407,CSC2.1,3.816e-15,53.28574174584303,-28.068823952552364,53.2856667,-28.0688612,SWIRE3J033308.56-280407.8,NX  ,20.37,22.3,j  ,1,-,0.488,ATLAS ,ATLAS ,CXOG J033308.4-280404 ,                      ,4XMM J033308.5-280407 ,                      ,0.0044517622646217,AGN,4.721890997922549e-14,22.47963,20.820017,21.433458,22.993149,20.123363,20.514994,3699.5432,9.481787,17060.55,21.330477,9696.543,12.233289,2305.3687,58.406868,32408.205,274.25168,22594.504,41.446945,1.0,False
611255003922843029,ECDFS,2CXO J033309.7-275614,CSC2.1,7.715e-15,53.29049005497448,-27.93728986574916,53.2904917,-27.9372991,ECDF-S 431               ,QX  ,20.02,20.2,jG ,-,-,2.564,1874  ,1874  ,CXOG J033309.7-275614 ,                      ,4XMM J033309.7-275613 ,LSXPS J033309.7-275616,8.302987597446098e-05,QSO,1.220854288120686e-13,20.472818,20.33809,20.309603,21.05445,19.977749,20.141695,23489.447,13.568061,26592.791,23.669281,27299.773,15.832799,13747.387,83.51099,37059.598,261.7337,31865.568,45.558453,0.0,False
611255003922842443,ECDFS,2CXO J033328.9-275640,CSC2.1,7.602e-14,53.37057927975739,-27.944811135445622,53.3705745,-27.9447912,ECDF-S 404               ,QX  ,19.72,21.72,jG ,-,-,0.839,1874  ,1874  ,CXOG J033328.9-275641 ,                      ,4XMM J033328.9-275640 ,LSXPS J033328.8-275641,0.0002162368868612,QSO,9.0252832777046e-14,20.847717,20.675169,20.793278,21.245638,20.187952,20.264128,16630.79,13.056698,19495.416,25.51147,17485.943,15.547167,11527.755,82.39648,30536.494,286.34073,28467.469,49.956764,1.0,False
611255003922843028,ECDFS,2CXO J033312.6-275551,CSC2.1,1.672e-14,53.30261626881883,-27.931056823128312,53.3026152,-27.9310572,ECDF-S 426               ,QX  ,19.82,21.04,jG ,-,-,2.561,1874  ,1874  ,CXOG J033312.6-275551 ,                      ,4XMM J033312.5-275551 ,LSXPS J033313.0-275551,6.742417886987698e-05,QSO,1.172978018659422e-13,20.858501,20.09562,20.329742,21.669722,19.544926,19.815668,16466.424,12.406527,33246.965,25.019497,26798.027,15.641981,7800.295,77.23082,55211.54,276.0934,43026.207,47.720005,0.0,False
611255003922839761,ECDFS,2CXO J033309.1-275826,CSC2.1,8.424e-15,53.28796585129989,-27.97415188508785,53.2877223,-27.9740278,ECDF-S 432               ,QX  ,19.39,22.17,j  ,1,-,2.583,1874  ,1874  ,CXOG J033309.1-275826 ,                      ,4XMM J033309.1-275826 ,LSXPS J033309.0-275823,0.0001746341947234,QSO,2.6079374576716998e-14,22.312666,21.907087,21.960636,22.997267,21.357435,21.583391,4314.5312,9.890891,6268.5156,20.318533,5966.851,12.473951,2296.6438,69.4644,10399.818,264.00815,8445.855,41.99217,0.0,False
611255003922841009,ECDFS,2CXO J033310.6-275748,CSC2.1,5.305e-15,53.29432252408267,-27.963538047728825,53.2943334,-27.9634167,ECDF-S 430               ,QX  ,20.85,22.43,j  ,-,-,1.598,1874  ,1874  ,CXO J033310.6-275748  ,                      ,4XMM J033310.6-275748 ,LSXPS J033310.3-275749,0.0001950155201825,QSO,4.8929779228202643e-14,21.605305,21.09704,21.406992,21.905699,20.984121,21.017632,8277.093,10.598992,13218.545,21.620209,9935.816,13.64921,6276.543,72.79943,14667.334,272.2247,14221.5625,43.833027,0.0,False
611255003922843570,ECDFS,2CXO J033322.7-275523,CSC2.1,8.849e-15,53.3449975885802,-27.92332278347904,53.3449968,-27.9233224,ECDF-S 411               ,QX  ,20.8,22.07,jG ,-,-,1.619,1874  ,1874  ,CXOG J033322.7-275523 ,                      ,4XMM J033322.7-275523 ,LSXPS J033322.5-275522,0.0001562845858993,QSO,5.506712717132411e-14,21.403717,20.925165,21.205124,21.89287,21.157427,21.02783,9965.821,11.791381,15485.797,24.571901,11966.046,14.436597,6351.1396,84.02455,12503.433,330.45465,14088.615,47.02243,0.0,False
611255003922837257,ECDFS,2CXO J033320.0-275912,CSC2.1,1.107e-14,53.33341062176363,-27.986841339241685,53.3334162,-27.9868489,ECDF-S 415               ,QX  ,21.15,21.43,jG ,n,-,0.684,1874  ,1874  ,CXOG J033320.0-275912 ,                      ,4XMM J033320.0-275911 ,                      ,0.0002939685926923,QSO,6.290247489109923e-14,21.450565,20.76331,21.157145,21.873816,20.450031,20.525204,9544.949,11.3006115,17975.293,22.632395,12506.694,13.62703,6463.5913,74.6945,23987.64,290.4431,22383.002,44.933025,1.0,False
611255003922839604,ECDFS,2CXO J033326.2-275829,CSC2.1,9.416e-15,53.35938349138476,-27.97498976673137,53.359385,-27.9749895,ECDF-S 407               ,QX  ,20.31,20.11,jG ,-,-,2.157,1874  ,1874  ,CXOG J033326.2-275829 ,                      ,4XMM J033326.1-275830 ,                      ,0.0002996081484673,QSO,1.27683407246735e-13,20.489462,20.340319,20.41914,20.388735,20.243748,20.123468,23132.104,13.795702,26538.275,25.499956,24679.934,16.267904,25380.832,88.48758,29006.893,294.54343,32405.03,47.87406,0.0,False
611255003922838489,ECDFS,2CXO J033329.2-275926,CSC2.1,2.555e-14,53.37179251526581,-27.99081498609869,53.3717593,-27.9907763,ECDF-S 403               ,QX  ,21.06,21.3,j  ,-,-,0.762,0224  ,0224  ,CXOG J033329.2-275926 ,                      ,4XMM J033329.2-275926 ,                      ,0.0003916895631173,QSO,5.905729759762909e-14,21.495775,20.850939,21.217161,22.006147,20.493975,20.597853,9155.662,11.394686,16581.531,23.274729,11834.108,13.967905,5721.9097,72.38286,23036.178,288.38663,20934.34,45.549442,1.0,False
611255003922840734,ECDFS,2CXO J033314.8-275749,CSC2.1,1.499e-15,53.3118981855492,-27.963687751221304,53.31188,-27.963687,ECDF-S 424               ,QX  ,24.17,24.29,D  ,n,n,2.796,1874  ,1874  ,CXOG J033314.8-275749 ,                      ,                      ,                      ,0.0002616442148164,QSO,2.9418588732493637e-15,24.434317,24.459507,24.23374,25.937984,23.620564,24.364737,611.3271,9.423027,597.3063,19.44575,735.36725,12.004555,153.04031,66.54793,1293.5244,263.9397,651.7865,42.663948,1.0,False
611255003922842440,ECDFS,2CXO J033331.3-275634,CSC2.1,8.604e-15,53.38076880441316,-27.94291564275868,53.3807655,-27.9429179,ECDF-S 401               ,QX  ,19.62,20.39,jG ,-,-,2.599,1874  ,1874  ,CXO J033331.3-275634  ,                      ,4XMM J033331.3-275635 ,LSXPS J033331.1-275634,0.0001326004905676,QSO,1.9738219206864776e-13,20.001833,19.711905,19.738451,20.634714,19.510721,19.601389,36246.55,16.411858,47341.082,30.915874,46197.586,19.971397,20235.53,91.438484,56978.6,299.80936,52413.652,54.555325,0.0,False
611255072642316328,ECDFS,2CXO J033238.9-275700,CSC2.1,3.037e-14,53.162156640280834,-27.950221009435246,53.1621612,-27.9502268,ATLAS S457               ,NX  ,18.54,20.49,jG ,1,1,0.297,ATLAS ,RLAGN ,CXOG J033238.9-275700 ,                      ,4XMM J033238.8-275700 ,LSXPS J033238.9-275659,0.0010206721587561,AGN,1.7090817697852354e-13,20.911024,19.49139,19.87354,22.243423,18.972885,19.093914,15688.822,11.749498,58002.12,26.679737,40792.836,17.01272,4598.6514,67.21721,93507.44,283.65106,83643.97,48.996227,1.0,False
611255072642319029,ECDFS,2CXO J033234.9-275511,CSC2.1,3.603e-15,53.145656549331385,-27.9198137147548,53.1456604,-27.9198399,CDFS J03325-2755         ,NX  ,22.87,23.5,d  ,n,n,0.839,1834  ,1834  ,CXOX J033235.0-275512 ,                      ,4XMM J033234.9-275511 ,LSXPS J033234.9-275510,0.0005418931419138,AGN,1.1578796577927711e-14,23.753405,22.452682,23.17777,24.019941,21.770475,21.9745,1144.5597,9.3173275,3792.5146,19.945724,1944.8762,11.913284,895.41284,64.699196,7109.0254,266.84097,5891.143,42.595016,1.0,False
611255072642322610,ECDFS,2CXO J033244.3-275251,CSC2.1,7.93e-16,53.18465581427444,-27.880975368666,53.1846581,-27.8809814,ECDF-S 471               ,QX  ,24.37,25.45,d  ,n,n,3.47,1834  ,1874  ,CXO J033244.3-275251  ,                      ,4XMM J033244.3-275251 ,                      ,0.000115741614847,QSO,3.5401931030129393e-15,24.457645,23.855583,23.892632,27.397854,23.83898,23.8275,598.332,9.976927,1041.7582,19.927452,1006.8093,11.618926,39.889507,63.782066,1057.8119,280.23776,1069.0548,41.81165,0.0,False
611255072642320127,ECDFS,2CXO J033249.1-275504,CSC2.1,1.355e-15,53.204940867030025,-27.917972981755863,53.2048874,-27.9180107,3D-HST 1725              ,QX  ,0.0,0.0,   ,x,x,2.206,GSAC  ,GSAC  ,CXOG J033249.1-275504 ,                      ,                      ,                      ,0.1828356472209564,QSO,8.699718399054739e-16,26.269184,25.485706,25.789352,29.484213,23.951975,25.263956,112.80451,9.463297,232.1228,19.3922,175.4926,11.838013,5.838686,66.680695,953.25684,282.65808,284.71957,41.32636,1.0,False
611255072642316996,ECDFS,2CXO J033229.0-275730,CSC2.1,4.357e-15,53.12086629287576,-27.95848353159513,53.120827,-27.9584813,ECDF-S 362               ,QX  ,21.71,23.13,n  ,n,n,1.315,1874  ,1874  ,CXOG J033229.0-275730 ,                      ,4XMM J033228.9-275730 ,LSXPS J033228.9-275727,0.0002543728448344,QSO,4.6097448339971395e-14,23.199814,20.680567,21.707214,24.40954,19.922014,20.258131,1905.7861,9.617321,19398.732,22.142471,7535.5337,12.8254595,625.43726,62.833237,39011.664,284.479,28625.135,44.341995,1.0,False
611255072642314508,ECDFS,2CXO J033251.5-275842,CSC2.1,3.91e-15,53.21474169516545,-27.97852075642676,53.214732,-27.978528,ECDF-S 457               ,QX  ,24.65,0.0,D  ,n,x,3.195,1874  ,1874  ,CXOG J033251.5-275842 ,                      ,                      ,                      ,0.0003812265384628,QSO,1.7694704847269842e-15,25.424847,24.490437,24.79848,27.791258,23.913275,24.49558,245.50548,8.920878,580.5309,19.03066,437.12753,11.561659,27.764927,68.961075,987.84735,263.13516,577.7873,41.860188,0.0,False
611255072642320386,ECDFS,2CXO J033246.4-275414,CSC2.1,4.301e-16,53.19337688378897,-27.90392617262014,53.1933799,-27.9039361,3D-HST 2546              ,QX  ,20.85,22.5,dN ,-,1,0.664,GSAC  ,GSAC  ,CXOG J033246.3-275414 ,                      ,                      ,                      ,0.0003669330409382,QSO,4.8314668903562565e-14,22.960361,20.662382,21.665989,24.078163,19.86687,20.238129,2376.049,10.173262,19726.354,22.716705,7827.165,12.450783,848.6615,64.36984,41044.207,303.97226,29157.385,44.98452,1.0,False
611255072642321478,ECDFS,2CXO J033238.5-275350,CSC2.1,6.059e-16,53.16068612942863,-27.89715967162968,53.1606968,-27.89715,3D-HST 3402              ,QX  ,21.05,22.59,dN ,-,1,0.657,GSAC  ,GSAC  ,CXOG J033238.5-275349 ,                      ,                      ,                      ,0.000320812847384,QSO,4.437923425432883e-14,23.197262,20.655373,21.657316,25.086506,20.090622,20.340141,1910.2716,9.683828,19854.145,22.259909,7889.94,12.745518,335.27234,62.53207,33400.355,289.7015,26542.604,46.209694,1.0,False
611255072642322944,ECDFS,2CXO J033237.9-275308,CSC2.1,0.0,53.15815005063945,-27.885592571903764,53.1581688,-27.8856182,3D-HST 5343              ,QX  ,0.0,0.0,   ,x,x,2.315,GSAC  ,GSAC  ,CXOX J033237.9-275308 ,                      ,                      ,                      ,0.0003660057528752,QSO,1.1635819851558214e-15,25.61263,25.20426,25.350845,28.576519,24.145563,25.12651,206.51303,9.560302,300.81268,19.45509,262.822,11.485671,13.470768,62.76442,797.5808,292.8123,323.14355,42.703587,1.0,False
611255072642322374,ECDFS,2CXO J033239.2-275325,CSC2.1,0.0,53.163528197217246,-27.8904886548074,53.1635666,-27.8905563,3D-HST 4583              ,Q   ,0.0,0.0,   ,x,x,2.281,GSAC  ,GSAC  ,                      ,                      ,                      ,                      ,0.0153647941690113,QSO,8.654677488964125e-16,26.006771,25.329334,25.560593,29.436037,26.538786,24.898432,143.64534,9.399546,268.08127,19.29369,216.65222,11.626957,6.103583,63.018463,88.000565,294.81747,398.6829,43.002403,1.0,False
611255072642320385,ECDFS,2CXO J033245.0-275438,CSC2.1,0.0,53.18756910298969,-27.91104150179774,53.1875534,-27.9110527,HSC2 J033245.01-275439.6 ,AX  ,19.37,20.97,j  ,-,1,0.45,HSTvar,HSTvar,CXOX J033245.0-275437 ,                      ,                      ,                      ,0.0003589129307946,AGN,8.275783909402352e-14,21.623547,20.361692,20.69841,22.101381,19.663145,20.031395,8139.1953,10.940397,26020.926,22.854446,19082.516,13.815286,5241.4033,66.98476,49515.57,290.57324,35272.996,45.837917,1.0,False
611255072642311574,ECDFS,2CXO J033235.3-280042,CSC2.1,2.446e-15,53.147408818929584,-28.011485104935783,53.14742,-28.01151,ECDF-S 481               ,QX  ,24.25,25.06,D  ,n,n,3.16,1874  ,1874  ,CXOG J033235.3-280042 ,                      ,4XMM J033235.5-280040 ,                      ,0.0006739423829964,QSO,3.1901563156354267e-15,24.917763,23.90897,24.504772,25.30617,23.17082,23.632717,391.64685,8.932323,991.7725,18.97774,572.9161,11.524313,273.8624,61.92105,1957.3671,260.2238,1279.1251,40.3234,1.0,False
611255759837085389,ECDFS,4XMM J033259.8-274748,4XMMDR14,2.2295863817841342e-14,53.24937553446576,-27.79677092716689,53.2493755,-27.7967739,CDFS J03329-2747B        ,QX  ,20.52,20.61,G  ,n,-,2.579,1834  ,1834  ,CXOG J033259.8-274748 ,                      ,4XMM J033259.8-274748 ,LSXPS J033259.9-274746,0.0001114673154083,QSO,2.7930120887427776e-14,21.998074,22.102581,21.871702,22.752335,21.493868,21.830614,5764.621,11.3618,5235.613,24.20527,6476.187,15.051731,2877.838,86.58747,9171.771,352.84003,6725.959,50.212044,0.0,False
611255003922846722,ECDFS,4XMM J033307.6-275127,4XMMDR14,3.1503405027895343e-14,53.2817583189666,-27.857566201294244,53.281821,-27.857537,HSC2 J033307.61-275127.2 ,QX  ,23.03,23.57,D  ,n,n,1.61,HSTvar,HSTvar,CXOG J033307.6-275127 ,                      ,4XMM J033307.6-275127 ,LSXPS J033307.6-275125,0.0014776889434065,QSO,7.644791781083006e-15,23.785603,22.979359,23.379442,24.116062,22.664328,22.983013,1111.1143,9.930323,2334.8354,22.1592,1615.1892,12.842794,819.55,73.22602,3120.8225,311.33496,2326.992,46.32524,1.0,False
611255072642319740,ECDFS,2CXO J033300.7-275520,CSC2.1,1.708e-14,53.25319889693675,-27.922442403810045,53.253046,-27.92237,ECDF-S 443               ,QX  ,20.95,21.37,D  ,1,1,2.005,1874  ,1874  ,CXOG J033300.7-275520 ,                      ,4XMM J033300.7-275520 ,LSXPS J033300.7-275520,0.0060607592981289,QSO,5.3589236903292867e-14,21.416273,21.225859,21.416231,21.437223,21.109552,20.97468,9851.238,11.172236,11739.69,21.664959,9851.61,13.55543,9662.964,82.61409,13067.1,264.64014,14795.444,44.11888,1.0,False
611255072642323541,ECDFS,2CXO J033252.8-275120,CSC2.1,4.769e-15,53.22035648019507,-27.855563363686667,53.2203751,-27.8555794,CDFS J03328-2751         ,QX  ,22.82,23.22,d  ,n,n,1.227,1834  ,1834  ,CXOG J033252.8-275119 ,                      ,4XMM J033252.8-275119 ,LSXPS J033253.0-275118,0.0002423579602367,QSO,1.2715231685008527e-14,23.491865,22.455809,22.768429,24.129326,21.752905,22.084517,1456.3114,10.028124,3781.611,21.6149,2835.4915,12.171679,809.59784,73.70437,7225.008,315.9994,5323.456,44.903507,1.0,False
611255072642322920,ECDFS,2CXO J033248.1-275256,CSC2.1,1.56e-15,53.20077214240981,-27.882465770839502,53.2007747,-27.8824691,3D-HST 4587              ,QX  ,21.15,23.07,dN ,-,n,0.667,GSAC  ,GSAC  ,CXOG J033248.1-275256 ,                      ,4XMM J033248.1-275257 ,                      ,0.0008837150307387,QSO,3.447844172697079e-14,23.423334,21.002863,21.995584,24.617935,20.258238,20.598993,1551.1952,9.847987,14416.325,22.036577,5777.8535,12.567647,516.2094,65.05403,28622.346,299.85422,20912.332,45.20912,1.0,False
611255072642322571,ECDFS,2CXO J033244.2-275141,CSC2.1,4.259e-16,53.184462980011936,-27.86146924605601,53.1844673,-27.8614864,CDFS J03327-2751         ,NX  ,18.67,20.75,j  ,-,1,0.279,1834  ,1834  ,CXOG J033244.2-275141 ,                      ,4XMM J033244.2-275142 ,                      ,0.0005966526065538,AGN,9.840991120382958e-14,21.558779,20.129267,20.487892,22.72987,19.568026,19.623026,8639.499,11.449434,32232.477,24.528316,23165.57,15.387461,2938.0012,68.291756,54049.3,318.7983,51379.516,48.64374,1.0,False
611255072642324985,ECDFS,2CXO J033247.1-275147,CSC2.1,1.312e-16,53.19658238157802,-27.863261503379903,53.1965942,-27.8632755,3D-HST 10214             ,AX  ,23.69,24.45,d  ,n,n,1.114,GSAC  ,GSAC  ,CXOG J033247.1-275147 ,                      ,                      ,                      ,0.0001575158039424,AGN,7.40334892363654e-15,24.221859,23.186964,23.649263,24.205091,22.112309,22.460238,743.4585,9.761649,1928.4769,20.516794,1259.7805,12.10031,755.0289,69.1901,5188.916,309.3804,3766.2166,43.65836,1.0,False
611255003922845295,ECDFS,2CXO J033310.9-275440,CSC2.1,8.703e-16,53.2956297821174,-27.91125460252998,53.295651,-27.91128,ECDF-S 429               ,QX  ,24.55,24.73,D  ,n,n,3.63,1874  ,1874  ,CXOG J033310.9-275440 ,                      ,                      ,                      ,0.0010262493634655,QSO,2.8536954583733856e-15,24.699846,24.324835,24.340023,25.529364,23.529152,24.118084,478.69818,9.444066,676.18604,20.404608,666.7929,11.568191,222.97427,69.20365,1407.1461,291.08054,818.02423,44.612564,1.0,False
611255072642322227,ECDFS,2CXO J033249.2-275337,CSC2.1,1.215e-16,53.2052928371658,-27.893773031821937,53.2053032,-27.8937817,3D-HST 4164              ,AX  ,25.21,0.0,i  ,n,x,1.189,GSAC  ,GSAC  ,2CXO J033249.2-275337 ,                      ,                      ,                      ,0.0003461855568252,AGN,1.1911268322398418e-15,26.676018,24.978306,26.26806,26.7641,23.578884,24.219625,77.55204,9.590103,370.4059,19.969013,112.92132,11.514964,71.508934,63.44339,1344.1448,323.22058,744.98883,43.092705,1.0,False
611255072642324988,ECDFS,2CXO J033246.8-275121,CSC2.1,7.558e-17,53.19515476547696,-27.85594109898056,53.1951675,-27.8559418,3D-HST 11763             ,A   ,23.71,24.23,d  ,n,n,1.1,GSAC  ,GSAC  ,                      ,                      ,                      ,                      ,0.0007034359254834,AGN,3.966653729825448e-15,24.415457,23.889315,24.240433,24.823017,23.252943,23.483416,622.03845,9.745181,1009.89,20.605387,730.8473,11.930666,427.35925,69.11041,1814.7745,300.86346,1467.689,43.974686,1.0,False
611255759837082176,ECDFS,2CXO J033303.9-275026,CSC2.1,0.0,53.266121524747234,-27.840642831559283,53.2661362,-27.840662,3D-HST 14880             ,Q   ,21.97,22.86,d  ,n,n,0.883,GSAC  ,GSAC  ,                      ,                      ,                      ,                      ,0.0003467746889343,QSO,1.966939991398019e-14,23.334578,21.777758,22.58201,23.885077,21.131351,21.33551,1683.3301,10.194791,7061.5034,22.170984,3366.632,13.328956,1013.84,80.705864,12807.364,324.06146,10611.973,48.800854,1.0,False
611255072642323837,ECDFS,4XMM J033305.6-275213,4XMMDR14,3.203747751234754e-15,53.27366829096573,-27.87070850579723,53.2736855,-27.870718,3D-HST 6203              ,QX  ,19.76,21.53,d  ,n,n,0.529,GSAC  ,GSAC  ,4XMM J033305.6-275213 ,                      ,LSXPS J033306.0-275213,                      ,0.0005227918421891,QSO,9.656543920817608e-14,22.355362,19.91407,20.731852,23.900606,19.200674,19.481127,4148.1562,10.674905,39298.133,27.31958,18503.732,15.515839,999.4427,76.740906,75810.63,315.6132,58553.008,51.810837,1.0,False
611255691117604299,ECDFS,2CXO J033308.1-275033,CSC2.1,1.188e-15,53.28406260173129,-27.84261654996309,53.2840881,-27.8426247,3D-HST 13986             ,AX  ,21.96,24.07,d  ,n,n,0.718,GSAC  ,GSAC  ,CXOG J033308.1-275033 ,                      ,4XMM J033308.1-275030 ,                      ,0.0035676906912092,AGN,1.2658086057086317e-14,24.89027,22.165792,23.332706,26.896475,21.079952,21.549076,401.69064,10.060151,4939.4985,23.080194,1686.2327,13.104006,63.300972,82.13773,13428.247,345.10052,8717.048,48.86535,1.0,False
611255141361779254,ECDFS,2CXO J033151.8-280025,CSC2.1,3.149e-15,52.96585047481096,-28.007190193934747,52.9658093,-28.0071775,ECDF-S 298               ,QX  ,22.45,22.57,n  ,n,n,2.436,1874  ,1874  ,CXO J033151.7-280025  ,                      ,4XMM J033151.8-280025 ,                      ,0.0005581214149256,QSO,1.7023866015141836e-14,22.524008,22.548674,22.487514,23.129076,22.196056,22.402843,3551.378,10.001599,3471.607,20.032417,3672.7754,12.10481,2034.0873,71.87349,4803.7134,266.26645,3970.6602,43.022575,0.0,False
611254454167030821,ECDFS,2CXO J033136.2-280149,CSC2.1,1.173e-14,52.90106616091314,-28.03053089234541,52.9010232,-28.0305494,ECDF-S 327               ,QX  ,21.53,21.4,j  ,-,-,1.953,1874  ,1874  ,CXOG J033136.2-280149 ,                      ,4XMM J033136.2-280148 ,                      ,0.0010633127520469,QSO,3.4639525300588444e-14,21.905584,21.675129,21.8648,21.9672,21.478397,21.449741,6277.2007,10.632489,7761.5483,21.123363,6517.4824,12.666479,5930.8984,85.638084,9303.381,296.81006,9552.208,45.034637,0.0,False
611254522886508645,ECDFS,2CXO J033135.4-280315,CSC2.1,1.235e-14,52.89763377992428,-28.054427755661703,52.89758,-28.05439,ECDF-S 332               ,QX  ,21.46,22.03,n  ,n,n,1.348,1874  ,1874  ,CXOG J033135.4-280315 ,                      ,4XMM J033135.3-280314 ,                      ,0.0027970011641375,QSO,3.686811095052347e-14,21.97781,21.35115,21.499466,22.689487,21.284922,21.30052,5873.2134,10.325983,10460.188,21.695421,9124.593,12.761895,3049.333,71.23482,11118.127,297.09128,10959.526,44.181446,0.0,False
611255210081265419,ECDFS,2CXO J033127.7-280051,CSC2.1,8.55e-15,52.865811150669806,-28.014246949788472,52.8657616,-28.0142684,ECDF-S 343               ,QX  ,22.01,21.91,n  ,n,n,1.95,1874  ,1874  ,CXOG J033127.7-280051 ,                      ,4XMM J033127.8-280051 ,                      ,0.0003650286752801,QSO,2.869409068791989e-14,22.243496,21.742844,22.119274,22.196056,21.436289,21.536276,4598.3496,10.324214,7292.27,21.893938,5155.7344,13.013441,4803.7173,77.549576,9671.299,292.49234,8820.429,46.882366,0.0,False
611254522886510854,ECDFS,2CXO J033127.7-280156,CSC2.1,1.415e-14,52.86572453730229,-28.03226967327317,52.8656748,-28.0323071,COMBO-17 04427           ,QX  ,23.0,23.3,n  ,n,n,1.524,1708  ,1708  ,CXOX J033127.7-280156 ,                      ,4XMM J033127.7-280156 ,                      ,0.0006517923528553,QSO,9.495859535619955e-15,24.053633,22.501648,23.121395,24.267174,22.393682,22.337412,868.0548,9.601033,3625.2769,21.02129,2048.5269,12.523108,713.0667,69.97906,4004.3052,296.90076,4217.305,45.36298,1.0,False
