objectId,field_X,name_X,cat_X,F_X,ra_MIL,dec_MIL,RA_MIL,DEC_MIL,NAME_MIL,TYPE_MIL,RMAG_MIL,BMAG_MIL,COMMENT_MIL,R_MIL,B_MIL,Z_MIL,CITE_MIL,ZCITE_MIL,XNAME_MIL,RNAME_MIL,LOBE1_MIL,LOBE2_MIL,_dist_arcsec,otype_consolidated,F_opt,g_psfMag,i_psfMag,r_psfMag,u_psfMag,y_psfMag,z_psfMag,g_psfFlux,g_psfFluxErr,i_psfFlux,i_psfFluxErr,r_psfFlux,r_psfFluxErr,u_psfFlux,u_psfFluxErr,y_psfFlux,y_psfFluxErr,z_psfFlux,z_psfFluxErr,refExtendedness,near_bright_flag
648365376786151216,SV_38_7,2SXPS J023213.2+064951,2SXPS,1.635e-12,38.0543824683928,6.8308913384457135,38.0543792,6.8308813,LAMOSTJ023213.05+064951.2,AX  ,15.76,16.7,p+G,1,1,0.071,LAMQ5 ,LAMQ5 ,LSXPS J023213.2+064950,                      ,1RXH J023212.9+064949 ,                      ,0.0020094245810096,AGN,1.0407288426876294e-12,18.384773,17.380474,17.90278,,,17.177727,160727.83,124.761314,405331.28,173.13947,250546.16,141.0726,,,,,488550.56,472.25717,1.0,False
648373416964926510,SV_38_7,2SXPS J023329.9+065527,2SXPS,2.717e-12,38.37494937351511,6.923995716280879,38.3749408,6.9239785,TXS 0230+067             ,BRX ,18.29,20.55,pG ,1,1,0.2,4FGL4 ,MQ    ,LSXPS J023329.9+065527,VLAJ023329.98+065526.4,FIRST J023330.0+065525,RACD J023330.0+065526 ,0.0001102516145183,BL Lac,4.599790610153378e-13,19.438305,18.275126,18.722242,,,17.946432,60908.473,93.66981,177807.31,134.80391,117788.5,115.84267,,,,,240672.75,446.9731,1.0,False
648373416964927234,SV_38_7,2SXPS J023340.9+065611,2SXPS,4.073e-12,38.42081798037587,6.936405160985218,38.4208148,6.9364125,3HSPJ023341.0+065611     ,BRX ,18.76,19.4,pG ,-,-,0.3,3HSP  ,3HSP  ,LSXPS J023341.0+065610,VLAJ023340.99+065610.8,FIRST J023341.0+065610,RACS J023341.0+065611 ,7.998059274294521e-05,BL Lac,3.3224791620739587e-13,19.429714,18.802149,19.082085,,,18.562296,61392.406,79.78122,109430.98,106.705345,84560.2,104.98576,,,,,136484.08,317.65253,1.0,False
648373416964925561,SV_38_7,2SXPS J023343.4+065340,2SXPS,1.104e-13,38.43167073698186,6.894507056337516,38.4316742,6.894509,LAMOSTJ023343.60+065340.2,QX  ,19.04,19.49,pG ,-,-,0.771,LAMQ5 ,LAMQ5 ,LSXPS J023343.4+065339,                      ,                      ,                      ,3.117568107992653e-05,QSO,2.6931195653640806e-13,19.394295,19.295624,19.296581,,,19.08041,63428.176,90.44924,69462.45,98.98091,69401.31,97.94565,,,,,84690.79,295.62448,1.0,False
648373416964925356,SV_38_7,2SXPS J023322.3+065329,2SXPS,4.516e-14,38.34366043445336,6.891020169370877,38.34366,6.891024,SDSS J023322.48+065327.6 ,X   ,18.87,19.47,pG ,-,-,0.1,NBCKv3,NBCKv3,LSXPS J023322.3+065328,                      ,                      ,                      ,0.000199898447938,X-ray Obj,3.5645373909092943e-13,19.519901,18.61483,18.97221,,,18.406788,56498.87,93.10077,130037.2,141.85915,93565.61,132.33223,,,,,157501.56,313.1989,0.0,False
579576081061780324,47Tuc,4XMM J002039.7-722733,4XMMDR14,2.3607147053156252e-14,5.164770296757172,-72.4591623811368,5.1647822,-72.4591612,Gaia 4689594010760660608 ,X   ,19.41,19.46,jG ,-,-,1.86,GAIA3 ,GAIA3 ,4XMM J002039.7-722733 ,                      ,                      ,                      ,0.000557865050805,X-ray Obj,3.177991110882497e-13,19.142492,18.862776,19.086544,,18.885052,,79984.01,298.5296,103488.01,165.30223,84213.62,95.86182,,,101386.27,1393.6588,,,0.0,False
579578211365557231,47Tuc,1eRASS J001807.3-715558,eRASS1,1.2010782180025414e-13,4.527258594856703,-71.93171213320856,4.5272545,-71.9317135,VMC J001806.53-715554.2  ,Q   ,18.91,19.01,jG ,1,-,0.62,VMC   ,VMC   ,                      ,                      ,                      ,                      ,0.0007551744710881,QSO,2.946589408090439e-13,19.082685,18.941305,19.156263,,,,84513.5,212.03113,96267.055,223.93617,78975.92,291.42206,,,,,,,1.0,False
592913913020955310,EDFS,2SXPS J035620.5-484629,2SXPS,3.095e-13,59.085095226936325,-48.77487754876909,59.0853889,-48.77475,J035620.49-484629.1      ,X   ,20.54,20.91,j  ,-,-,,MQ    ,      ,LSXPS J035620.5-484629,                      ,                      ,                      ,0.0009046726595932,X-ray Obj,4.471195988159338e-14,21.676338,21.29177,21.643007,21.742443,21.221779,21.044504,7752.912,21.036005,11048.211,44.06615,7994.606,21.063725,7294.962,243.70781,11783.892,272.90158,13873.89,78.15077,1.0,False
592913294545670260,EDFS,1eRASS J035532.6-485132,eRASS1,2.127504173266709e-13,58.88645214558301,-48.85960550990583,58.8864605,-48.8595994,3HSPJ035532.7-485134     ,B2  ,18.6,20.82,jG ,1,1,0.5,3HSP  ,3HSP  ,                      ,                      ,RACD J035534.0-485151 ,RACD J035530.1-485107 ,0.0005915614274864,BL Lac,1.706748810507263e-13,21.278278,19.438068,19.892042,21.859222,18.958101,18.97655,11186.363,21.50027,60921.82,53.45739,40103.55,28.340042,6551.054,240.24599,94789.27,276.0328,93192.305,88.52716,1.0,False
592915905885782598,EDFS,1eRASS J035721.8-481215,eRASS1,4.632322628782275e-13,59.34132583392492,-48.2042108357329,59.3413261,-48.2042108,PKS 0355-483             ,QR  ,16.17,16.46,jG ,-,-,1.016,1976  ,1612  ,                      ,RACS J035721.8-481215 ,SUMSS J035721.8-481214,                      ,0.001511081632057,QSO,3.856399998640883e-12,16.580381,16.458557,16.418182,,16.262669,16.364103,846929.25,803.4701,947496.2,594.01086,983392.44,905.99457,,,1134834.0,1402.6483,1033613.94,1197.3087,0.0,False
609788117972422752,ECDFS,4XMM J033340.9-284014,4XMMDR14,2.3128193967197203e-14,53.421186354259866,-28.67085741067597,53.421165,-28.670874,WCDFS J033341.09-284015.1,ARX ,22.59,24.64,d  ,-,-,0.943,RLAGN ,RLAGN ,4XMM J033340.9-284014 ,VLAJ033341.08-284014.4,RACS J033341.0-284017 ,                      ,0.0023105371159359,AGN,5.044175735178286e-15,,,,,,21.319683,,,,,,,,,,,10767.802,400.41327,1.0,False
609788049252947741,ECDFS,4XMM J033406.9-283450,4XMMDR14,7.572852663961099e-14,53.52881963243722,-28.580871198039244,53.528824,-28.5808824,WISEA J033406.94-283451.4,X   ,20.65,20.59,jG ,-,-,0.6,WISEA ,MQ    ,4XMM J033406.9-283450 ,                      ,LSXPS J033406.4-283449,                      ,0.0003424248138686,X-ray Obj,1.0611324282694222e-13,20.460478,20.21373,20.511621,,20.01503,20.246138,23757.955,170.76328,29820.049,153.51204,22664.756,93.01966,,,35808.66,989.04364,28943.082,290.7762,1.0,False
611253423374860326,ECDFS,4XMM J033522.5-281425,4XMMDR14,3.8044779593392544e-14,53.84420370780718,-28.240337522632423,53.8442029,-28.2403783,J033522.60-281425.3      ,X   ,20.58,20.6,jG ,-,-,1.1,MQ    ,MQ    ,4XMM J033522.5-281425 ,                      ,                      ,                      ,0.0375176191319215,X-ray Obj,3.2510149438595036e-14,21.606184,,21.163015,21.991041,,,8270.397,135.1236,,,12439.237,162.47868,5802.0806,351.5608,,,,,1.0,False
609788667728241676,ECDFS,4XMM J033454.1-282833,4XMMDR14,2.4594802716247817e-14,53.72568834516109,-28.476176924358427,53.725711,-28.4761927,SVA1_COADD-2939916133    ,QX  ,20.06,20.01,jG ,-,-,1.536,OzDES2,OzDES2,4XMM J033454.1-282833 ,                      ,                      ,                      ,0.0010588458952378,QSO,2.960698555561676e-14,20.840132,,,,,,16747.385,100.18784,,,,,,,,,,,1.0,False
609788049252950539,ECDFS,4XMM J033355.0-283820,4XMMDR14,1.545032141505101e-14,53.47930416063156,-28.638793832418624,53.4793362,-28.6388434,WCDFS J033355.03-283819.7,AX  ,21.95,23.45,dN ,-,-,0.596,RLAGN ,RLAGN ,4XMM J033355.0-283820 ,                      ,                      ,                      ,0.0559341064346176,AGN,5.796521840288931e-15,,,,,,21.16874,,,,,,,,,,,12373.835,488.63016,1.0,False
609787499497127989,ECDFS,4XMM J033237.4-284320,4XMMDR14,2.0393512521602912e-14,53.15599424086228,-28.722571698142023,53.1559974,-28.7225749,SVA1_COADD-2940669407    ,QX  ,19.7,20.82,pG ,1,1,1.307,OzDES2,OzDES2,4XMM J033237.4-284320 ,                      ,                      ,                      ,0.0082589808381467,QSO,1.7342501174971024e-14,,20.366924,,,,,,,25895.84,269.2445,,,,,,,,,0.0,False
609787568216610164,ECDFS,4XMM J033216.3-284359,4XMMDR14,2.2899159646391432e-14,53.068262616496,-28.732991985367235,53.0682629,-28.7329776,OzDES-DR2_02532          ,QX  ,21.07,21.22,gG ,n,n,0.911,OzDES2,OzDES2,4XMM J033216.3-284359 ,                      ,                      ,                      ,0.0365441112212386,QSO,2.0929789723331838e-14,21.216705,,,,,,11839.072,147.07857,,,,,,,,,,,0.0,False
609787568216605846,ECDFS,4XMM J033211.4-284323,4XMMDR14,2.3790739750407727e-14,53.04761629455481,-28.723355250582465,53.04758,-28.72333,SVA1_COADD-2940669226    ,QX  ,21.45,21.89,g  ,n,n,1.236,OzDES2,OzDES2,4XMM J033211.4-284323 ,                      ,                      ,                      ,0.0011526314062164,QSO,5.579480053113795e-15,22.652134,,,,,,3156.0693,73.896774,,,,,,,,,,,0.0,False
609788117972430728,ECDFS,2CXO J033326.6-283409,CSC2.1,6.849e-14,53.361175652816186,-28.569402529345616,53.3610834,-28.5694167,TGS323Z084               ,NX  ,18.25,20.2,p  ,1,1,0.149,2dF   ,RLAGN ,4XMM J033326.6-283409 ,                      ,LSXPS J033326.3-283410,                      ,0.0007221640347364,AGN,3.1502175648729497e-13,20.148499,18.788662,19.279427,21.607908,18.234705,18.507826,31666.516,41.689533,110798.75,107.27849,70506.51,68.1982,8257.272,226.58665,184551.72,787.886,143505.75,188.47153,1.0,False
609788186691912772,ECDFS,4XMM J033259.6-283456,4XMMDR14,2.220915474909681e-14,53.24847609513736,-28.582235341833435,53.24848,-28.5822409,SWIRE3J033259.61-283456.0,QX  ,19.98,20.81,jG ,-,-,0.97,ATLAS ,ATLAS ,4XMM J033259.6-283456 ,                      ,                      ,                      ,0.0012901285844886,QSO,1.2789986607926646e-13,20.445726,20.287655,20.289082,20.737791,20.05273,20.159891,24082.955,32.711742,27857.217,59.85996,27820.666,47.515396,18402.783,477.89093,34586.566,596.4469,31335.994,109.81079,1.0,False
609787430777651442,ECDFS,4XMM J033322.6-284155,4XMMDR14,1.7013485143825037e-14,53.34444086215634,-28.698685635022784,53.34442,-28.69867,SVA1_COADD-2940673043    ,QX  ,21.23,21.68,j  ,-,-,2.354,OzDES2,OzDES2,4XMM J033322.6-284155 ,                      ,                      ,                      ,0.0046414446905842,QSO,3.8011119590977994e-14,21.612165,20.89594,21.15509,,,,8224.963,180.47672,15908.285,334.02252,12530.37,244.46312,,,,,,,1.0,False
609788186691909175,ECDFS,4XMM J033254.0-283809,4XMMDR14,2.6873338285020843e-14,53.225482468303845,-28.6359947113236,53.225487,-28.63599,WCDFS J033254.12-283809.6,QX  ,22.52,23.59,D  ,n,1,1.19,RLAGN ,RLAGN ,4XMM J033254.0-283809 ,                      ,                      ,                      ,0.0147170411435034,QSO,8.720932381033666e-15,24.956846,22.673277,28.98454,,21.018417,21.86481,377.7997,34.832783,3095.2043,77.46846,9.250893,74.65237,-21.94662,403.6378,14211.271,1506.5247,6517.4146,133.29553,1.0,False
609788186691916398,ECDFS,4XMM J033253.8-283140,4XMMDR14,3.340198872158438e-14,53.22446384946672,-28.527612791922472,53.2244606,-28.5276096,SVA1_COADD-2940698117    ,QX  ,20.13,20.95,jG ,-,-,1.508,OzDES2,OzDES2,4XMM J033253.8-283140 ,                      ,                      ,                      ,0.0004088178678757,QSO,9.892322154387754e-14,20.997965,20.18311,20.520329,21.513092,20.114151,20.136074,14481.517,19.990543,30673.008,42.462845,22483.74,26.36013,9010.796,126.73012,32684.303,461.6284,32030.975,78.569984,0.0,False
609780833707897672,ECDFS,4XMM J033129.4-283716,4XMMDR14,1.3716292506090952e-14,52.87289437132204,-28.62140375614822,52.872889,-28.621362,SVA1_COADD-2940684939    ,QX  ,22.71,23.81,n  ,n,n,1.049,OzDES2,OzDES2,4XMM J033129.4-283716 ,                      ,                      ,                      ,0.0050448269937671,QSO,1.1045924622062853e-14,24.434763,22.185377,23.219461,,21.70432,21.800028,611.07526,37.039165,4851.203,72.849045,1871.6088,122.05488,,,7555.6426,874.9271,6918.127,205.85576,1.0,False
609780833707897578,ECDFS,4XMM J033111.6-283720,4XMMDR14,1.4993994273179018e-14,52.79886297238565,-28.622658998059773,52.798871,-28.622662,WCDFS J033111.72-283721.7,QRX ,20.97,22.51,d  ,1,1,0.684,RLAGN ,RLAGN ,4XMM J033111.6-283720 ,VLAJ033111.73-283720.5,                      ,                      ,0.0188807918897196,QSO,3.048696992614012e-14,23.549707,20.933239,21.949158,,,20.417027,1380.7559,57.398876,15371.09,89.13885,6030.275,350.10684,,,,,24728.031,217.55856,1.0,False
609780146513119972,ECDFS,4XMM J033138.6-284251,4XMMDR14,1.2663250134636091e-14,52.90875405491605,-28.71386385992308,52.908761,-28.713867,WCDFS J033138.10-284250.0,A   ,18.16,19.32,d  ,1,1,0.181,RLAGN ,RLAGN ,                      ,                      ,                      ,                      ,0.0044663953535184,AGN,4.0193796650268686e-14,,,,,18.177841,,,,,,,,,,194474.84,1708.7737,,,1.0,False
609788186691917645,ECDFS,2CXO J033229.9-283041,CSC2.1,3.396e-14,53.12490314484402,-28.511615083338,53.1249039,-28.5116148,WCDFS J033229.98-283041.7,QX  ,20.24,21.11,dG ,-,-,0.257,RLAGN ,RLAGN ,4XMM J033229.9-283042 ,                      ,                      ,                      ,0.0005424600328285,QSO,6.739875642848577e-14,21.711212,20.596252,20.918217,22.46815,20.216314,20.160822,7507.845,16.307787,20965.205,35.55281,15585.223,22.310776,3738.8674,121.609665,29749.152,444.4162,31309.168,73.37485,1.0,False
609788873886683813,ECDFS,4XMM J033225.9-282207,4XMMDR14,1.2730955172176022e-14,53.10793590938674,-28.36903319515306,53.1079349,-28.3690345,SVA1_COADD-2940720745    ,QX  ,21.02,21.01,gG ,n,n,1.893,OzDES2,OzDES2,4XMM J033225.9-282207 ,                      ,                      ,                      ,0.000185903750489,QSO,4.6041486964608105e-14,21.611248,21.219755,21.500147,21.855751,21.13761,21.173363,8231.919,11.997585,11805.874,24.16883,9118.872,13.445081,6572.032,74.43166,12733.753,311.0349,12321.255,48.63319,1.0,False
609780902427366567,ECDFS,4XMM J033047.6-283851,4XMMDR14,4.6715971070915643e-14,52.69843144331291,-28.64840478889382,52.6981667,-28.6483584,ATLAS S282 #2            ,NR  ,17.39,19.98,jm ,-,1,0.336,ATLAS ,RLAGN ,                      ,RACS J033047.6-283855 ,NVSS J033047.4-283855 ,                      ,0.0101772770788429,AGN,2.0187306357788316e-13,21.202715,19.027374,19.44472,,,18.646196,11992.621,156.15552,88930.43,262.97232,60549.723,406.59988,,,,,126334.445,701.5056,1.0,False
609780833707898653,ECDFS,4XMM J033058.1-283603,4XMMDR14,6.317299114377839e-14,52.7423285245479,-28.600934274851287,52.7423256,-28.6009359,SVA1_COADD-2940688234    ,QX  ,20.6,21.08,jG ,-,-,0.971,OzDES2,OzDES2,4XMM J033058.1-283603 ,                      ,                      ,                      ,5.217363039345658e-05,QSO,7.55820907800206e-14,20.775488,20.713186,20.627224,,,20.50212,17774.807,69.444145,18824.596,89.409035,20375.584,123.69513,,,,,22864.0,228.69102,1.0,False
609780833707900701,ECDFS,4XMM J033104.0-283342,4XMMDR14,4.78626571698542e-14,52.766931660540365,-28.56164090346916,52.7667085,-28.5616389,TGS323Z136               ,NX  ,17.53,19.87,p  ,-,1,0.128,2dF   ,RLAGN ,4XMM J033104.0-283342 ,                      ,                      ,                      ,0.0004647230817271,AGN,5.284382898693477e-13,19.432285,18.163055,18.521845,21.06087,,17.782932,61247.098,56.990227,197141.53,120.735374,141664.88,146.29749,13666.341,289.01538,,,279786.6,241.02628,1.0,False
609781589622145257,ECDFS,4XMM J033023.5-282531,4XMMDR14,2.3459627795062453e-13,52.59830769038473,-28.425291600270054,52.5983088,-28.4252916,ATLAS S253               ,QX  ,19.45,20.2,pG ,1,1,0.635,ATLAS ,ATLAS ,4XMM J033023.5-282531 ,                      ,LSXPS J033023.7-282530,                      ,0.000555052506616,QSO,2.1500321041804721e-13,19.779593,19.6754,19.958479,20.084438,19.46443,19.681856,44479.785,72.68755,48959.832,83.73479,37723.188,55.344704,33591.133,578.7861,59460.402,798.7565,48669.535,223.41838,1.0,False
609781589622143477,ECDFS,4XMM J033034.5-282707,4XMMDR14,7.492035217584493e-15,52.6440728458968,-28.45214698414152,52.644079,-28.452145,WCDFS J033034.58-282707.8,QRX ,22.28,22.62,d  ,n,n,1.838,RLAGN ,RLAGN ,4XMM J033034.5-282707 ,VLAJ033034.71-282705.1,RACS J033034.6-282706 ,NVSS J033034.5-282708 ,0.0001568964359177,QSO,2.0660132273340716e-14,22.599232,21.898527,22.431854,23.225592,21.60495,21.797535,3313.6577,40.738163,6318.1353,52.981476,3865.9688,36.91258,1861.0734,438.03802,8279.811,868.64795,6934.03,166.84198,1.0,False
609782208097431008,ECDFS,4XMM J033058.4-281939,4XMMDR14,3.491306839443174e-14,52.74358321118325,-28.32758485394935,52.7435818,-28.3275812,SVA1_COADD-2940726652    ,QX  ,19.1,22.1,jG ,n,-,1.289,OzDES2,OzDES2,4XMM J033058.4-281939 ,                      ,                      ,                      ,0.0003584248831985,QSO,6.524793356422123e-14,21.255869,20.911343,20.965267,21.336353,20.994432,20.98791,11419.645,19.656477,15684.228,30.832548,14924.261,22.161448,10603.728,118.86869,14528.713,422.62283,14616.258,72.68985,0.0,False
609782139377954423,ECDFS,2CXO J033154.9-281710,CSC2.1,6.908e-15,52.97909239219628,-28.286152607209985,52.9790969,-28.286159,WCDFS J033154.99-281710.3,QX  ,20.41,20.6,dG ,-,-,3.106,RLAGN ,RLAGN ,4XMM J033154.9-281709 ,                      ,                      ,                      ,0.0003840802916942,QSO,9.918034940478363e-14,20.677599,20.382996,20.52896,21.764002,20.188887,20.359325,19451.814,13.614413,25515.348,24.565447,22305.734,15.240551,7151.533,79.55232,30510.236,296.78305,26077.729,47.221428,0.0,False
609782208097431504,ECDFS,2CXO J033126.9-281811,CSC2.1,1.933e-13,52.86247363968738,-28.30308848124573,52.8624706,-28.3030912,ATLAS S336 #2            ,NR2X,18.56,20.76,pG ,1,1,0.285,ATLAS ,ATLAS ,4XMM J033126.9-281811 ,VLAJ033127.00-281809.9,VLAJ033125.03-281810.9,VLAJ033129.71-281813.7,0.0005000291231,AGN,2.7699574391250474e-13,20.491756,18.958923,19.40829,21.288351,18.38784,18.532488,23083.271,15.763245,94717.65,36.708424,62615.777,22.328045,11083.048,96.16574,160274.39,368.2505,140283.0,69.30572,1.0,False
609782208097434829,ECDFS,4XMM J033104.7-281628,4XMMDR14,1.060282300868222e-14,52.77000565506969,-28.274390642188653,52.769986,-28.274379,SVA1_COADD-2940734762    ,QX  ,21.17,21.58,j  ,-,-,2.618,OzDES2,OzDES2,4XMM J033104.7-281628 ,                      ,LSXPS J033104.6-281625,                      ,0.0004704486861086,QSO,6.469775440373374e-14,21.190992,20.977648,20.924112,21.996336,20.626795,20.795265,12122.802,15.976948,14755.069,29.853907,15500.826,19.996382,5773.8525,93.267,20383.656,367.42798,17453.963,64.83078,0.0,False
609782208097432917,ECDFS,4XMM J033111.1-281725,4XMMDR14,2.5889786496558712e-15,52.79626668282779,-28.29038082578878,52.796251,-28.290376,WCDFS J033111.11-281725.5,AX  ,23.68,24.29,d  ,n,n,1.164,RLAGN ,RLAGN ,4XMM J033111.1-281725 ,                      ,                      ,                      ,0.000568832481202,AGN,6.473663123174455e-15,24.213585,23.137388,23.75087,24.610212,22.377674,22.774227,749.14484,12.705294,2018.5751,25.769382,1147.2343,15.347197,519.89465,84.240555,4063.783,361.83002,2820.3906,60.134674,1.0,False
609781589622148995,ECDFS,4XMM J033030.5-282135,4XMMDR14,5.808675480716008e-14,52.62749946711353,-28.35985296927992,52.6274948,-28.3598491,SWIRE3J033030.59-282135.6,QX  ,18.9,19.78,pG ,1,-,1.322,ATLAS ,ATLAS ,4XMM J033030.5-282135 ,                      ,LSXPS J033030.5-282132,                      ,0.0003689641901054,QSO,5.892608404549683e-13,18.810116,18.584036,18.60265,18.901466,18.691793,18.646471,108630.91,72.30332,133778.33,79.130516,131504.38,58.51292,99865.02,358.87625,121138.67,807.7473,126302.336,141.28073,0.0,False
609781589622148337,ECDFS,4XMM J033014.2-282105,4XMMDR14,4.22602762246288e-14,52.55934159101134,-28.35128657956817,52.559342,-28.351291,ATLAS S245               ,NRX ,18.85,20.98,pG ,-,1,0.276,ATLAS ,ATLAS ,4XMM J033014.2-282105 ,RACS J033014.2-282105 ,                      ,                      ,0.0002649452526286,AGN,2.9502624339553787e-13,20.16398,19.024395,19.280659,21.019527,18.52903,18.521982,31218.209,70.0114,89174.82,106.446945,70426.61,76.35459,14196.756,501.24368,140730.56,1667.0121,141646.8,237.6526,1.0,False
609782276816912071,ECDFS,4XMM J033026.2-281710,4XMMDR14,1.047494898573408e-14,52.608994695273736,-28.2863960777507,52.609006,-28.286399,WCDFS J033026.16-281711.0,QRX ,20.94,22.71,d  ,1,1,0.683,RLAGN ,RLAGN ,4XMM J033026.2-281710 ,VLAJ033026.15-281710.6,RACS J033026.0-281710 ,                      ,0.0038284207006108,QSO,4.365790231697079e-14,23.310944,20.759588,21.955614,24.773703,19.905542,20.225288,1720.3726,26.34967,18037.008,43.95936,5994.5225,24.866346,447.21802,176.85974,39608.047,744.454,29504.273,102.83927,1.0,False
609782345536375030,ECDFS,4XMM J032942.2-281906,4XMMDR14,2.9297219625345e-14,52.42621000512587,-28.318547329596846,52.4262134,-28.3185448,SVA1_COADD-2940550281    ,QX  ,20.41,21.21,jG ,1,-,2.435,OzDES2,OzDES2,4XMM J032942.2-281906 ,                      ,                      ,                      ,0.0100247592413734,QSO,4.7629018027744814e-14,20.656467,,,,,20.328741,19834.127,178.33945,,,,,,,,,26822.746,520.8069,0.0,False
611253904411216680,ECDFS,4XMM J033047.8-281521,4XMMDR14,1.951444817641524e-14,52.69935593057569,-28.255951714222984,52.699339,-28.2559153,SVA1_COADD-2940557913    ,QX  ,18.3,21.5,jG ,n,-,1.818,OzDES2,OzDES2,4XMM J033047.8-281521 ,                      ,LSXPS J033048.2-281519,                      ,0.0003841138590733,QSO,6.873323341330166e-14,21.343342,20.616709,21.108791,21.588736,20.441961,20.526087,10535.699,19.577192,20573.889,31.416601,13076.257,20.91127,8404.38,119.22811,24166.584,516.7688,22364.799,67.761086,0.0,False
611253904411220769,ECDFS,4XMM J033045.8-281137,4XMMDR14,1.146279099607404e-14,52.69110689162272,-28.19418626997578,52.691063,-28.194237,SVA1_COADD-2940566865    ,QX  ,22.95,22.93,D  ,n,n,2.27,OzDES2,OzDES2,4XMM J033045.8-281137 ,                      ,                      ,                      ,0.0008953672216572,QSO,1.290153768549521e-14,22.947289,22.722033,22.883272,23.552343,22.27693,22.373386,2404.8306,14.395511,2959.286,26.395594,2550.8877,17.982254,1377.4083,102.16191,4458.905,431.2942,4079.8638,63.130657,1.0,False
611254522886506794,ECDFS,2CXO J033121.4-280450,CSC2.1,1.042e-14,52.83941706491682,-28.080738383521208,52.8394177,-28.0807376,SVA1_COADD-2940124985    ,QX  ,20.91,21.43,gG ,n,n,2.164,OzDES2,OzDES2,CXOG J033121.4-280450 ,                      ,4XMM J033121.4-280450 ,                      ,6.935204196521747e-05,QSO,7.762284891857737e-14,21.242895,20.556366,20.774652,21.913391,20.27273,20.28804,11556.926,12.048484,21749.709,24.346273,17788.482,15.301771,6232.228,78.21323,28242.842,298.62134,27847.365,48.15948,0.0,False
611254522886501868,ECDFS,4XMM J033119.0-280821,4XMMDR14,1.036506340148678e-14,52.82944174254992,-28.139225836143687,52.829433,-28.139219,SVA1_COADD-2940117924    ,QX  ,23.43,23.67,D  ,n,n,2.685,OzDES2,OzDES2,4XMM J033119.0-280821 ,                      ,                      ,                      ,9.600649565388896e-05,QSO,9.991757280110598e-15,23.245235,23.098467,22.856428,23.901249,22.68215,22.914438,1827.7029,9.71049,2092.25,21.1592,2614.7412,12.710245,998.85004,72.10969,3070.0137,315.35214,2478.7021,46.513874,0.0,False
611254591605984888,ECDFS,4XMM J033036.6-280424,4XMMDR14,2.1528594269164085e-14,52.652664047528845,-28.073386404084097,52.65266,-28.073385,WCDFS J033036.65-280424.2,QX  ,21.29,22.42,d  ,-,-,0.679,RLAGN ,RLAGN ,4XMM J033036.6-280424 ,                      ,                      ,                      ,0.0002303799884328,QSO,3.890354914633693e-14,22.744297,20.975964,21.891567,23.486126,20.259207,20.559061,2899.2205,16.824001,14777.974,31.876518,6358.7725,20.641493,1464.0278,108.92266,28596.791,443.2044,21695.797,69.65035,1.0,False
609788736447721778,ECDFS,4XMM J033353.0-283022,4XMMDR14,1.5864994864708828e-13,53.47099983596436,-28.506224227819803,53.4709991,-28.5062251,SWIRE3J033353.03-283022.3,QX  ,18.21,18.5,pG ,1,1,1.164,ATLAS ,ATLAS ,4XMM J033353.0-283022 ,                      ,LSXPS J033352.9-283022,                      ,0.0015815810932717,QSO,1.1746524614130169e-12,18.044487,17.822653,17.8244,18.255487,17.84788,17.932919,219889.78,88.73445,269735.78,147.18414,269302.22,99.64943,181052.6,384.18317,263540.88,678.81964,243687.02,245.66379,0.0,False
609788117972429909,ECDFS,4XMM J033341.6-283519,4XMMDR14,1.3298042883329827e-14,53.42367166451069,-28.58867930421289,53.42367,-28.5886781,Gaia 5057401957582366592 ,X   ,20.19,20.7,G  ,n,-,3.28,GAIA3 ,GAIA3 ,4XMM J033341.6-283519 ,                      ,                      ,                      ,0.0009011725568621,X-ray Obj,6.574203069735167e-14,21.22475,20.997864,21.041542,21.509445,20.428518,20.828293,11751.684,50.391323,14482.862,148.89035,13911.785,66.84409,9041.11,401.57428,24467.664,861.4314,16930.998,271.24854,1.0,False
609788117972431082,ECDFS,4XMM J033338.4-283336,4XMMDR14,1.1171249878925636e-14,53.410483010154735,-28.560241588881595,53.410438,-28.560227,SVA1_COADD-2940692686    ,QX  ,22.63,22.58,n  ,n,n,0.897,OzDES2,OzDES2,4XMM J033338.4-283336 ,                      ,                      ,                      ,0.0005729700811324,QSO,1.7212567481041165e-14,22.558004,22.390282,22.553333,23.312044,21.968622,22.246763,3441.8975,31.942446,4016.8635,79.81724,3456.737,38.950336,1718.6298,188.63188,5923.1245,568.9962,4584.525,176.15712,1.0,False
609788736447726989,ECDFS,4XMM J033412.8-282500,4XMMDR14,4.925607447955893e-13,53.55355373083128,-28.416901672211264,53.5535585,-28.4169058,SWIRE3J033412.83-282500.8,QX  ,19.36,19.88,pG ,-,-,0.664,ATLAS ,ATLAS ,4XMM J033412.8-282500 ,                      ,LSXPS J033412.8-282502,2RXP J033412.8-282500 ,0.0021552123224954,QSO,1.551625676783182e-13,20.154615,20.060232,20.195192,20.671734,19.845743,19.856977,31488.656,36.05759,34348.453,75.448006,30333.559,33.894165,19557.201,188.34518,41850.676,578.4237,41419.926,139.31245,1.0,False
