name,ra,dec,e_pos_raw,field,cat,F,e_pos_1sig,e_pos_95,tract,patch,DP1_flag,obj_flag,dia_flag,objectId
2CXO J033312.5-281141,53.302125,-28.194783333333334,0.35,ECDFS,CSC2.1,2.936e-14,0.1785714285714285,0.35,5063,3,True,False,False,
2CXO J033143.2-275405,52.930083333333336,-27.901552777777777,0.35,ECDFS,CSC2.1,7.634e-15,0.1785714285714285,0.35,5063,25,True,True,False,611255141361798555
2CXO J033239.4-275032,53.1645,-27.84226111111111,0.35,ECDFS,CSC2.1,1.132e-16,0.1785714285714285,0.35,5063,34,True,True,False,611255759837081172
4XMM J033227.1-280124,53.1129254535262,-28.02344166034674,0.167868822813034,ECDFS,4XMMDR14,1.900055667544784e-14,0.1799237114823516,0.3526504745054091,5063,14,True,False,False,
4XMM J033239.1-274603,53.16317800556089,-27.76769979325522,0.1686511486768722,ECDFS,4XMMDR14,7.983497286108594e-15,0.1807622172313743,0.3542939457734936,5063,34,True,False,False,
2CXO J033222.5-274426,53.09416666666666,-27.740602777777777,0.36,ECDFS,CSC2.1,2.485e-16,0.1836734693877551,0.36,5063,34,True,True,False,611255759837088499
2CXO J033219.9-274243,53.08316666666666,-27.712055555555555,0.36,ECDFS,CSC2.1,5.785e-16,0.1836734693877551,0.36,5063,35,True,False,False,
2CXO J033213.8-274249,53.05779166666667,-27.71368888888889,0.36,ECDFS,CSC2.1,2.113e-15,0.1836734693877551,0.36,5063,35,True,True,False,611255828556568475
2CXO J033212.1-274530,53.05083333333333,-27.758441666666663,0.36,ECDFS,CSC2.1,4.297e-16,0.1836734693877551,0.36,5063,35,True,True,False,611255828556565176
2CXO J033210.9-274343,53.0455,-27.728738888888888,0.36,ECDFS,CSC2.1,5.59e-16,0.1836734693877551,0.36,5063,35,True,True,False,611255828556567922
2CXO J033234.0-274938,53.141958333333335,-27.827230555555555,0.36,ECDFS,CSC2.1,1.037e-16,0.1836734693877551,0.36,5063,34,True,True,False,611255759837082523
2CXO J033221.9-274656,53.09154166666666,-27.782272222222225,0.36,ECDFS,CSC2.1,1.333e-16,0.1836734693877551,0.36,5063,34,True,True,False,611255759837086874
2CXO J033315.8-273804,53.31608333333333,-27.634727777777776,0.36,ECDFS,CSC2.1,5.128e-15,0.1836734693877551,0.36,5063,43,True,False,False,
2CXO J033222.7-275224,53.09491666666667,-27.873425,0.36,ECDFS,CSC2.1,1.382e-16,0.1836734693877551,0.36,5063,24,True,True,True,611255072642324119
2CXO J033334.9-274208,53.3955,-27.702466666666663,0.36,ECDFS,CSC2.1,8.634e-14,0.1836734693877551,0.36,5063,33,True,True,False,611255691117615191
2CXO J033203.0-274450,53.012625,-27.747333333333334,0.36,ECDFS,CSC2.1,1.236e-15,0.1836734693877551,0.36,5063,35,True,True,False,611255828556566295
2CXO J033320.6-274104,53.33604166666667,-27.68463055555556,0.36,ECDFS,CSC2.1,4.128e-15,0.1836734693877551,0.36,5063,43,True,True,False,611256378312371496
2CXO J033310.6-275748,53.29433333333333,-27.963525,0.36,ECDFS,CSC2.1,5.305e-15,0.1836734693877551,0.36,5063,23,True,True,False,611255003922841009
2CXO J033328.9-274043,53.370666666666665,-27.67871388888889,0.36,ECDFS,CSC2.1,2.636e-14,0.1836734693877551,0.36,5063,43,True,False,False,
2CXO J033147.9-275045,52.949875,-27.846030555555554,0.36,ECDFS,CSC2.1,2.23e-15,0.1836734693877551,0.36,5063,35,True,True,False,611255828556546569
2CXO J033142.2-275541,52.92625,-27.928341666666668,0.36,ECDFS,CSC2.1,1.815e-15,0.1836734693877551,0.36,5063,25,True,False,False,
2CXO J033152.2-274146,52.967666666666666,-27.69626388888889,0.37,ECDFS,CSC2.1,,0.1887755102040816,0.37,5063,35,True,True,False,611255828556570369
2CXO J033151.9-275648,52.96629166666667,-27.946891666666662,0.37,ECDFS,CSC2.1,2.745e-15,0.1887755102040816,0.37,5063,25,True,False,False,
2CXO J033156.0-273943,52.98333333333333,-27.661880555555555,0.37,ECDFS,CSC2.1,1.168e-15,0.1887755102040816,0.37,5063,45,True,True,False,611256515751326899
2CXO J033233.6-274751,53.14033333333333,-27.797547222222224,0.37,ECDFS,CSC2.1,1.514e-16,0.1887755102040816,0.37,5063,34,True,True,False,611255759837085302
2CXO J033309.5-274603,53.28966666666666,-27.76768055555556,0.37,ECDFS,CSC2.1,7.167e-15,0.1887755102040816,0.37,5063,33,True,True,False,611255691117609255
2CXO J033140.9-274435,52.920791666666666,-27.74311666666667,0.37,ECDFS,CSC2.1,7.565e-15,0.1887755102040816,0.37,5063,35,True,False,False,
2CXO J033229.0-275730,53.120916666666666,-27.958491666666667,0.37,ECDFS,CSC2.1,4.357e-15,0.1887755102040816,0.37,5063,24,True,True,False,611255072642316996
2CXO J033240.1-273935,53.16708333333333,-27.65967222222222,0.37,ECDFS,CSC2.1,4.221e-15,0.1887755102040816,0.37,5063,44,True,True,False,611256447031851017
2CXO J033259.7-274325,53.249,-27.72383888888889,0.37,ECDFS,CSC2.1,9.788e-16,0.1887755102040816,0.37,5063,34,True,True,False,611255759837091512
2CXO J033224.9-274101,53.104125,-27.68383888888889,0.37,ECDFS,CSC2.1,1.85e-15,0.1887755102040816,0.37,5063,44,True,True,False,611256447031849298
2CXO J033216.5-274727,53.06891666666667,-27.79100555555556,0.37,ECDFS,CSC2.1,1.559e-16,0.1887755102040816,0.37,5063,35,True,True,False,611255828556562379
2CXO J033204.8-274128,53.02016666666666,-27.691052777777777,0.37,ECDFS,CSC2.1,2.248e-15,0.1887755102040816,0.37,5063,35,True,True,False,611255828556571030
2CXO J033218.4-274556,53.076875,-27.765625,0.37,ECDFS,CSC2.1,1.708e-16,0.1887755102040816,0.37,5063,35,True,True,False,611255828556564862
2CXO J033139.2-273752,52.91354166666667,-27.631219444444444,0.37,ECDFS,CSC2.1,1.161e-14,0.1887755102040816,0.37,5063,45,True,True,True,611256515751329667
2CXO J033207.1-275229,53.02970833333333,-27.87488611111112,0.37,ECDFS,CSC2.1,1.193e-15,0.1887755102040816,0.37,5063,25,True,False,False,
2CXO J033242.5-273816,53.1775,-27.63789722222222,0.37,ECDFS,CSC2.1,1.917e-14,0.1887755102040816,0.37,5063,44,True,True,False,611256447031852330
4XMM J033236.6-274406,53.15285205283625,-27.73520756669417,0.1770961284637451,ECDFS,4XMMDR14,5.803450473277575e-15,0.1898136425120526,0.3720347393236231,5063,34,True,False,False,
4XMM J033320.9-273911,53.33749944347348,-27.653079150966885,0.1792353838682174,ECDFS,4XMMDR14,2.7033314009636964e-14,0.1921065207590755,0.376528780687788,5063,43,True,False,False,
4XMM J033231.9-280310,53.13331896383542,-28.05284679838994,0.1802994161844253,ECDFS,4XMMDR14,7.203699442515089e-14,0.1932469626842715,0.3787640468611722,5063,14,True,True,True,611254385447553809
2CXO J033224.8-274706,53.1035,-27.785225,0.38,ECDFS,CSC2.1,7.94e-17,0.1938775510204081,0.38,5063,34,True,False,False,
2CXO J033149.4-274634,52.955875,-27.77629444444444,0.38,ECDFS,CSC2.1,1.984e-15,0.1938775510204081,0.38,5063,35,True,True,False,611255828556563614
2CXO J033157.0-275108,52.98766666666666,-27.85245555555556,0.38,ECDFS,CSC2.1,2.057e-15,0.1938775510204081,0.38,5063,35,True,True,False,611255828556556537
2CXO J033223.6-274601,53.098416666666665,-27.76710555555556,0.38,ECDFS,CSC2.1,1.445e-16,0.1938775510204081,0.38,5063,34,True,True,False,611255759837087683
2CXO J033231.5-275029,53.13145833333333,-27.841413888888887,0.38,ECDFS,CSC2.1,6.947e-17,0.1938775510204081,0.38,5063,34,True,True,False,611255759837080609
2CXO J033226.3-274915,53.10958333333333,-27.82090277777778,0.38,ECDFS,CSC2.1,8.525e-17,0.1938775510204081,0.38,5063,34,True,True,False,611255759837083248
2CXO J033222.5-274932,53.093916666666665,-27.825852777777776,0.38,ECDFS,CSC2.1,8.507e-17,0.1938775510204081,0.38,5063,34,True,False,False,
2CXO J033222.5-274949,53.094,-27.830591666666667,0.38,ECDFS,CSC2.1,1.896e-16,0.1938775510204081,0.38,5063,34,True,True,False,611255759837082774
2CXO J033233.2-274916,53.13854166666666,-27.82121111111111,0.38,ECDFS,CSC2.1,8.968e-17,0.1938775510204081,0.38,5063,34,True,True,False,611255759837083510
2CXO J033307.7-275555,53.282291666666666,-27.932047222222224,0.38,ECDFS,CSC2.1,2.078e-15,0.1938775510204081,0.38,5063,23,True,True,False,611255003922842748
2CXO J033218.4-275224,53.07670833333333,-27.873544444444445,0.38,ECDFS,CSC2.1,2.376e-16,0.1938775510204081,0.38,5063,25,True,False,False,
2CXO J033242.0-275702,53.17533333333333,-27.950605555555555,0.38,ECDFS,CSC2.1,4.38e-15,0.1938775510204081,0.38,5063,24,True,True,False,611255072642316322
2CXO J033217.0-274137,53.07129166666666,-27.6937,0.38,ECDFS,CSC2.1,5.92e-16,0.1938775510204081,0.38,5063,35,True,True,False,611255828556570488
2CXO J033235.1-275215,53.14662499999999,-27.87103888888889,0.38,ECDFS,CSC2.1,1.599e-16,0.1938775510204081,0.38,5063,24,True,False,False,
2CXO J033229.8-274424,53.12433333333333,-27.74021666666667,0.38,ECDFS,CSC2.1,5.919e-16,0.1938775510204081,0.38,5063,34,True,False,False,
2CXO J033251.5-275842,53.21475,-27.978555555555555,0.38,ECDFS,CSC2.1,3.91e-15,0.1938775510204081,0.38,5063,24,True,True,False,611255072642314508
4XMM J033308.8-274255,53.286682189277,-27.7153300498964,0.1826879680156707,ECDFS,4XMMDR14,8.435787468953973e-15,0.1958070396738164,0.3837817977606803,5063,33,True,False,False,
4XMM J033250.2-275252,53.20923937009756,-27.88112924407093,0.1836865097284317,ECDFS,4XMMDR14,1.0038551682078031e-14,0.1968772880261861,0.3858794845313249,5063,24,True,False,False,
2CXO J033308.4-282930,53.285291666666666,-28.491666666666667,0.39,ECDFS,CSC2.1,8.284e-15,0.1989795918367347,0.39,4849,87,True,True,False,609788805167198599
2CXO J033254.1-275839,53.225875,-27.97770833333333,0.39,ECDFS,CSC2.1,1.556e-15,0.1989795918367347,0.39,5063,24,True,True,False,611255072642314521
2CXO J033135.5-275608,52.89833333333333,-27.93563888888889,0.39,ECDFS,CSC2.1,3.471e-15,0.1989795918367347,0.39,5063,26,True,True,False,611255210081271585
2CXO J033247.7-275038,53.19891666666666,-27.843969444444443,0.39,ECDFS,CSC2.1,7.671e-16,0.1989795918367347,0.39,5063,34,True,True,False,611255759837081691
2CXO J033259.6-275030,53.24875,-27.8418,0.39,ECDFS,CSC2.1,1.199e-15,0.1989795918367347,0.39,5063,34,True,True,False,611255759837081371
2CXO J033152.2-274753,52.967875,-27.798091666666668,0.39,ECDFS,CSC2.1,5.63e-16,0.1989795918367347,0.39,5063,35,True,False,False,
2CXO J033153.5-274843,52.973083333333335,-27.81206388888889,0.39,ECDFS,CSC2.1,3.056e-16,0.1989795918367347,0.39,5063,35,True,True,False,611255828556560663
2CXO J033305.9-273936,53.274791666666665,-27.66005277777777,0.39,ECDFS,CSC2.1,1.218e-15,0.1989795918367347,0.39,5063,44,True,True,False,611256447031860767
2CXO J033320.0-275912,53.333458333333326,-27.98685555555556,0.39,ECDFS,CSC2.1,1.107e-14,0.1989795918367347,0.39,5063,23,True,True,True,611255003922837257
2CXO J033202.5-274430,53.01070833333333,-27.741658333333334,0.39,ECDFS,CSC2.1,2.353e-16,0.1989795918367347,0.39,5063,35,True,False,False,
2CXO J033229.9-274405,53.12491666666666,-27.734783333333333,0.39,ECDFS,CSC2.1,6.317e-16,0.1989795918367347,0.39,5063,34,True,True,True,611255759837089481
2CXO J033229.7-275328,53.12416666666667,-27.89130277777777,0.39,ECDFS,CSC2.1,3.209e-16,0.1989795918367347,0.39,5063,24,True,False,False,
2CXO J033120.7-275649,52.8365,-27.94700555555556,0.39,ECDFS,CSC2.1,2.768e-14,0.1989795918367347,0.39,5063,26,True,True,True,611255210081270541
2CXO J033246.7-274212,53.194875,-27.703380555555555,0.39,ECDFS,CSC2.1,1.3e-15,0.1989795918367347,0.39,5063,34,True,True,True,611255759837091175
2CXO J033247.0-274346,53.19595833333333,-27.72963611111111,0.39,ECDFS,CSC2.1,1.085e-15,0.1989795918367347,0.39,5063,34,True,True,False,611255759837090928
2CXO J033322.7-275523,53.345,-27.92330277777777,0.39,ECDFS,CSC2.1,8.849e-15,0.1989795918367347,0.39,5063,23,True,True,True,611255003922843570
2CXO J033226.5-274925,53.110625,-27.823719444444443,0.39,ECDFS,CSC2.1,4.98e-17,0.1989795918367347,0.39,5063,34,True,True,False,611255759837083251
2CXO J033247.1-275147,53.196666666666665,-27.86327777777778,0.39,ECDFS,CSC2.1,1.312e-16,0.1989795918367347,0.39,5063,24,True,True,False,611255072642324985
4XMM J033158.2-275041,52.992681811911154,-27.84492166047658,0.1860232949256897,ECDFS,4XMMDR14,1.0331724184682852e-14,0.1993818809492922,0.3907884866606128,5063,35,True,False,False,
4XMM J033310.2-274842,53.29258692011907,-27.81177359316993,0.1870690733194351,ECDFS,4XMMDR14,9.887199599897898e-15,0.2005027581130065,0.3929854059014928,5063,33,True,True,False,611255691117606454
4XMM J033241.8-275202,53.17439632931321,-27.867333522423404,0.1902522891759872,ECDFS,4XMMDR14,5.688992605180996e-15,0.2039145650332124,0.3996725474650964,5063,24,True,True,False,611255072642324811
4XMM J033310.6-275748,53.29420420794493,-27.96349173174908,0.1903371065855026,ECDFS,4XMMDR14,1.9183368408321952e-14,0.2040054732963586,0.3998507276608629,5063,23,True,False,False,
2CXO J033228.5-274556,53.119166666666665,-27.76578611111111,0.4,ECDFS,CSC2.1,6.253e-17,0.2040816326530612,0.4,5063,34,True,True,False,611255759837072044
2CXO J033223.3-274852,53.097458333333336,-27.81450555555556,0.4,ECDFS,CSC2.1,5.581e-17,0.2040816326530612,0.4,5063,34,True,False,False,
2CXO J033217.1-274612,53.071583333333336,-27.769866666666665,0.4,ECDFS,CSC2.1,1.433e-16,0.2040816326530612,0.4,5063,35,True,True,False,611255828556564524
2CXO J033251.8-274229,53.21604166666666,-27.70823611111111,0.4,ECDFS,CSC2.1,4.376e-16,0.2040816326530612,0.4,5063,34,True,True,False,611255759837092596
2CXO J033229.8-274520,53.12441666666667,-27.75578055555556,0.4,ECDFS,CSC2.1,1.492e-16,0.2040816326530612,0.4,5063,34,True,True,False,611255759837088422
2CXO J033218.0-274953,53.07516666666666,-27.831516666666666,0.4,ECDFS,CSC2.1,7.851e-17,0.2040816326530612,0.4,5063,35,True,True,False,611255828556558351
2CXO J033208.9-274425,53.037125,-27.740358333333333,0.4,ECDFS,CSC2.1,3.332e-16,0.2040816326530612,0.4,5063,35,True,False,False,
2CXO J033214.4-274457,53.06020833333333,-27.749211111111112,0.4,ECDFS,CSC2.1,8.559e-17,0.2040816326530612,0.4,5063,35,True,False,False,
2CXO J033306.2-280055,53.27620833333333,-28.015538888888887,0.4,ECDFS,CSC2.1,3.391e-15,0.2040816326530612,0.4,5063,24,True,True,False,611255072642312097
2CXO J033258.5-275007,53.24395833333333,-27.83544722222222,0.4,ECDFS,CSC2.1,3.866e-16,0.2040816326530612,0.4,5063,34,True,True,True,611255759837082632
2CXO J033309.2-274449,53.2885,-27.74723888888889,0.4,ECDFS,CSC2.1,2.073e-15,0.2040816326530612,0.4,5063,33,True,True,False,611255691117611992
2CXO J033305.5-273743,53.27304166666666,-27.62886111111111,0.4,ECDFS,CSC2.1,3.001e-15,0.2040816326530612,0.4,5063,44,True,True,False,611256447031838434
2CXO J033144.1-275601,52.93391666666666,-27.93388333333333,0.4,ECDFS,CSC2.1,7.929e-16,0.2040816326530612,0.4,5063,25,True,False,False,
4XMM J033252.8-275119,53.22038483868652,-27.85544756287629,0.1911073178052902,ECDFS,4XMMDR14,6.043982419309379e-15,0.204830994432251,0.401468749087212,5063,24,True,False,False,
4XMM J033300.5-273457,53.25238517659003,-27.58257427431218,0.1923757046461105,ECDFS,4XMMDR14,1.9854125328923163e-14,0.2061904658586393,0.4041333130829331,5063,44,True,False,False,
4XMM J033227.4-274145,53.114422194853816,-27.695889920972515,0.1930607110261917,ECDFS,4XMMDR14,1.1114930658262696e-14,0.2069246634793051,0.405572340419438,5063,34,True,False,False,
4XMM J033334.9-274208,53.39545040881252,-27.70235953717352,0.1931810975074768,ECDFS,4XMMDR14,1.1987738818101945e-13,0.2070536950776814,0.4058252423522556,5063,33,True,True,False,611255691117615191
4XMM J033323.1-274616,53.34656665616658,-27.771131588881182,0.1932261139154434,ECDFS,4XMMDR14,2.0055014438957568e-14,0.2071019441751805,0.4059198105833537,5063,33,True,True,False,611255691117609825
2CXO J033214.7-274402,53.061625,-27.73413611111112,0.41,ECDFS,CSC2.1,1.024e-16,0.2091836734693877,0.41,5063,35,True,True,False,611255828556567544
2CXO J033159.7-274947,52.99879166666667,-27.83003888888889,0.41,ECDFS,CSC2.1,5.42e-16,0.2091836734693877,0.41,5063,35,True,False,False,
2CXO J033237.4-274000,53.156,-27.666841666666667,0.41,ECDFS,CSC2.1,3.872e-15,0.2091836734693877,0.41,5063,44,True,True,False,611256447031850412
2CXO J033211.4-275006,53.04770833333333,-27.835047222222222,0.41,ECDFS,CSC2.1,1.638e-16,0.2091836734693877,0.41,5063,35,True,False,False,
2CXO J033213.0-274735,53.054541666666665,-27.79308888888889,0.41,ECDFS,CSC2.1,8.191e-17,0.2091836734693877,0.41,5063,35,True,False,False,
2CXO J033207.9-274239,53.03325,-27.711044444444443,0.41,ECDFS,CSC2.1,8.586e-16,0.2091836734693877,0.41,5063,35,True,True,False,611255828556568585
2CXO J033208.3-274047,53.034875,-27.67978888888889,0.41,ECDFS,CSC2.1,5.454e-16,0.2091836734693877,0.41,5063,45,True,False,False,
2CXO J033141.8-275635,52.92425,-27.943194444444444,0.41,ECDFS,CSC2.1,7.108e-16,0.2091836734693877,0.41,5063,25,True,True,True,611255141361794141
2CXO J033151.8-280025,52.965916666666665,-28.00722222222222,0.41,ECDFS,CSC2.1,3.149e-15,0.2091836734693877,0.41,5063,25,True,True,False,611255141361779254
2CXO J033235.0-274410,53.14625,-27.73638611111112,0.41,ECDFS,CSC2.1,2.072e-16,0.2091836734693877,0.41,5063,34,True,True,False,611255759837090390
2CXO J033220.3-274228,53.08470833333333,-27.708077777777778,0.41,ECDFS,CSC2.1,3e-16,0.2091836734693877,0.41,5063,35,True,False,False,
2CXO J033135.7-275134,52.89908333333333,-27.85970555555556,0.41,ECDFS,CSC2.1,2.134e-14,0.2091836734693877,0.41,5063,25,True,True,False,611255141361801964
2CXO J033136.2-280149,52.901125,-28.030541666666664,0.41,ECDFS,CSC2.1,1.173e-14,0.2091836734693877,0.41,5063,15,True,True,False,611254454167030821
2CXO J033239.6-274709,53.16516666666666,-27.78593888888889,0.41,ECDFS,CSC2.1,5.481e-17,0.2091836734693877,0.41,5063,34,True,True,False,611255759837086354
4XMM J033259.1-273611,53.24661881650962,-27.603265212643983,0.1958954334259033,ECDFS,4XMMDR14,1.1788232912870403e-14,0.2099629511531653,0.4115273842602041,5063,44,True,True,False,611256447031854806
4XMM J033349.7-282243,53.457315956144704,-28.37866397157959,0.1964254677295684,ECDFS,4XMMDR14,9.148092439820177e-13,0.2105310479416596,0.4126408539656529,4849,86,True,True,True,609788736447729347
4XMM J033155.3-275447,52.98055902285376,-27.91329262447564,0.196495309472084,ECDFS,4XMMDR14,2.1462822160809792e-14,0.2106059051147739,0.4127875740249568,5063,25,True,False,False,
4XMM J033214.9-275127,53.06234430220433,-27.857534346027546,0.1965104043483734,ECDFS,4XMMDR14,4.149829554967421e-15,0.2106220839746767,0.4128192845903664,5063,25,True,True,False,611255141361801906
4XMM J033211.3-275213,53.047442504568174,-27.87042955565928,0.1980776190757751,ECDFS,4XMMDR14,6.5461971475824e-15,0.2123018425249465,0.4161116113488952,5063,25,True,False,False,
2CXO J033209.6-274248,53.04045833333333,-27.713455555555555,0.42,ECDFS,CSC2.1,0.0,0.2142857142857142,0.42,5063,35,True,True,False,611255828556568582
2CXO J033213.8-274525,53.05766666666666,-27.757172222222223,0.42,ECDFS,CSC2.1,2.715e-16,0.2142857142857142,0.42,5063,35,True,True,False,611255828556565720
2CXO J033233.4-274313,53.13941666666666,-27.720277777777778,0.42,ECDFS,CSC2.1,1.72e-16,0.2142857142857142,0.42,5063,34,True,True,True,611255759837090542
2CXO J033244.0-275454,53.183625,-27.91515833333333,0.42,ECDFS,CSC2.1,3.521e-16,0.2142857142857142,0.42,5063,24,True,False,False,
2CXO J033241.7-275135,53.174166666666665,-27.85986666666667,0.42,ECDFS,CSC2.1,2.934e-17,0.2142857142857142,0.42,5063,24,True,True,False,611255072642325195
2CXO J033245.1-274724,53.188,-27.79011111111112,0.42,ECDFS,CSC2.1,1.083e-17,0.2142857142857142,0.42,5063,34,True,True,False,611255759837085562
2CXO J033246.4-275414,53.19345833333333,-27.90395833333333,0.42,ECDFS,CSC2.1,4.301e-16,0.2142857142857142,0.42,5063,24,True,True,False,611255072642320386
2CXO J033249.1-274050,53.20495833333333,-27.680775,0.42,ECDFS,CSC2.1,1.227e-15,0.2142857142857142,0.42,5063,44,True,True,False,611256447031849702
2CXO J033224.6-274850,53.102708333333325,-27.814083333333333,0.42,ECDFS,CSC2.1,5.413e-17,0.2142857142857142,0.42,5063,34,True,False,False,
2CXO J033320.6-274057,53.33595833333333,-27.6827,0.42,ECDFS,CSC2.1,1.632e-15,0.2142857142857142,0.42,5063,43,True,True,False,611256378312371499
2CXO J033143.4-274249,52.930958333333336,-27.713619444444443,0.42,ECDFS,CSC2.1,1.499e-15,0.2142857142857142,0.42,5063,35,True,True,False,611255828556569211
4XMM J033320.8-274755,53.336866163395136,-27.7986883363801,0.2000017166137695,ECDFS,4XMMDR14,1.0322699895662802e-14,0.2143641121262267,0.4201536597674044,5063,33,True,False,False,
4XMM J033202.9-274601,53.012494218404,-27.76721970996741,0.200800135731697,ECDFS,4XMMDR14,9.64387752733784e-15,0.2152198668078211,0.4218309389433293,5063,35,True,False,False,
4XMM J033213.2-274241,53.05538618037782,-27.71151442946531,0.2033593505620956,ECDFS,4XMMDR14,1.2194136183392348e-14,0.2179628623387949,0.4272072101840379,5063,35,True,False,False,
2CXO J033157.3-274216,52.98908333333333,-27.704527777777777,0.43,ECDFS,CSC2.1,6.984e-16,0.2193877551020408,0.43,5063,35,True,True,False,611255828556569747
2CXO J033238.5-275350,53.16079166666666,-27.89721388888889,0.43,ECDFS,CSC2.1,6.059e-16,0.2193877551020408,0.43,5063,24,True,True,False,611255072642321478
2CXO J033301.2-274420,53.25504166666667,-27.73908611111112,0.43,ECDFS,CSC2.1,4.018e-16,0.2193877551020408,0.43,5063,34,True,True,False,611255759837089931
2CXO J033301.1-275815,53.255,-27.971094444444443,0.43,ECDFS,CSC2.1,1.271e-15,0.2193877551020408,0.43,5063,24,True,False,False,
2CXO J033140.8-275655,52.92029166666666,-27.94881388888889,0.43,ECDFS,CSC2.1,8.767e-16,0.2193877551020408,0.43,5063,25,True,False,False,
2CXO J033325.0-274312,53.3545,-27.720205555555555,0.43,ECDFS,CSC2.1,1.046e-14,0.2193877551020408,0.43,5063,33,True,True,False,611255691117614071
2CXO J033115.0-275518,52.812666666666665,-27.92187777777778,0.43,ECDFS,CSC2.1,5.307e-14,0.2193877551020408,0.43,5063,26,True,True,True,611255210081273332
2CXO J033249.4-275813,53.20591666666666,-27.9704,0.43,ECDFS,CSC2.1,1.287e-15,0.2193877551020408,0.43,5063,24,True,True,False,611255072642303449
2CXO J033305.5-274055,53.27308333333333,-27.682122222222223,0.43,ECDFS,CSC2.1,5.831e-16,0.2193877551020408,0.43,5063,44,True,False,False,
4XMM J033331.9-275410,53.38313619214332,-27.90284516797589,0.2048738598823547,ECDFS,4XMMDR14,3.7171976515750985e-14,0.2195861306348925,0.4303888160443893,5063,23,True,False,False,
4XMM J033140.0-274746,52.91706889941377,-27.796199512398697,0.2090771943330764,ECDFS,4XMMDR14,7.978344784690446e-15,0.2240913122541012,0.4392189720180384,5063,35,True,False,False,
2CXO J033208.5-274648,53.035583333333335,-27.780191666666667,0.44,ECDFS,CSC2.1,2.369e-16,0.2244897959183673,0.44,5063,35,True,True,False,611255828556563361
2CXO J033257.5-274548,53.24,-27.76350555555556,0.44,ECDFS,CSC2.1,1.115e-15,0.2244897959183673,0.44,5063,34,True,True,False,611255759837087992
2CXO J033209.8-275016,53.041,-27.837822222222226,0.44,ECDFS,CSC2.1,2.151e-16,0.2244897959183673,0.44,5063,35,True,False,False,
2CXO J033215.7-273954,53.065625,-27.66511388888889,0.44,ECDFS,CSC2.1,2.79e-16,0.2244897959183673,0.44,5063,45,True,True,False,611256515751327424
2CXO J033231.3-274419,53.130541666666666,-27.73858333333333,0.44,ECDFS,CSC2.1,0.0,0.2244897959183673,0.44,5063,34,True,True,False,611255759837089494
2CXO J033231.4-274623,53.131125,-27.773180555555555,0.44,ECDFS,CSC2.1,2.225e-16,0.2244897959183673,0.44,5063,34,True,True,False,611255759837087352
2CXO J033133.4-275538,52.8895,-27.927472222222224,0.44,ECDFS,CSC2.1,4.66e-15,0.2244897959183673,0.44,5063,26,True,True,False,611255210081271760
2CXO J033238.7-275133,53.16158333333333,-27.85938611111112,0.44,ECDFS,CSC2.1,2.142e-16,0.2244897959183673,0.44,5063,24,True,False,False,
2CXO J033240.9-274427,53.17058333333333,-27.741122222222224,0.44,ECDFS,CSC2.1,3.574e-16,0.2244897959183673,0.44,5063,34,True,True,False,611255759837090108
2CXO J033125.2-275958,52.85541666666666,-27.999683333333333,0.44,ECDFS,CSC2.1,2.633e-14,0.2244897959183673,0.44,5063,26,True,True,False,611255210081267043
2CXO J033326.2-275829,53.35945833333333,-27.97495,0.44,ECDFS,CSC2.1,9.416e-15,0.2244897959183673,0.44,5063,23,True,True,True,611255003922839604
2CXO J033301.4-280251,53.256166666666665,-28.047669444444445,0.44,ECDFS,CSC2.1,1.513e-14,0.2244897959183673,0.44,5063,14,True,True,False,611254385447554361
4XMM J033322.7-275523,53.34497929195041,-27.92315254282054,0.2108959108591079,ECDFS,4XMMDR14,1.3308686699345026e-14,0.2260406332895047,0.4430396412474293,5063,23,True,False,False,
4XMM J033228.9-275730,53.1207320037125,-27.95855390609677,0.2112159430980682,ECDFS,4XMMDR14,7.155143956440093e-15,0.2263836474791728,0.4437119490591787,5063,24,True,False,False,
2CXO J033138.5-275335,52.910625,-27.893125,0.45,ECDFS,CSC2.1,5.447e-15,0.2295918367346938,0.45,5063,25,True,False,False,
2CXO J033303.7-273720,53.2655,-27.62245833333333,0.45,ECDFS,CSC2.1,2.709e-15,0.2295918367346938,0.45,5063,44,True,False,False,
2CXO J033214.8-274738,53.061875,-27.79407777777778,0.45,ECDFS,CSC2.1,4.868e-17,0.2295918367346938,0.45,5063,35,True,True,False,611255828556562383
2CXO J033254.9-274505,53.22870833333334,-27.75166388888889,0.45,ECDFS,CSC2.1,1.258e-15,0.2295918367346938,0.45,5063,34,True,False,False,
2CXO J033206.7-274914,53.02816666666666,-27.82067222222222,0.45,ECDFS,CSC2.1,9.672e-17,0.2295918367346938,0.45,5063,35,True,True,False,611255828556560169
2CXO J033312.6-275636,53.30258333333333,-27.943391666666667,0.45,ECDFS,CSC2.1,7.598e-16,0.2295918367346938,0.45,5063,23,True,True,False,611255003922840533
2CXO J033230.3-274523,53.126375,-27.756563888888888,0.45,ECDFS,CSC2.1,0.0,0.2295918367346938,0.45,5063,34,True,True,False,611255759837088427
2CXO J033155.3-274314,52.980625,-27.72055,0.45,ECDFS,CSC2.1,3.976e-16,0.2295918367346938,0.45,5063,35,True,True,False,611255828556568451
2CXO J033154.1-275948,52.975791666666666,-27.99678611111112,0.45,ECDFS,CSC2.1,2.205e-15,0.2295918367346938,0.45,5063,25,True,True,False,611255141361791701
