SRCID,name,ra,dec,e_pos,SC_DET_ML,SC_EP_1_FLUX,SC_EP_1_FLUX_ERR,SC_EP_2_FLUX,SC_EP_2_FLUX_ERR,SC_EP_3_FLUX,SC_EP_3_FLUX_ERR,SC_EP_4_FLUX,SC_EP_4_FLUX_ERR,SC_EP_5_FLUX,SC_EP_5_FLUX_ERR,SC_EP_8_FLUX,SC_EP_8_FLUX_ERR,SC_EP_9_FLUX,SC_EP_9_FLUX_ERR,SC_HR1,SC_HR1_ERR,SC_HR2,SC_HR2_ERR,SC_HR3,SC_HR3_ERR,SC_HR4,SC_HR4_ERR,SC_EXTENT,SC_EXT_ERR,SC_EXT_ML,SC_CHI2PROB,SC_FVAR,SC_FVARERR,SC_VAR_FLAG,SC_SUM_FLAG,SC_EP_8_FMIN,SC_EP_8_FMIN_ERR,SC_EP_8_FMAX,SC_EP_8_FMAX_ERR,MJD_FIRST,MJD_LAST,N_DETECTIONS,CONFUSED,WEBPAGE_URL,field,catalog,flux,cat
208272011010054,4XMM J032844.1-275649,52.183763405738,-27.947022617015,1.3911963,25.95722,1.36597e-16,1.1807482e-16,4.832902e-16,1.9472116e-16,1.5663423e-15,3.5729435e-16,1.391248e-15,6.172582e-16,1.968e-15,2.4136716e-15,5.9392947e-15,2.5413426e-15,3.3755955e-15,6.227847e-16,0.7524179,0.1610954,0.3697709,0.1664016,-0.5311927,0.1792715,-0.4172974,0.4822402,0.0,,-0.8626728,,,,False,0,5.9392947e-15,2.5413426e-15,5.9392947e-15,2.5413426e-15,58539.22053240741,58539.63443287037,1,False,http://xmm-catalog.irap.omp.eu/source/208272011010054/,ECDFS,4XMMDR14,5.9392947e-15,4XMMDR14
208272011010075,4XMM J032844.5-280709,52.185593925594,-28.119255382826,2.5645466,11.0309,1.1913999e-16,1.5101729e-16,1.1854158e-15,3.322847e-16,9.841673e-16,3.786588e-16,1.1622082e-16,3.7468614e-16,1.27126e-14,8.21366e-15,1.5826082e-14,8.26113e-15,3.0509574e-15,7.9574844e-16,0.6815351,0.2166525,-0.034710217,0.2080874,-0.9625441,0.1532218,0.9116769,0.2266209,0.0,,0.5262775,,,,False,0,1.5826082e-14,8.26113e-15,1.5826082e-14,8.26113e-15,58539.22053240741,58539.63443287037,1,False,http://xmm-catalog.irap.omp.eu/source/208272011010075/,ECDFS,4XMMDR14,1.5826082e-14,4XMMDR14
208272011010053,4XMM J032847.8-275400,52.199309756516485,-27.90000477780314,1.2283032,21.11618,1.8274236e-17,6.28904e-17,1.9604396e-17,7.665925e-17,1.6419616e-15,3.284006e-16,3.767349e-15,8.6797504e-16,5.693403e-15,3.8937202e-15,1.3168194e-14,4.0532847e-15,4.1881743e-15,6.4604023e-16,-0.6645366,0.42679098,0.9763134,0.07863632,-0.062387314,0.12586418,0.042936217,0.16634813,0.0,,5.180523,,,,False,1,1.2067853e-14,4.571555e-15,1.7212406e-14,8.764302e-15,58539.22053240741,58686.02230324074,2,False,http://xmm-catalog.irap.omp.eu/source/208272011010053/,ECDFS,4XMMDR14,1.3168194e-14,4XMMDR14
208272004010080,4XMM J032848.7-275739,52.203232682598,-27.960940618597995,1.6544424,23.89452,1.1243587e-15,4.2839774e-16,8.227885e-17,2.5268165e-16,2.2816728e-17,2.3568258e-16,1.4564968e-16,6.679399e-16,1.9988041e-14,1.7735789e-14,2.4684553e-14,1.784299e-14,6.2836656e-17,4.0905373e-16,-0.943214,0.1327284,0.7148874,1.005135,0.1096743,0.8564571,0.9904901,0.1191778,0.0,,-0.8353825,,,,False,0,2.4684553e-14,1.784299e-14,2.4684553e-14,1.784299e-14,58532.135034722225,58532.53157407408,1,False,http://xmm-catalog.irap.omp.eu/source/208272004010080/,ECDFS,4XMMDR14,2.4684553e-14,4XMMDR14
208272011010120,4XMM J032849.0-280716,52.204521135512,-28.121139002083996,1.6491995,8.863154,3.0872564e-16,1.8856654e-16,3.974453e-17,1.3892547e-16,7.9286006e-16,4.0859032e-16,5.0452045e-17,2.8441204e-16,4.8588855e-15,7.509491e-15,6.6111074e-15,7.53526e-15,3.101393e-16,4.1155203e-16,-0.1952567,0.2269523,0.4389918,0.3526735,-0.9495663,0.2302733,0.8955159,0.1943148,0.0,,-0.6324949,,,,False,0,6.6111074e-15,7.53526e-15,6.6111074e-15,7.53526e-15,58539.22053240741,58539.63443287037,1,False,http://xmm-catalog.irap.omp.eu/source/208272011010120/,ECDFS,4XMMDR14,6.6111074e-15,4XMMDR14
208272003010081,4XMM J032849.3-281233,52.20579397284783,-28.20943053138031,0.8549797,98.9166,1.2679104e-15,2.3466751e-16,1.3099883e-15,2.4154577e-16,1.372694e-15,2.897695e-16,1.4276251e-15,6.437666e-16,1.9299632e-16,1.2910057e-15,6.360047e-15,1.5744439e-15,5.04734e-15,6.4441843e-16,-0.07634854,0.11334309,0.018165618,0.12357575,-0.37125748,0.15663841,-0.22336505,0.23546681,0.0,,-0.7345486,,,,False,0,6.2469883e-15,1.5782248e-15,2.9871765e-14,2.2759335e-14,58531.73920138889,58540.08803240741,2,False,http://xmm-catalog.irap.omp.eu/source/208272003010081/,ECDFS,4XMMDR14,6.360047e-15,4XMMDR14
208272003010107,4XMM J032850.1-280940,52.209091228321896,-28.16129250401398,0.7086323,135.6531,1.6566394e-15,2.2389606e-16,1.8872284e-15,2.5162956e-16,2.1199522e-15,3.279049e-16,1.5594221e-15,5.772477e-16,1.2637544e-14,4.901232e-15,2.2124174e-14,5.0039784e-15,7.191866e-15,6.8792035e-16,-0.016484946,0.09149614,-0.016912842,0.0999023,-0.45623553,0.11927294,0.6605034,0.12608232,0.0,,-0.7450647,,,,False,0,1.8950351e-14,5.4386503e-15,1.1284923e-13,5.324028e-14,58531.73920138889,58540.08803240741,3,False,http://xmm-catalog.irap.omp.eu/source/208272003010107/,ECDFS,4XMMDR14,2.2124174e-14,4XMMDR14
208272010010130,4XMM J032850.6-280244,52.210966136481,-28.045812764052,3.1684518,12.75977,3.7956506e-17,1.3380779e-15,1.0946812e-16,2.3584891e-15,2.3959335e-15,3.192643e-15,6.839134e-16,5.0658796e-15,0.0,9.3109155e-14,1.6971091e-14,9.365037e-14,1.757725e-15,4.046831e-15,0.05503305,0.5751339,-0.8050179,0.2431317,0.1371766,0.6955954,-1.0,3.901465,53.9068,6.802972,7.629324,,,,False,0,1.6971091e-14,9.365037e-14,1.6971091e-14,9.365037e-14,58539.68579861111,58540.08803240741,1,False,http://xmm-catalog.irap.omp.eu/source/208272010010130/,ECDFS,4XMMDR14,1.6971091e-14,4XMMDR14
208272011010118,4XMM J032850.6-280349,52.211058950381,-28.063799296148,1.8388971,7.453161,2.80459e-16,1.6405228e-16,2.6121154e-16,1.8287862e-16,4.545846e-16,2.615385e-16,6.771098e-16,5.423441e-16,8.2707426e-16,2.41857e-15,3.555812e-15,2.6129791e-15,1.564919e-15,5.4600326e-16,-0.6305884,0.2792794,0.3053724,0.3646139,-0.1878348,0.3536261,0.6719171,0.3161421,0.0,,-0.4014993,,,,False,0,3.555812e-15,2.6129791e-15,3.555812e-15,2.6129791e-15,58539.22053240741,58539.63443287037,1,False,http://xmm-catalog.irap.omp.eu/source/208272011010118/,ECDFS,4XMMDR14,3.555812e-15,4XMMDR14
208272010010064,4XMM J032853.8-281512,52.224228418479,-28.253494970824995,1.4988517,22.60293,1.172786e-16,1.3489599e-16,7.8119345e-16,2.5759185e-16,1.2937294e-15,3.513111e-16,1.8941326e-16,4.0794115e-16,3.440074e-15,3.0723958e-15,6.438644e-15,3.1702417e-15,3.1212988e-15,6.881676e-16,0.7502471,0.2307395,0.1544865,0.1790496,-0.9417068,0.1368546,0.7617791,0.4534869,0.0,,-0.8173332,,,,False,0,6.438644e-15,3.1702417e-15,6.438644e-15,3.1702417e-15,58539.68579861111,58540.08803240741,1,False,http://xmm-catalog.irap.omp.eu/source/208272010010064/,ECDFS,4XMMDR14,6.438644e-15,4XMMDR14
208272011010090,4XMM J032854.9-280002,52.22899837222901,-28.000748143151004,1.3584187,14.2282,0.0,4.2930204e-17,0.0,7.861221e-17,1.9920341e-16,1.8702793e-16,3.1604e-15,8.0916666e-16,7.92799e-15,3.0717328e-15,1.1167704e-14,3.1883603e-15,1.7862125e-15,4.881255e-16,,,1.0,1.104335,0.7367072,0.2243414,-0.2391761,0.2110084,0.0,,-0.6757736,,,,False,0,1.1167704e-14,3.1883603e-15,1.1167704e-14,3.1883603e-15,58539.22053240741,58539.63443287037,1,False,http://xmm-catalog.irap.omp.eu/source/208272011010090/,ECDFS,4XMMDR14,1.1167704e-14,4XMMDR14
208272010010087,4XMM J032855.1-281125,52.229848177255995,-28.190385435382996,1.6553912,11.80332,3.8525652e-16,1.6734748e-16,3.1817872e-16,1.5951647e-16,4.2059559e-16,2.2114359e-16,5.318829e-16,4.354069e-16,2.0748358e-15,2.2368224e-15,5.349471e-15,2.3817584e-15,2.0474417e-15,5.171351e-16,-0.0016768131,0.2725438,0.064634115,0.2952967,-0.1347079,0.2529619,-0.3039834,0.3391832,0.0,,-0.6231346,,,,False,0,5.349471e-15,2.3817584e-15,5.349471e-15,2.3817584e-15,58539.68579861111,58540.08803240741,1,False,http://xmm-catalog.irap.omp.eu/source/208272010010087/,ECDFS,4XMMDR14,5.349471e-15,4XMMDR14
208272011010102,4XMM J032855.5-275225,52.23126980681301,-27.873666387702002,1.1758987,41.015,8.592327e-17,6.6108264e-16,3.58114e-15,3.3124638e-15,1.2193535e-15,4.4062667e-15,7.159853e-15,1.05443455e-14,0.0,5.2290447e-14,6.6162164e-14,5.4508894e-14,2.0070522e-14,8.9400965e-15,0.2742776,0.1419322,-0.6950557,0.328384,-0.6259702,0.599206,-1.0,3.345903,80.0,98.64256,31.54144,,,,False,3,6.6162164e-14,5.4508894e-14,6.6162164e-14,5.4508894e-14,58539.22053240741,58539.63443287037,1,False,http://xmm-catalog.irap.omp.eu/source/208272011010102/,ECDFS,4XMMDR14,6.6162164e-14,4XMMDR14
208272010010074,4XMM J032855.6-281523,52.231674755109,-28.256601368952996,1.4898266,14.29435,2.3983538e-17,8.703629e-17,8.582887e-17,9.7508415e-17,8.0357396e-16,2.5251426e-16,6.646803e-16,4.643194e-16,4.1702225e-17,6.701048e-16,1.5467703e-15,8.968674e-16,2.514477e-15,5.5625866e-16,0.2739118,0.5019524,0.6444912,0.2349415,-0.028016735,0.2020838,-0.9755828,0.1769769,0.0,,-0.6771078,,,,False,0,1.5467703e-15,8.968674e-16,1.5467703e-15,8.968674e-16,58539.68579861111,58540.08803240741,1,False,http://xmm-catalog.irap.omp.eu/source/208272010010074/,ECDFS,4XMMDR14,1.5467703e-15,4XMMDR14
208272010010096,4XMM J032855.7-280745,52.232333986072994,-28.129247638416,6.8796506,17.59275,1.3363021e-16,3.984826e-16,9.893215e-16,7.9392716e-16,2.125426e-15,1.1819602e-15,5.0253777e-16,1.4456196e-15,4.5371008e-14,2.887462e-14,5.334462e-14,2.8969055e-14,5.541412e-15,2.510071e-15,0.2123706,0.2261228,-0.6208434,0.2178195,-0.5989079,0.3451712,0.7409105,0.228808,20.700945,3.2184968,9.416975,,,,False,0,5.334462e-14,2.8969055e-14,5.334462e-14,2.8969055e-14,58539.68579861111,58540.08803240741,1,False,http://xmm-catalog.irap.omp.eu/source/208272010010096/,ECDFS,4XMMDR14,5.334462e-14,4XMMDR14
208272011010087,4XMM J032856.4-275600,52.235282599853,-27.933548223087,1.4296945,13.15045,7.813996e-17,9.629368e-17,1.3850799e-16,1.2499787e-16,9.861243e-16,2.9212062e-16,1.8543834e-15,6.666236e-16,3.8188e-15,2.4886474e-15,7.279831e-15,2.6054024e-15,2.7608876e-15,5.7085e-16,0.1359998,0.3665658,0.6868465,0.1729922,-0.213919,0.2198221,-0.3505617,0.3144534,0.0,,-0.6531734,,,,False,0,7.279831e-15,2.6054024e-15,7.279831e-15,2.6054024e-15,58539.22053240741,58539.63443287037,1,False,http://xmm-catalog.irap.omp.eu/source/208272011010087/,ECDFS,4XMMDR14,7.279831e-15,4XMMDR14
208272011010014,4XMM J032856.4-280846,52.23541239503679,-28.146251417548008,0.60879594,276.9464,1.7263247e-15,2.4979613e-16,2.9252984e-15,3.2299164e-16,4.4429097e-15,4.447503e-16,8.286164e-15,1.061189e-15,2.4145133e-14,5.714289e-15,4.2142705e-14,5.8543495e-15,1.4633414e-14,9.378538e-16,0.24407008,0.08178831,0.16421416,0.06898728,-0.20811735,0.07475318,-0.18403713,0.12321815,0.0,,-1.016113,0.5525509,,,False,1,4.1617605e-14,1.1333815e-14,4.2333792e-14,6.837084e-15,58539.22053240741,58540.08803240741,2,False,http://xmm-catalog.irap.omp.eu/source/208272011010014/,ECDFS,4XMMDR14,4.2142705e-14,4XMMDR14
208272012010115,4XMM J032858.8-275414,52.245403217394,-27.904150774090002,3.3242953,105.6125,3.1951502e-16,5.2835247e-16,5.218514e-16,6.735339e-16,1.7308512e-15,9.751192e-16,1.0056188e-14,3.5095715e-15,6.9493104e-14,3.220757e-14,8.518945e-14,3.2446752e-14,8.937211e-15,2.741293e-15,0.2467675,0.4339745,0.773591,0.2521093,0.449359,0.1754361,0.4142818,0.1361498,10.199072,3.2281237,13.50342,,,,False,2,8.518945e-14,3.2446752e-14,8.518945e-14,3.2446752e-14,58685.67784722222,58686.02230324074,1,False,http://xmm-catalog.irap.omp.eu/source/208272012010115/,ECDFS,4XMMDR14,8.518945e-14,4XMMDR14
208272011010016,4XMM J032859.2-280433,52.246670347747596,-28.075862634398455,0.81779814,131.758,1.7446409e-15,2.563524e-16,2.5795046e-15,3.3604494e-16,1.6006479e-15,3.576037e-16,1.384731e-15,6.4694105e-16,4.3943735e-15,3.5312948e-15,1.341171e-14,3.6948983e-15,7.838195e-15,8.2249906e-16,0.147728,0.09423173,-0.23741044,0.105074406,-0.5828368,0.14507246,0.17954037,0.2622428,0.0,,-1.320675,0.52926445,,,False,1,9.333692e-15,4.5794226e-15,2.101868e-14,6.2544926e-15,58539.22053240741,58540.08803240741,2,False,http://xmm-catalog.irap.omp.eu/source/208272011010016/,ECDFS,4XMMDR14,1.341171e-14,4XMMDR14
208272011010097,4XMM J032859.5-275833,52.248237584419,-27.976030636701005,1.9539458,8.108416,8.8524836e-17,9.2658026e-17,2.367088e-16,1.3675199e-16,4.87304e-16,2.1525362e-16,8.3304584e-16,4.90662e-16,3.0094958e-15,2.3373387e-15,5.3099547e-15,2.4213542e-15,1.8899221e-15,4.943272e-16,0.5535888,0.283043,0.4173464,0.2000771,-0.1764445,0.2821839,-0.243862,0.4022301,0.0,,-0.5253325,,,,False,0,5.3099547e-15,2.4213542e-15,5.3099547e-15,2.4213542e-15,58539.22053240741,58539.63443287037,1,False,http://xmm-catalog.irap.omp.eu/source/208272011010097/,ECDFS,4XMMDR14,5.3099547e-15,4XMMDR14
208272010010128,4XMM J032859.6-281221,52.24845419738699,-28.206073064941,1.735697,7.152433,2.066649e-17,7.639419e-17,3.2275598e-16,1.6867659e-16,4.7452318e-17,1.2536804e-16,1.7193697e-15,6.549156e-16,1.6848268e-15,1.8786022e-15,3.955267e-15,2.0293914e-15,1.1883532e-15,4.1384725e-16,0.977174,0.1752693,-0.8683576,0.2885983,0.7725063,0.3387771,-0.4133423,0.3218265,0.0,,-0.4948893,,,,False,0,3.955267e-15,2.0293914e-15,3.955267e-15,2.0293914e-15,58539.68579861111,58540.08803240741,1,False,http://xmm-catalog.irap.omp.eu/source/208272010010128/,ECDFS,4XMMDR14,3.955267e-15,4XMMDR14
208272011010059,4XMM J032901.1-275820,52.254732824814006,-27.972325359807,1.6985743,16.15853,2.3974182e-16,1.2922192e-16,3.679258e-16,1.6943384e-16,6.298879e-16,2.402698e-16,1.9370375e-15,6.8339084e-16,9.203245e-15,3.2612153e-15,1.2910414e-14,3.359975e-15,2.3940357e-15,5.361036e-16,0.2206159,0.3012502,0.1995658,0.2679852,0.1054849,0.2352635,-0.024520129,0.2268044,0.0,,2.739216,,,,False,0,1.2910414e-14,3.359975e-15,1.2910414e-14,3.359975e-15,58539.22053240741,58539.63443287037,1,False,http://xmm-catalog.irap.omp.eu/source/208272011010059/,ECDFS,4XMMDR14,1.2910414e-14,4XMMDR14
208272012010060,4XMM J032920.1-275644,52.333940202415,-27.945819168876,1.4409993,30.11833,1.3664906e-15,4.7603876e-16,1.1724109e-15,5.142669e-16,0.0,5.5703306e-16,7.3137325e-16,1.2999278e-15,4.18898e-15,1.1097528e-14,9.575443e-15,1.125506e-14,2.8071246e-15,1.2656289e-15,0.023782773,0.1949224,-1.0,0.2994482,1.0,5.111279,0.7867601,0.3306426,0.0,,-1.034101,,,,False,0,9.575443e-15,1.125506e-14,9.575443e-15,1.125506e-14,58685.67784722222,58686.02230324074,1,False,http://xmm-catalog.irap.omp.eu/source/208272012010060/,ECDFS,4XMMDR14,9.575443e-15,4XMMDR14
208272012010065,4XMM J032920.7-274007,52.336476737638996,-27.668749786749,1.7585881,9.953665,2.1296939e-16,1.635675e-16,1.5959252e-16,1.3209999e-16,5.1712473e-16,2.52394e-16,5.033916e-16,4.892174e-16,1.0227603e-16,1.4630019e-15,2.7735855e-15,1.6804168e-15,7.543222e-16,3.5174263e-16,0.2653655,0.3442945,0.079307675,0.2565969,-0.1490639,0.2745081,-0.8737758,0.4394498,0.0,,-0.577424,,,,False,0,2.7735855e-15,1.6804168e-15,2.7735855e-15,1.6804168e-15,58685.67784722222,58686.02230324074,1,False,http://xmm-catalog.irap.omp.eu/source/208272012010065/,ECDFS,4XMMDR14,2.7735855e-15,4XMMDR14
208272103010045,4XMM J032921.0-280800,52.33754293656298,-28.133510377793215,0.80325323,151.2404,1.5139957e-15,2.6575225e-16,4.4172196e-15,4.216984e-16,2.0615228e-15,3.866234e-16,1.8097109e-15,6.8070506e-16,1.4182145e-15,3.372579e-15,1.27831265e-14,3.57622e-15,1.0960745e-14,9.479743e-16,0.4593361,0.075757384,-0.42320815,0.08006379,-0.3440752,0.12565455,-0.097428665,0.2600081,0.0,,2.97226,,,,False,1,1.0856509e-14,3.734495e-15,3.713155e-14,2.374788e-14,58314.25269675926,58540.08803240741,3,False,http://xmm-catalog.irap.omp.eu/source/208272103010045/,ECDFS,4XMMDR14,1.27831265e-14,4XMMDR14
208272011010096,4XMM J032921.1-274507,52.338291826106044,-27.752170304999215,0.899265,103.3138,1.2272831e-15,2.3681667e-16,1.3619225e-15,2.6202633e-16,2.528694e-15,4.0066255e-16,9.125576e-16,6.1290907e-16,5.021376e-15,3.048736e-15,1.0869221e-14,3.2251343e-15,5.8032662e-15,7.289444e-16,0.017557302,0.1261752,0.20583963,0.112226106,-0.6929876,0.13444094,0.3223238,0.23814268,0.0,,-0.6696577,0.27362406,0.17557396,0.23876868,False,0,1.0777876e-14,3.2636245e-15,1.467346e-14,2.1061598e-14,58539.22053240741,58686.02230324074,2,False,http://xmm-catalog.irap.omp.eu/source/208272011010096/,ECDFS,4XMMDR14,1.0869221e-14,4XMMDR14
208272012010095,4XMM J032921.5-274215,52.33985131686399,-27.704199685524998,1.4152693,12.84852,1.3154352e-16,1.7056635e-16,1.1536339e-16,1.6091287e-16,1.1259552e-15,4.488109e-16,1.461627e-15,8.4612323e-16,1.3368961e-15,2.5174656e-15,7.174161e-15,2.907576e-15,1.1810017e-15,5.5028295e-16,-0.482648,0.248675,0.5435618,0.2377852,-0.2245037,0.2477017,-0.700256,0.2623187,0.0,,-0.6465874,,,,False,1,7.174161e-15,2.907576e-15,7.174161e-15,2.907576e-15,58685.67784722222,58686.02230324074,1,False,http://xmm-catalog.irap.omp.eu/source/208272012010095/,ECDFS,4XMMDR14,7.174161e-15,4XMMDR14
208272102010048,4XMM J032921.6-283025,52.340286224822876,-28.507112429266243,0.7995052,86.71365,7.649519e-16,2.1111527e-16,2.6875335e-15,3.454757e-16,3.604976e-15,4.555298e-16,4.0913716e-15,9.425905e-16,4.1350476e-15,3.0181495e-15,1.9381449e-14,3.649494e-15,1.25239005e-14,9.906462e-16,0.4744913,0.091432974,0.1023952,0.0787471,-0.29330632,0.08447505,0.058143772,0.14387266,0.0,,10.41148,,,,False,1,1.6071956e-14,4.246834e-15,3.7351314e-14,1.8068228e-14,58308.4215625,58887.37913194444,5,False,http://xmm-catalog.irap.omp.eu/source/208272102010048/,ECDFS,4XMMDR14,1.9381449e-14,4XMMDR14
208272009010071,4XMM J032921.6-283312,52.34030864622499,-28.553489512638,3.2554948,8.663857,5.703792e-16,3.1299644e-16,1.2907478e-15,4.582871e-16,6.571918e-16,4.8224174e-16,0.0,1.3241862e-15,1.9918192e-15,5.919375e-15,4.510138e-15,6.110075e-15,3.4816114e-15,1.193711e-15,0.3172874,0.2939005,-0.4621797,0.3205236,-1.0,1.341285,1.0,4.498745,0.0,,-0.4241648,,,,False,0,4.510138e-15,6.110075e-15,4.510138e-15,6.110075e-15,58537.894212962965,58538.36020833333,1,False,http://xmm-catalog.irap.omp.eu/source/208272009010071/,ECDFS,4XMMDR14,4.510138e-15,4XMMDR14
208272012010045,4XMM J032922.1-274539,52.342145902621,-27.761004441537,0.9851502,61.46719,9.779363e-17,1.1168595e-16,5.301635e-16,2.0085242e-16,2.3843228e-15,4.144295e-16,3.8885644e-15,9.312038e-16,3.6592175e-15,3.558886e-15,1.1276556e-14,3.757678e-15,6.6672212e-15,8.325121e-16,0.4775345,0.231363,0.6264941,0.1172894,-0.2640106,0.1337501,-0.5556771,0.2718123,0.0,,-1.174469,,,,False,0,1.1276556e-14,3.757678e-15,1.1276556e-14,3.757678e-15,58685.67784722222,58686.02230324074,1,False,http://xmm-catalog.irap.omp.eu/source/208272012010045/,ECDFS,4XMMDR14,1.1276556e-14,4XMMDR14
208272103010035,4XMM J032922.3-281346,52.34321682929439,-28.229654144457502,0.6039055,790.1039,5.1119734e-15,4.2301794e-16,5.590976e-15,4.6238253e-16,6.601504e-15,5.7850693e-16,5.229565e-15,9.752712e-16,1.1705162e-14,4.290712e-15,3.559432e-14,4.5172263e-15,2.126478e-14,1.2035145e-15,0.012781685,0.056285735,-0.0071032657,0.056775216,-0.5685349,0.06680898,-0.2072267,0.16555423,0.0,,-0.8528023,0.3808394,0.079274885,0.22077796,False,0,1.488761e-14,2.5435588e-14,4.044863e-14,2.0979898e-14,58314.25269675926,58864.94032407407,3,False,http://xmm-catalog.irap.omp.eu/source/208272103010035/,ECDFS,4XMMDR14,3.559432e-14,4XMMDR14
208272104010022,4XMM J032923.1-280022,52.34642608182218,-28.00634384040037,0.48429507,812.5925,5.2491394e-15,3.818365e-16,6.0326017e-15,4.2548712e-16,5.7884093e-15,4.8675463e-16,2.5807129e-15,6.696586e-16,1.5460576e-14,4.660647e-15,3.7346635e-14,4.8297243e-15,1.9584728e-14,1.0472e-15,-0.0008347673,0.04903679,-0.08005466,0.05259829,-0.6657047,0.061045498,0.7740292,0.07595346,0.0,,-0.4898834,0.5054648,,,False,2,2.8109314e-14,1.227801e-14,8.187973e-14,4.1867568e-14,58314.64855324074,58540.08803240741,3,False,http://xmm-catalog.irap.omp.eu/source/208272104010022/,ECDFS,4XMMDR14,3.7346635e-14,4XMMDR14
208272105010009,4XMM J032923.5-274018,52.348099329516764,-27.6716820485153,0.37714803,2035.157,4.600947e-15,3.6563093e-16,1.0648297e-14,5.560496e-16,1.8711925e-14,8.024831e-16,2.8205564e-14,1.7327076e-15,5.7281525e-14,7.170071e-15,1.2094088e-13,7.523057e-15,5.5687385e-14,1.631531e-15,0.33981082,0.04041959,0.21704987,0.031734668,-0.28372794,0.03319549,-0.2677192,0.057597462,0.0,,-1.690704,0.04528169,0.32653555,0.11748288,False,1,1.1145136e-13,8.0223575e-15,2.4135053e-13,4.287866e-14,58323.75363425926,58687.42711805556,4,False,http://xmm-catalog.irap.omp.eu/source/208272105010009/,ECDFS,4XMMDR14,1.2094088e-13,4XMMDR14
208272106010022,4XMM J032923.8-273432,52.34925658450868,-27.575668797175112,0.43596655,789.0079,7.50045e-15,4.817447e-16,9.446985e-15,5.773238e-16,1.1133268e-14,7.328889e-16,1.3859652e-14,1.4750456e-15,2.1393133e-14,6.9067355e-15,6.439796e-14,7.181848e-15,3.7677218e-14,1.5531482e-15,0.057797354,0.043175653,-0.009813703,0.0431915,-0.3913539,0.05155106,-0.22963117,0.115079515,0.0,,-1.640396,0.343418,0.090111,0.17363846,False,0,5.881884e-14,1.089895e-14,1.6604686e-13,5.0261936e-14,58317.97555555555,58687.42711805556,3,False,http://xmm-catalog.irap.omp.eu/source/208272106010022/,ECDFS,4XMMDR14,6.439796e-14,4XMMDR14
208272009010057,4XMM J032923.8-283516,52.349304759965996,-28.587842305424,2.2392719,10.69029,5.689249e-16,3.4877018e-16,2.279328e-16,2.7994375e-16,1.3367171e-15,7.0049884e-16,6.960744e-15,2.4792072e-15,0.0,8.271925e-15,9.094318e-15,8.675362e-15,5.022115e-15,1.4757543e-15,-0.4907582,0.5210393,0.6180733,0.412602,0.2682588,0.2940133,-1.0,0.7024553,0.0,,-0.8490524,,,,False,0,9.094318e-15,8.675362e-15,9.094318e-15,8.675362e-15,58537.894212962965,58538.36020833333,1,False,http://xmm-catalog.irap.omp.eu/source/208272009010057/,ECDFS,4XMMDR14,9.094318e-15,4XMMDR14
208272102010013,4XMM J032923.9-283058,52.34960671007886,-28.516259799280036,0.6274277,199.5295,3.0166032e-15,3.2258617e-16,3.2841411e-15,3.662629e-16,2.5860253e-15,3.7986857e-16,3.4932738e-15,8.53005e-16,1.5133241e-15,2.2805735e-15,1.4060227e-14,2.7182852e-15,1.06662836e-14,8.8228953e-16,-0.026472183,0.0694709,0.025176166,0.071353,-0.4766012,0.08865293,-0.1049075,0.15128353,36.92923,7.406488,7.136817,0.7957306,,,False,3,1.0320226e-14,3.1698323e-15,5.5271656e-13,1.4660143e-13,58308.4215625,58864.94032407407,5,False,http://xmm-catalog.irap.omp.eu/source/208272102010013/,ECDFS,4XMMDR14,1.4060227e-14,4XMMDR14
208272105010095,4XMM J032924.6-273917,52.35274631418553,-27.65488609262401,1.2353818,53.60138,2.640899e-16,1.4929911e-16,2.1762326e-15,3.1447734e-16,4.2575735e-16,2.247865e-16,4.794918e-16,5.164689e-16,4.2335496e-16,1.792539e-15,4.612628e-15,2.0263775e-15,3.0830993e-15,5.675213e-16,0.78228194,0.08788741,-0.53111714,0.098422974,-0.0099833775,0.19876255,0.34630492,0.20539576,12.747236,2.3701212,10.37996,,,,False,1,4.2922484e-15,2.0566991e-15,1.4504706e-13,4.8986507e-14,58323.75363425926,58687.42711805556,3,False,http://xmm-catalog.irap.omp.eu/source/208272105010095/,ECDFS,4XMMDR14,4.612628e-15,4XMMDR14
208272103010072,4XMM J032924.7-281152,52.35312929550298,-28.19789399811612,1.0281594,42.0732,6.5060495e-16,2.4785497e-16,1.3080237e-15,2.9613836e-16,1.82107e-15,4.034172e-16,3.4838546e-15,9.705822e-16,2.6602694e-15,3.6629093e-15,1.36686046e-14,4.0419485e-15,7.361004e-15,9.338694e-16,0.33242664,0.16323084,0.24029896,0.12850352,-0.22016379,0.14354014,-0.18318774,0.17538463,0.0,,-0.5191154,,,,False,1,1.3446396e-14,4.5229272e-15,1.526826e-14,1.8909114e-14,58314.25269675926,58540.08803240741,3,False,http://xmm-catalog.irap.omp.eu/source/208272103010072/,ECDFS,4XMMDR14,1.36686046e-14,4XMMDR14
