name,obsid,sourcenum,ra,dec,e_pos,lii,bii,hr1,hr1_err,date_obs,date_end,scts_b8,scts_b8_err,scts_b7,scts_b7_err,scts_b6,scts_b6_err,x_ima_b8,y_ima_b8,x_ima_b7,y_ima_b7,x_ima_b6,y_ima_b6,ext_b8,ext_b8_err,ext_b7,ext_b7_err,ext_b6,ext_b6_err,det_ml_b8,det_ml_b7,det_ml_b6,ext_ml_b8,ext_ml_b7,ext_ml_b6,bg_map_b8,bg_map_b7,bg_map_b6,exp_map_b8,exp_map_b7,exp_map_b6,flux_b8,flux_b8_err,flux_b7,flux_b7_err,flux_b6,flux_b6_err,rate_b8,rate_b8_err,rate_b7,rate_b7_err,rate_b6,rate_b6_err,ra_b8,dec_b8,radec_b8_err,lii_b8,bii_b8,ra_b7,dec_b7,radec_b7_err,lii_b7,bii_b7,ra_b6,dec_b6,radec_b6_err,lii_b6,bii_b6,cutrad_b8,cutrad_b7,cutrad_b6,eef_b8,eef_b7,eef_b6,dist_nn_b8,dist_nn_b7,dist_nn_b6,val_flag,srcname_b8,srcname_b7,srcname_b6,ximname_b8,ximname_b7,ximname_b6,ver_inext,ver_halo,ver_hibgnd,ver_nredg,ver_psusp,ver_false,flag_comment,ident,altident,rassname,id_category,id_resource,id_dist,rass_dist,mode_id,image_bg_rate,mjd_start,mjd_stop,ver_optload,filt_cnts,unfilt_cnts,us_xmmsl1,us_extras,field,catalog,flux,cat
XMMSL3 J024146.8-344349,9212100003,22,40.44526482046,-34.7304153119,4.52056,237.6133375804,-65.23869674395,,,2011-07-09T17:56:34,2011-07-09T17:56:34,4.937672,2.487263,,,,,142.9847,526.9897,,,,,0.0,0.0,,,,,11.39868,,,-999.0,,,0.0006364594,,,5.952378,,,2.6204827428,1.3200213195,,,,,0.8295292,0.4178605,,,,,40.44526482046,-34.7304153119,4.52056,237.6133375804,-65.23869674395,,,,,,,,,,,36.0,,,0.9968331,,,0.5709377,,,,xs2121_9212100003_02:41:46.8-34:43:49   ,,,P9212100003PNS003IMAGE_8011.FTZ         ,,,f,f,f,f,t,f,Suspect attitude reconstruction in RAF  ,,,,,,,,FF ,3.2,55751.74761574074,55751.74761574074,f,5.0,5.0,,,Fornax_dSph,XMMSL3,2.6204827428e-12,XMMSL3
XMMSL3 J033520.4-275029,9361200004,2,53.834975,-27.841276,4.647026,223.791391,-53.81431,,,2019-08-30T08:06:52,2019-08-30T08:49:08,5.0,2.47,,,,,510.45,15.68,,,,,0.0,0.0,,,,,9.26,,,-999.0,,,0.001355,,,21.42,,,0.7265699999999999,0.37908,,,,,0.23,0.12,,,,,53.834975,-27.841276,4.647026,223.791391,-53.81431,,,,,,,,,,,36.0,,,0.9813,,,1155.3734,,,,xs3612_9361200004_03:35:20.4-27:50:29   ,,,P9361200004PNS003IMAGE_8002.ds          ,,,f,f,f,f,f,f,,,,,,,,,FF ,2.6,58725.33810185185,58725.3674537037,f,6.0,7.0,,,ECDFS,XMMSL3,7.265699999999999e-13,XMMSL3
XMMSL3 J033351.4-274405,9369700003,1,53.464015,-27.73486,4.671153,223.527911,-54.122541,,,2020-02-15T18:53:58,2020-02-15T19:44:37,,,,,4.24,2.42,,,,,442.93,299.11,,,,,0.0,0.0,,,9.52,,,-1.12,,,0.000938,,,15.08,,,,,0.40208,0.22976,,,,,0.28,0.16,,,,,,,,,,,53.464015,-27.73486,4.671153,223.527911,-54.122541,,,36.0,,,0.9813,,,410000.0,,,,xs3697_9369700003_03:33:51.4-27:44:05   ,,,P9369700003PNS003IMAGE_6000.ds          ,f,f,f,f,f,f,,,,,,,,,FF ,2.5,58894.78747685185,58894.82265046296,f,6.0,13.0,,,ECDFS,XMMSL3,,XMMSL3
XMMSL3 J033246.4-283929,9350600002,2,53.193418,-28.657986,4.712936,225.037011,-54.488318,,,2019-01-30T09:09:10,2019-01-30T10:37:03,4.01,2.07,,,,,514.37,631.79,,,,,0.0,0.0,,,,,9.79,,,-999.0,,,0.001943,,,30.07,,,0.41067,0.22113,,,,,0.13,0.07,,,,,53.193418,-28.657986,4.712936,225.037011,-54.488318,,,,,,,,,,,36.0,,,0.9813,,,410000.0,,,,xs3506_9350600002_03:32:46.4-28:39:29   ,,,P9350600002PNS003IMAGE_8002.ds          ,,,f,f,f,f,f,f,,4XMM J033247.2-283926                   ,,,X                   ,4XMM      ,11.68961019065338,,FF ,2.6,58513.38136574074,58513.442395833335,f,4.0,11.0,,,ECDFS,XMMSL3,4.1066999999999996e-13,XMMSL3
XMMSL3 J002607.5-715502,9253000004,4,6.531555746989,-71.91714726728,4.812487,305.7086767162,-45.07438684475,,,2013-10-02T13:59:49,2013-10-02T15:55:49,4.334186,2.196595,4.4429,2.218655,,,884.0541,298.427,884.0724,298.4237,,,0.0,0.0,0.0,0.0,,,11.81201,12.51122,,-999.0,-999.0,,0.0007685985,0.0006561656,,5.651615,4.913759,,2.4226159347,1.2277981052999998,8.2677789432,4.1286879072,,,0.7668933,0.3886667,0.9041753,0.4515188,,,6.531623097405,-71.91714381609,4.818935,305.7086480793,-45.07439316629,6.531555746989,-71.91714726728,4.812487,305.7086767162,-45.07438684475,,,,,,36.0,36.0,,0.9968418,0.9968441,,0.3150144,0.3149859,,,xs2530_9253000004_00:26:07.5-71:55:02   ,xs2530_9253000004_00:26:07.5-71:55:02   ,,P9253000004PNS003IMAGE_8052.FTZ         ,P9253000004PNS003IMAGE_7052.FTZ         ,,f,f,f,f,f,f,,,,,,,,,FF ,5.1,56567.58320601852,56567.66376157408,f,5.0,6.0,,,47Tuc,XMMSL3,2.4226159346999998e-12,XMMSL3
XMMSL3 J023441.0+072451,9342000003,53,38.67067,7.414248,4.8709,162.532463,-47.362797,,,2018-08-12T03:49:50,2018-08-12T05:25:25,4.87,2.38,4.04,2.11,,,367.37,247.47,367.42,247.25,,,0.0,0.0,0.0,0.0,,,11.03,11.08,,-999.0,-999.0,,0.001768,0.001365,,3.88,3.33,,3.98034,1.92699,11.06424,5.76072,,,1.26,0.61,1.21,0.63,,,38.670727,7.414499,5.311929,162.53232,-47.362559,38.67067,7.414248,4.8709,162.532463,-47.362797,,,,,,36.0,36.0,,0.9813,0.9813,,410000.0,410000.0,,CLEAN_SAMPLE,xs3420_9342000003_02:34:41.0+07:24:52   ,xs3420_9342000003_02:34:41.0+07:24:51   ,,P9342000003PNS003IMAGE_805b.ds          ,P9342000003PNS003IMAGE_705b.ds          ,,f,f,f,f,f,f,,,,,,,,,FF ,1.9,58342.15960648148,58342.2259837963,f,5.0,10.0,,,SV_38_7,XMMSL3,3.9803399999999996e-12,XMMSL3
XMMSL3 J033047.2-282554,9350300003,99,52.696664,-28.431696,4.874797,224.550618,-54.891544,,,2019-01-25T02:07:12,2019-01-25T02:47:57,,,,,3.72,2.16,,,,,356.82,120.65,,,,,0.0,0.0,,,8.52,,,-999.0,,,0.000941,,,30.21,,,,,0.1723199999999999,0.10052,,,,,0.12,0.07,,,,,,,,,,,52.696664,-28.431696,4.874797,224.550618,-54.891544,,,36.0,,,0.9813,,,698.2849,,,,xs3503_9350300003_03:30:47.2-28:25:54   ,,,P9350300003PNS003IMAGE_6001.ds          ,f,f,f,f,f,f,,SSTSL2 J033047.22-282556.0              ,,, IrS                ,NED       ,2.0,,FF ,2.2,58508.08833333333,58508.116631944446,f,5.0,22.0,,,ECDFS,XMMSL3,,XMMSL3
XMMSL3 J033452.6-280001,9361000004,39,53.719277,-28.000324,4.96804,224.032274,-53.939136,,,2019-08-26T21:57:06,2019-08-26T22:46:35,,,4.08,2.43,,,,,85.64,268.45,,,,,0.0,0.0,,,,8.87,,,-999.0,,,0.000719,,,37.59,,,,1.00584,0.54864,,,,,0.11,0.06,,,,,,,,53.719277,-28.000324,4.96804,224.032274,-53.939136,,,,,,,36.0,,,0.9813,,,410000.0,,,,xs3610_9361000004_03:34:52.6-28:00:01   ,,,P9361000004PNS003IMAGE_7001.ds          ,,f,f,f,f,f,f,,SSTSL2 J033452.48-275957.3              ,,, IrS                ,NED       ,4.3,,FF ,2.7,58721.91465277778,58721.9490162037,f,6.0,9.0,,,ECDFS,XMMSL3,,XMMSL3
XMMSL3 J033159.6-285013,9405100003,44,52.998467,-28.837049,4.995541,225.306376,-54.680441,,,2022-01-22T01:58:02,2022-01-22T03:02:01,6.99,3.01,,,,,654.56,1189.38,,,,,0.0,0.0,,,,,9.65,,,-0.63,,,0.00685,,,4.83,,,4.58055,1.95858,,,,,1.45,0.62,,,,,52.998467,-28.837049,4.995541,225.306376,-54.680441,,,,,,,,,,,36.0,,,0.9813,,,2470.4114,,,,xs4051_9405100003_03:31:59.6-28:50:13   ,,,P9405100003PNS003IMAGE_802c.ds          ,,,f,f,t,f,f,f,,SSTSL2 J033159.51-285007.6              ,,, IrS                ,NED       ,5.9,,FF ,1.9,59601.0819675926,59601.12640046296,f,9.0,11.0,,,ECDFS,XMMSL3,4.5805499999999995e-12,XMMSL3
XMMSL3 J033012.3-275918,9359300003,5,52.551451,-27.988289,5.021454,223.755832,-54.957785,,,2019-07-23T10:28:12,2019-07-23T11:25:04,,,4.23,2.25,,,,,129.73,138.73,,,,,0.0,0.0,,,,9.1,,,-999.0,,,0.001294,,,13.88,,,,2.83464,1.46304,,,,,0.31,0.16,,,,,,,,52.551451,-27.988289,5.021454,223.755832,-54.957785,,,,,,,36.0,,,0.9813,,,410000.0,,,,xs3593_9359300003_03:30:12.3-27:59:18   ,,,P9359300003PNS003IMAGE_7001.ds          ,,f,f,f,f,f,f,,4XMM J033012.6-275907                   ,,,X                   ,4XMM      ,11.607020696717086,,FF ,2.9,58687.43625,58687.47574074074,f,6.0,7.0,,,ECDFS,XMMSL3,,XMMSL3
XMMSL3 J023156.9+055348,9341500004,25,37.987158,5.896702,5.239894,163.005155,-48.995133,,,2018-08-02T21:28:34,2018-08-02T22:39:39,,,,,3.95,2.02,,,,,159.93,454.91,,,,,0.0,0.0,,,15.42,,,-999.0,,,0.000105,,,6.3,,,,,0.90468,0.45952,,,,,0.63,0.32,,,,,,,,,,,37.987158,5.896702,5.239894,163.005155,-48.995133,,,36.0,,,0.9813,,,2306.1592,,,,xs3415_9341500004_02:31:56.9+05:53:48   ,,,P9341500004PNS003IMAGE_6023.ds          ,f,f,f,f,f,f,,WISEA J023157.18+055336.7               ,,, UvS                ,NED       ,11.7,,FF ,2.6,58332.894837962966,58332.94420138889,f,4.0,5.0,,,SV_38_7,XMMSL3,,XMMSL3
XMMSL3 J032953.1-281514,9340600004,1,52.471125,-28.253909,5.270022,224.19756,-55.064628,,,2018-07-16T00:43:29,2018-07-16T02:17:37,4.27,2.28,,,,,405.75,155.97,,,,,0.0,0.0,,,,,8.76,,,-999.0,,,0.001202,,,15.67,,,0.85293,0.4738499999999999,,,,,0.27,0.15,,,,,52.471125,-28.253909,5.270022,224.19756,-55.064628,,,,,,,,,,,36.0,,,0.9813,,,410000.0,,,,xs3406_9340600004_03:29:53.1-28:15:14   ,,,P9340600004PNS003IMAGE_8000.ds          ,,,f,f,f,f,f,f,,,,,,,,,FF ,3.1,58315.03019675926,58315.09556712963,f,4.0,7.0,,,ECDFS,XMMSL3,8.5293e-13,XMMSL3
XMMSL3 J033107.2-273446,9342300004,15,52.779989,-27.579437,5.313136,223.105393,-54.697669,,,2018-08-18T14:22:26,2018-08-18T15:07:19,4.95,2.48,,,,,349.33,387.92,,,,,0.0,0.0,,,,,10.62,,,-999.0,,,0.000957,,,8.73,,,1.8006299999999995,0.8845200000000001,,,,,0.57,0.28,,,,,52.779989,-27.579437,5.313136,223.105393,-54.697669,,,,,,,,,,,36.0,,,0.9813,,,410000.0,,,CLEAN_SAMPLE,xs3423_9342300004_03:31:07.2-27:34:46   ,,,P9342300004PNS003IMAGE_8002.ds          ,,,f,f,f,f,f,f,,SSTSL2 J033107.69-273446.1              ,,, IrS                ,NED       ,6.6,,FF ,2.8,58348.59891203704,58348.63008101852,f,5.0,5.0,,,ECDFS,XMMSL3,1.8006299999999996e-12,XMMSL3
XMMSL3 J003019.1-714317,9061400004,1,7.579873395805,-71.72154275791,5.347847,305.2837844962,-45.31014752693,,,2003-04-17T05:58:03,2003-04-17T06:45:17,4.031423,2.189956,,,3.56061,2.035255,393.3725,456.0778,,,393.3891,456.3194,0.0,0.0,,,0.0,0.0,9.125965,,10.84548,-999.0,,-999.0,0.0008179653,,0.0003334505,15.52423,,16.69589,0.8203474422,0.4456303370999999,,,0.3062452371999999,0.175050554,0.2596858,0.1410669,,,0.2132627,0.1219015,7.579933799315,-71.72181798914,6.141647,305.2837121696,-45.30987637409,,,,,,7.579873395805,-71.72154275791,5.347847,305.2837844962,-45.31014752693,36.0,,36.0,0.9968971,,0.9970697,0.9137179,,0.913241,,xs0614_9061400004_00:30:19.1-71:43:18   ,,xs0614_9061400004_00:30:19.1-71:43:17   ,P9061400004PNS003IMAGE_8002.FTZ         ,,P9061400004PNS003IMAGE_6002.FTZ         ,f,f,f,f,f,f,,2E 96                                   ,,,X                   ,Einstein  ,32.593317,,FF ,4.3,52746.24864583334,52746.28144675926,f,5.0,9.0,,,47Tuc,XMMSL3,8.203474422e-13,XMMSL3
XMMSL3 J003018.9-721434,9272300004,4,7.578921039582,-72.24286101501,5.401121,305.1986507244,-44.79231018584,,,2014-10-22T17:05:31,2014-10-22T17:05:31,,,3.762018,2.015368,,,,,557.691,583.22,,,,,0.0,0.0,,,,10.87127,,,-999.0,,,0.0004670601,,,2.316004,,,,14.853129552,7.9570374768,,,,,1.624358,0.8701922,,,,,,,,7.578921039582,-72.24286101501,5.401121,305.1986507244,-44.79231018584,,,,,,,36.0,,,0.9965474,,,0.4508074,,,,xs2723_9272300004_00:30:18.9-72:14:34   ,,,P9272300004PNS003IMAGE_7032.FTZ         ,,f,f,f,f,f,f,,SSTISAGEMA J003017.54-721440.7          ,,,Star                ,Simbad    ,9.353576,,FF ,2.3,56952.712164351855,56952.712164351855,f,4.0,5.0,,,47Tuc,XMMSL3,,XMMSL3
XMMSL3 J022952.5+072820,9122100003,24,37.46878266581,7.472249406934,5.554411,161.0211324613,-47.98579900366,,,2006-08-09T18:04:35,2006-08-09T19:51:36,4.453571,2.24974,,,,,323.0149,450.3839,,,,,0.0,0.0,,,,,13.14163,,,-999.0,,,0.0006082524,,,9.947432,,,1.4143181013,0.7144486011,,,,,0.4477107,0.2261629,,,,,37.46878266581,7.472249406934,5.554411,161.0211324613,-47.98579900366,,,,,,,,,,,36.0,,,0.9968592,,,0.3313018,,,,xs1221_9122100003_02:29:52.5+07:28:20   ,,,P9122100003PNS003IMAGE_8026.FTZ         ,,,f,f,f,f,f,f,,XMMSL1 J022952.4+072820                 ,,, XrayS              ,NED       ,1.6,,FF ,15.3,53956.75318287037,53956.8275,f,5.0,7.0,XMMSL1 J022952.4+072820                 ,,SV_38_7,XMMSL3,1.4143181012999998e-12,XMMSL3
XMMSL3 J033053.8-273612,9349700003,2,52.724052,-27.60343,5.558644,223.133396,-54.750318,,,2019-01-13T12:39:19,2019-01-13T13:18:37,3.99,2.14,4.36,2.24,,,253.04,466.33,253.01,466.28,,,0.0,0.0,0.0,0.0,,,9.78,12.48,,-999.0,-999.0,,0.000838,0.000441,,10.61,9.08,,1.20042,0.6318,4.38912,2.286,,,0.38,0.2,0.48,0.25,,,52.724023,-27.603378,5.719236,223.1333,-54.750334,52.724052,-27.60343,5.558644,223.133396,-54.750318,,,,,,36.0,36.0,,0.9813,0.9813,,1319.7548,410000.0,,,xs3497_9349700003_03:30:53.8-27:36:12   ,xs3497_9349700003_03:30:53.8-27:36:12   ,,P9349700003PNS003IMAGE_8000.ds          ,P9349700003PNS003IMAGE_7000.ds          ,,f,f,f,f,f,f,,,,,,,,,FF ,2.2,58496.52730324074,58496.55459490741,f,4.0,7.0,,,ECDFS,XMMSL3,1.20042e-12,XMMSL3
XMMSL3 J023342.2+065600,9131100003,19,38.42615516202,6.933438297871,5.582695,162.6457306434,-47.89590765333,,,2007-02-05T08:02:52,2007-02-05T08:02:52,5.724508,2.466555,,,4.751996,2.254165,193.8918,615.5635,,,193.6095,615.1089,0.0,0.0,,,0.0,0.0,15.64154,,13.73807,-999.0,,-999.0,0.0003807824,,0.0003338514,1.386031,,1.815784,13.047128054999998,5.621699538,,,3.758082364,1.782689172,4.130145,1.779582,,,2.617049,1.241427,38.42615516202,6.933438297871,5.582695,162.6457306434,-47.89590765333,,,,,,38.42647881979,6.932920377567,5.37182,162.6465659303,-47.89614811718,36.0,,36.0,0.9912166,,0.9914511,0.3080174,,0.3079296,CLEAN_SAMPLE,xs1311_9131100003_02:33:42.2+06:56:00   ,,xs1311_9131100003_02:33:42.3+06:55:59   ,P9131100003PNS003IMAGE_8028.FTZ         ,,P9131100003PNS003IMAGE_6028.FTZ         ,f,f,f,f,f,f,,J023341.7+065545                        ,,J023341.7+065545                        ,X                   ,RASS      ,17.645999999999997,17.645999999999997,FF ,2.9,54136.33532407408,54136.33532407408,f,6.0,7.0,XMMSL1 J023341.8+065607                 ,417200.0,SV_38_7,XMMSL3,1.3047128054999997e-11,XMMSL3
XMMSL3 J033159.5-282119,9340600004,5,52.997998,-28.355261,5.588585,224.480538,-54.618641,,,2018-07-16T00:43:29,2018-07-16T02:17:37,3.69,2.09,,,,,305.09,715.51,,,,,0.0,0.0,,,,,8.48,,,-999.0,,,0.00143,,,13.59,,,0.85293,0.4738499999999999,,,,,0.27,0.15,,,,,52.997998,-28.355261,5.588585,224.480538,-54.618641,,,,,,,,,,,36.0,,,0.9813,,,786.3533,,,,xs3406_9340600004_03:31:59.5-28:21:19   ,,,P9340600004PNS003IMAGE_8002.ds          ,,,f,f,f,f,f,f,,,,,,,,,FF ,2.7,58315.03019675926,58315.09556712963,f,5.0,13.0,,,ECDFS,XMMSL3,8.5293e-13,XMMSL3
XMMSL3 J033159.7-285015,9405100003,45,52.998742,-28.837585,5.599969,225.307349,-54.680268,,,2022-01-22T01:58:02,2022-01-22T03:02:01,7.03,3.03,,,,,402.98,226.79,,,,,0.0,0.0,,,,,9.69,,,-0.45,,,0.006515,,,4.83,,,4.612139999999999,1.99017,,,,,1.46,0.63,,,,,52.998742,-28.837585,5.599969,225.307349,-54.680268,,,,,,,,,,,36.0,,,0.9813,,,410000.0,,,,xs4051_9405100003_03:31:59.7-28:50:15   ,,,P9405100003PNS003IMAGE_802d.ds          ,,,f,f,t,f,f,f,,,,,,,,,FF ,1.9,59601.0819675926,59601.12640046296,f,9.0,11.0,,,ECDFS,XMMSL3,4.612139999999999e-12,XMMSL3
XMMSL3 J002019.6-715741,9271700003,2,5.081967698828,-71.96126935091,5.614714,306.3271335895,-44.96132986145,,,2014-10-10T06:13:09,2014-10-10T06:13:09,3.99534,2.223919,,,,,867.1291,257.5412,,,,,0.0,0.0,,,,,8.395292,,,-999.0,,,0.0004195768,,,8.165406,,,1.5457012272,0.8603811333,,,,,0.4893008,0.2723587,,,,,5.081967698828,-71.96126935091,5.614714,306.3271335895,-44.96132986145,,,,,,,,,,,36.0,,,0.9968318,,,0.4004918,,,,xs2717_9271700003_00:20:19.6-71:57:41   ,,,P9271700003PNS003IMAGE_8054.FTZ         ,,,f,f,f,f,f,f,,,,,,,,,FF ,2.5,56940.25913194445,56940.25913194445,f,4.0,5.0,,,47Tuc,XMMSL3,1.5457012271999998e-12,XMMSL3
XMMSL3 J033012.0-275922,9359300003,4,52.550156,-27.989376,5.620613,223.757424,-54.959071,,,2019-07-23T10:28:12,2019-07-23T11:25:04,,,3.72,2.14,,,,,275.94,544.1,,,,,0.0,0.0,,,,8.8,,,-999.0,,,0.001087,,,14.12,,,,2.37744,1.3716,,,,,0.26,0.15,,,,,,,,52.550156,-27.989376,5.620613,223.757424,-54.959071,,,,,,,36.0,,,0.9813,,,1507.9469,,,,xs3593_9359300003_03:30:12.0-27:59:22   ,,,P9359300003PNS003IMAGE_7002.ds          ,,f,f,f,f,f,f,,,,,,,,,FF ,2.8,58687.43625,58687.47574074074,f,6.0,7.0,,,ECDFS,XMMSL3,,XMMSL3
XMMSL3 J035422.1-485427,9370200003,15,58.591987,-48.907414,5.672559,257.370782,-48.760917,,,2020-02-26T01:04:47,2020-02-26T02:19:52,6.42,2.94,,,,,396.2,516.96,,,,,0.0,0.0,,,,,10.22,,,-0.48,,,0.002124,,,5.44,,,3.72762,1.70586,,,,,1.18,0.54,,,,,58.591987,-48.907414,5.672559,257.370782,-48.760917,,,,,,,,,,,36.0,,,0.9813,,,410000.0,,,,xs3702_9370200003_03:54:22.1-48:54:27   ,,,P9370200003PNS003IMAGE_8015.ds          ,,,f,f,f,f,f,f,,,,,,,,,FF ,37.4,58905.04498842593,58905.09712962963,f,8.0,13.0,,,EDFS,XMMSL3,3.72762e-12,XMMSL3
XMMSL3 J023130.3+065916,9122100003,25,37.8765694532,6.98770001974,5.768031,161.9285289674,-48.16143905768,,,2006-08-09T18:04:35,2006-08-09T19:51:36,4.961514,2.641289,,,5.463668,2.699622,444.7966,860.8162,,,444.802,860.9454,0.0,0.0,,,0.0,0.0,8.43875,,11.63444,-999.0,,-999.0,0.001017267,,0.0004474205,5.870659,,6.616429,2.6697896784,1.4212770624,,,1.185810028,0.585913848,0.8451376,0.4499136,,,0.825773,0.408018,37.87657559414,6.987552861384,6.876062,161.928660992,-48.16155711415,,,,,,37.8765694532,6.98770001974,5.768031,161.9285289674,-48.16143905768,36.0,,36.0,0.997362,,0.9973601,0.305856,,0.3058093,,xs1221_9122100003_02:31:30.3+06:59:15   ,,xs1221_9122100003_02:31:30.3+06:59:16   ,P9122100003PNS003IMAGE_8027.FTZ         ,,P9122100003PNS003IMAGE_6027.FTZ         ,f,f,f,f,f,f,,,,,,,,,FF ,14.9,53956.75318287037,53956.8275,f,6.0,10.0,XMMSL1 J023130.1+065912                 ,,SV_38_7,XMMSL3,2.6697896783999998e-12,XMMSL3
XMMSL3 J033448.0-273528,9361200004,1,53.700085,-27.591104,5.76997,223.34114,-53.893772,,,2019-08-30T08:06:52,2019-08-30T08:49:08,4.43,2.32,,,,,354.37,425.13,,,,,0.0,0.0,,,,,9.7,,,-999.0,,,0.001311,,,9.36,,,1.48473,0.78975,,,,,0.47,0.25,,,,,53.700085,-27.591104,5.76997,223.34114,-53.893772,,,,,,,,,,,36.0,,,0.9813,,,714.8722,,,,xs3612_9361200004_03:34:48.0-27:35:28   ,,,P9361200004PNS003IMAGE_8001.ds          ,,,f,f,f,f,f,f,,,,,,,,,FF ,2.3,58725.33810185185,58725.3674537037,f,5.0,10.0,,,ECDFS,XMMSL3,1.48473e-12,XMMSL3
XMMSL3 J033053.5-273611,9349700003,1,52.722982,-27.602917,5.775398,223.132269,-54.751177,,,2019-01-13T12:39:19,2019-01-13T13:18:37,3.55,2.04,3.71,2.08,,,405.29,659.21,405.25,659.2,,,0.0,0.0,0.0,0.0,,,8.41,9.33,,-999.0,-999.0,,0.001372,0.001048,,10.42,8.93,,1.07406,0.6318,3.84048,2.10312,,,0.34,0.2,0.42,0.23,,,52.722934,-27.602901,5.79299,223.13223,-54.751216,52.722982,-27.602917,5.775398,223.132269,-54.751177,,,,,,36.0,36.0,,0.9813,0.9813,,410000.0,410000.0,,,xs3497_9349700003_03:30:53.5-27:36:10   ,xs3497_9349700003_03:30:53.5-27:36:11   ,,P9349700003PNS003IMAGE_8001.ds          ,P9349700003PNS003IMAGE_7001.ds          ,,f,f,f,f,f,f,,,,,,,,,FF ,2.2,58496.52730324074,58496.55459490741,f,4.0,7.0,,,ECDFS,XMMSL3,1.07406e-12,XMMSL3
XMMSL3 J002202.7-722309,9209200003,2,5.511282184369,-72.38591863264,5.860805,306.0458920988,-44.56418680656,,,2011-05-13T00:35:40,2011-05-13T00:35:40,,,3.01217,1.892356,,,,,300.8209,312.1345,,,,,0.0,0.0,,,,9.819087,,,-999.0,,,0.0001916754,,,8.32928,,,,3.3068023272,2.0774546208,,,,,0.3616363,0.2271932,,,,,,,,5.511282184369,-72.38591863264,5.860805,306.0458920988,-44.56418680656,,,,,,,36.0,,,0.9966434,,,0.2836479,,,,xs2092_9209200003_00:22:02.7-72:23:09   ,,,P9209200003PNS003IMAGE_7014.FTZ         ,,f,f,f,f,f,f,,2RXP J002201.9-722259                   ,,,X                   ,2RXP      ,10.795396,,eFF,2.4,55694.02476851852,55694.02476851852,f,3.0,4.0,,,47Tuc,XMMSL3,,XMMSL3
XMMSL3 J033449.9-273432,9361000004,38,53.708116,-27.575543,5.864501,223.316956,-53.884302,,,2019-08-26T21:57:06,2019-08-26T22:46:35,5.22,2.68,,,,,74.54,412.2,,,,,0.0,0.0,,,,,9.74,,,-999.0,,,0.000694,,,14.61,,,1.1372399999999998,0.5686199999999999,,,,,0.36,0.18,,,,,53.708116,-27.575543,5.864501,223.316956,-53.884302,,,,,,,,,,,36.0,,,0.9813,,,1445.2205,,,,xs3610_9361000004_03:34:49.9-27:34:32   ,,,P9361000004PNS003IMAGE_8002.ds          ,,,f,f,f,f,f,f,,,,,,,,,FF ,3.1,58721.91465277778,58721.9490162037,f,6.0,8.0,,,ECDFS,XMMSL3,1.1372399999999997e-12,XMMSL3
XMMSL3 J035358.0-492550,9210500004,1,58.49189014886,-49.43050348451,5.91149,258.1621074251,-48.6874465645,,,2011-06-08T10:26:32,2011-06-08T10:26:32,,,3.836104,2.095862,,,,,789.2686,546.3538,,,,,0.0,0.0,,,,8.940226,,,-999.0,,,0.0001808818,,,7.620927,,,,4.602765902400001,2.5147289304,,,,,0.5033646,0.2750141,,,,,,,,58.49189014886,-49.43050348451,5.91149,258.1621074251,-48.6874465645,,,,,,,36.0,,,0.9965782,,,0.3014079,,,,xs2105_9210500004_03:53:58.0-49:25:50   ,,,P9210500004PNS003IMAGE_700d.FTZ         ,,f,f,f,f,f,f,,,,,,,,,eFF,2.6,55720.43509259259,55720.43509259259,f,5.0,8.0,,,EDFS,XMMSL3,,XMMSL3
XMMSL3 J033006.4-281346,9350300003,98,52.526554,-28.229385,6.065916,224.166665,-55.012932,,,2019-01-25T02:07:12,2019-01-25T02:47:57,4.45,2.32,,,,,488.54,298.11,,,,,0.0,0.0,,,,,9.19,,,-999.0,,,0.000956,,,13.65,,,1.04247,0.53703,,,,,0.33,0.17,,,,,52.526554,-28.229385,6.065916,224.166665,-55.012932,,,,,,,,,,,36.0,,,0.9813,,,853.6213,,,,xs3503_9350300003_03:30:06.4-28:13:46   ,,,P9350300003PNS003IMAGE_8001.ds          ,,,f,f,f,f,f,f,,,,,,,,,FF ,2.2,58508.08833333333,58508.116631944446,f,5.0,9.0,,,ECDFS,XMMSL3,1.0424699999999999e-12,XMMSL3
XMMSL3 J033204.9-275134,9349700003,3,53.020264,-27.859577,6.32098,223.638707,-54.529321,,,2019-01-13T12:39:19,2019-01-13T13:18:37,4.33,2.25,,,,,23.03,241.14,,,,,0.0,0.0,,,,,8.53,,,-999.0,,,0.001291,,,9.26,,,1.48473,0.75816,,,,,0.47,0.24,,,,,53.020264,-27.859577,6.32098,223.638707,-54.529321,,,,,,,,,,,36.0,,,0.9813,,,1319.7548,,,,xs3497_9349700003_03:32:04.9-27:51:34   ,,,P9349700003PNS003IMAGE_8000.ds          ,,,f,f,f,f,f,f,,[MBR2003] CDFS-H 2858                   ,,,Galaxy              ,Simbad    ,3.78963,,FF ,2.2,58496.52730324074,58496.55459490741,f,5.0,9.0,,,ECDFS,XMMSL3,1.48473e-12,XMMSL3
