name,ra_,dec_,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,likelihood_class,conf_flag,sat_src_flag,streak_src_flag,flux_aper_b,flux_aper_lolim_b,flux_aper_hilim_b,flux_aper_w,flux_aper_lolim_w,flux_aper_hilim_w,flux_aper_avg_b,flux_aper_avg_lolim_b,flux_aper_avg_hilim_b,flux_aper_avg_w,flux_aper_avg_lolim_w,flux_aper90_b,flux_aper90_lolim_b,flux_aper90_hilim_b,flux_aper90_h,flux_aper90_lolim_h,flux_aper90_hilim_h,flux_aper90_m,flux_aper90_avg_b,flux_aper90_avg_lolim_b,flux_aper90_avg_hilim_b,dither_warning_flag,extent_flag,pileup_flag,var_flag,var_inter_hard_flag,man_add_flag,man_inc_flag,man_match_flag,man_pos_flag,man_reg_flag,likelihood,flux_aper90_avg_h,flux_aper90_avg_lolim_h,flux_aper90_avg_hilim_h,flux_aper90_avg_m,flux_aper90_avg_lolim_m,flux_aper90_avg_hilim_m,flux_aper90_avg_s,flux_aper90_avg_lolim_s,flux_aper90_avg_hilim_s,flux_aper90_avg_u,flux_aper90_avg_lolim_u,flux_aper90_avg_hilim_u,flux_aper90_avg_w,flux_aper90_avg_lolim_w,flux_aper90_avg_hilim_w,flux_aper90_lolim_m,flux_aper90_hilim_m,flux_aper90_s,flux_aper90_lolim_s,flux_aper90_hilim_s,flux_aper90_u,flux_aper90_lolim_u,flux_aper90_hilim_u,flux_aper90_w,flux_aper90_lolim_w,flux_aper90_hilim_w,flux_aper_avg_hilim_w,ra,dec,e_pos,field,catalog,flux,cat
2CXO J033138.5-275335, 03 31 38.55,-27 53 35.25,0.45,0.4,50.9,9.32,                TRUE,FALSE,FALSE,FALSE,5.302e-15,4.703e-15,5.902e-15,         ,         ,         ,5.167e-15,4.585e-15,5.711e-15,         ,         ,5.585e-15,4.972e-15,6.199e-15,3.877e-15,3.193e-15,4.561e-15,1.080e-15,5.447e-15,4.849e-15,6.044e-15,FALSE,FALSE,FALSE, TRUE, TRUE,FALSE,False,FALSE,FALSE,FALSE,338.6923,3.643e-15,2.992e-15,4.294e-15,1.075e-15,9.235e-16,1.227e-15,6.424e-16,4.928e-16,7.832e-16,4.330e-16,4.997e-17,7.995e-16,         ,         ,         ,8.995e-16,1.261e-15,7.158e-16,5.369e-16,8.848e-16,4.711e-16,4.486e-17,8.748e-16,         ,         ,         ,         ,52.910625,-27.893125,0.45,ECDFS,CSC2.1,5.447e-15,CSC2.1
2CXO J033138.7-275842, 03 31 38.76,-27 58 42.94,0.86,0.55,12.5,2.73,                TRUE,FALSE,FALSE,FALSE,1.319e-15,8.391e-16,1.774e-15,         ,         ,         ,1.295e-15,8.561e-16,1.712e-15,         ,         ,1.452e-15,9.427e-16,1.936e-15,1.522e-15,1.015e-15,2.029e-15,7.739e-17,1.327e-15,9.068e-16,1.747e-15,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,30.99964,1.372e-15,9.300e-16,1.814e-15,         ,         ,         ,0.000e+00,0.000e+00,3.897e-17,0.000e+00,0.000e+00,1.719e-16,         ,         ,         ,1.055e-17,1.407e-16,0.000e+00,0.000e+00,3.668e-17,0.000e+00,0.000e+00,3.147e-16,         ,         ,         ,         ,52.9115,-27.978594444444443,0.86,ECDFS,CSC2.1,1.327e-15,CSC2.1
2CXO J033139.1-281812, 03 31 39.10,-28 18 12.63,1.4,0.99,5.3,3.17,                TRUE,FALSE,FALSE,FALSE,3.473e-14,2.376e-14,4.570e-14,         ,         ,         ,3.473e-14,2.376e-14,4.570e-14,         ,         ,2.102e-14,1.402e-14,2.803e-14,2.038e-14,1.332e-14,2.743e-14,1.071e-15,2.102e-14,1.402e-14,2.803e-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,False,FALSE,FALSE,FALSE,30.48972,2.038e-14,1.332e-14,2.743e-14,1.071e-15,0.000e+00,2.143e-15,0.000e+00,0.000e+00,7.942e-16,         ,         ,         ,         ,         ,         ,0.000e+00,2.143e-15,0.000e+00,0.000e+00,7.942e-16,         ,         ,         ,         ,         ,         ,         ,52.91291666666667,-28.303508333333333,1.4,ECDFS,CSC2.1,2.102e-14,CSC2.1
2CXO J033139.2-273752, 03 31 39.25,-27 37 52.39,0.37,0.33,109.7,14.81,                TRUE,FALSE,FALSE,FALSE,1.028e-14,9.285e-15,1.122e-14,         ,         ,         ,1.217e-14,1.122e-14,1.304e-14,         ,         ,1.057e-14,9.579e-15,1.151e-14,5.735e-15,4.762e-15,6.709e-15,1.782e-15,1.161e-14,1.075e-14,1.247e-14,FALSE,FALSE,FALSE, TRUE, TRUE,FALSE,False,FALSE,FALSE,FALSE,937.4848,5.632e-15,4.769e-15,6.437e-15,2.426e-15,2.184e-15,2.651e-15,4.225e-15,3.755e-15,4.694e-15,3.436e-15,2.048e-15,4.824e-15,         ,         ,         ,1.505e-15,2.058e-15,3.401e-15,2.934e-15,3.869e-15,6.015e-15,2.691e-15,9.338e-15,         ,         ,         ,         ,52.91354166666667,-27.631219444444444,0.37,ECDFS,CSC2.1,1.161e-14,CSC2.1
2CXO J033139.9-274157, 03 31 39.99,-27 41 57.47,0.31,0.3,118.2,19.58,                TRUE,FALSE,FALSE,FALSE,2.704e-14,2.562e-14,2.837e-14,         ,         ,         ,2.685e-14,2.547e-14,2.823e-14,         ,         ,2.673e-14,2.529e-14,2.808e-14,2.077e-14,1.911e-14,2.233e-14,4.299e-15,2.769e-14,2.628e-14,2.901e-14,FALSE, TRUE,FALSE, TRUE, TRUE,FALSE,False,FALSE,FALSE,FALSE,2275.23,2.116e-14,1.959e-14,2.273e-14,4.707e-15,4.389e-15,5.025e-15,2.295e-15,2.006e-15,2.583e-15,0.000e+00,0.000e+00,5.337e-16,         ,         ,         ,3.941e-15,4.638e-15,1.991e-15,1.705e-15,2.276e-15,0.000e+00,0.000e+00,7.718e-16,         ,         ,         ,         ,52.916625,-27.69929722222222,0.31,ECDFS,CSC2.1,2.769e-14,CSC2.1
2CXO J033140.0-273918, 03 31 40.06,-27 39 18.30,0.56,0.4,138.4,5.23,                TRUE,FALSE,FALSE,FALSE,1.473e-15,1.139e-15,1.787e-15,         ,         ,         ,1.447e-15,1.125e-15,1.769e-15,         ,         ,1.475e-15,1.172e-15,1.777e-15,3.867e-16,1.547e-16,6.187e-16,2.265e-16,1.464e-15,1.156e-15,1.772e-15,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,91.36809,4.036e-16,1.715e-16,6.357e-16,2.144e-16,1.365e-16,2.924e-16,7.476e-16,5.579e-16,9.373e-16,7.284e-16,2.331e-16,1.224e-15,         ,         ,         ,1.394e-16,3.093e-16,8.749e-16,6.467e-16,1.103e-15,1.077e-15,3.590e-16,1.795e-15,         ,         ,         ,         ,52.916916666666665,-27.655083333333334,0.56,ECDFS,CSC2.1,1.464e-15,CSC2.1
2CXO J033140.1-274746, 03 31 40.16,-27 47 46.68,0.67,0.44,88.8,7.83,                TRUE,FALSE,FALSE,FALSE,4.379e-15,3.444e-15,5.254e-15,         ,         ,         ,4.791e-15,4.025e-15,5.507e-15,         ,         ,5.169e-15,4.365e-15,5.919e-15,2.519e-15,1.737e-15,3.258e-15,1.429e-15,4.192e-15,3.664e-15,4.685e-15,FALSE,FALSE,FALSE, TRUE, TRUE,FALSE,False,FALSE,FALSE,FALSE,172.7704,2.231e-15,1.673e-15,2.758e-15,1.007e-15,8.909e-16,1.116e-15,1.101e-15,8.806e-16,1.307e-15,0.000e+00,0.000e+00,2.316e-15,         ,         ,         ,1.241e-15,1.617e-15,1.168e-15,8.627e-16,1.474e-15,         ,         ,         ,         ,         ,         ,         ,52.91733333333333,-27.796300000000002,0.67,ECDFS,CSC2.1,4.192e-15,CSC2.1
2CXO J033140.1-275622, 03 31 40.19,-27 56 22.74,0.33,0.32,1.8,6.6,                TRUE,FALSE,FALSE,FALSE,2.632e-15,2.229e-15,3.036e-15,         ,         ,         ,2.695e-15,2.283e-15,3.081e-15,         ,         ,2.584e-15,2.170e-15,2.971e-15,1.727e-15,1.283e-15,2.146e-15,5.609e-16,2.622e-15,2.213e-15,3.004e-15,FALSE,FALSE,FALSE, TRUE, TRUE,FALSE,False,FALSE,FALSE,FALSE,201.3934,1.827e-15,1.388e-15,2.265e-15,4.086e-16,3.223e-16,4.949e-16,4.230e-16,2.933e-16,5.526e-16,         ,         ,         ,         ,         ,         ,4.277e-16,6.871e-16,4.395e-16,3.022e-16,5.700e-16,3.507e-16,6.263e-17,6.388e-16,         ,         ,         ,         ,52.917458333333336,-27.93965,0.33,ECDFS,CSC2.1,2.622e-15,CSC2.1
2CXO J033140.4-280112, 03 31 40.46,-28 01 12.23,0.7,0.44,6.3,6.49,                TRUE,FALSE,FALSE,FALSE,3.192e-15,2.635e-15,3.712e-15,         ,         ,         ,3.200e-15,2.642e-15,3.721e-15,         ,         ,3.496e-15,2.911e-15,4.041e-15,2.981e-15,2.377e-15,3.585e-15,4.232e-16,3.471e-15,2.929e-15,4.013e-15,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,139.0404,2.966e-15,2.373e-15,3.560e-15,3.899e-16,2.925e-16,4.874e-16,7.520e-17,1.962e-17,1.275e-16,0.000e+00,0.000e+00,2.734e-16,         ,         ,         ,2.956e-16,5.441e-16,6.598e-17,1.466e-17,1.149e-16,0.000e+00,0.000e+00,1.575e-16,         ,         ,         ,         ,52.91858333333333,-28.020063888888888,0.7,ECDFS,CSC2.1,3.471e-15,CSC2.1
2CXO J033140.8-275655, 03 31 40.87,-27 56 55.73,0.43,0.39,37.6,3.45,                TRUE,FALSE,FALSE,FALSE,2.648e-16,5.092e-17,4.786e-16,         ,         ,         ,9.652e-16,6.741e-16,1.241e-15,         ,         ,3.372e-16,1.279e-16,5.466e-16,3.019e-16,6.967e-17,5.226e-16,3.281e-17,8.767e-16,6.123e-16,1.141e-15,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,38.39887,8.983e-16,5.989e-16,1.183e-15,         ,         ,         ,         ,         ,         ,0.000e+00,0.000e+00,1.067e-16,         ,         ,         ,0.000e+00,8.948e-17,0.000e+00,0.000e+00,4.570e-17,0.000e+00,0.000e+00,7.239e-16,         ,         ,         ,         ,52.920291666666664,-27.94881388888889,0.43,ECDFS,CSC2.1,8.767e-16,CSC2.1
2CXO J033140.9-274319, 03 31 40.92,-27 43 19.68,1.2,1.2,0.0,1.95,            MARGINAL,FALSE,FALSE,FALSE,1.249e-16,0.000e+00,2.498e-16,         ,         ,         ,1.249e-16,0.000e+00,2.498e-16,         ,         ,2.345e-16,8.061e-17,3.810e-16,7.086e-17,0.000e+00,2.622e-16,1.272e-16,2.345e-16,8.061e-17,3.810e-16,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,14.07413,7.086e-17,0.000e+00,2.622e-16,1.272e-16,6.225e-17,1.895e-16,0.000e+00,0.000e+00,3.790e-17,0.000e+00,0.000e+00,1.583e-15,         ,         ,         ,6.225e-17,1.895e-16,0.000e+00,0.000e+00,3.790e-17,0.000e+00,0.000e+00,1.583e-15,         ,         ,         ,         ,52.9205,-27.722133333333332,1.2,ECDFS,CSC2.1,2.345e-16,CSC2.1
2CXO J033140.9-274435, 03 31 40.99,-27 44 35.22,0.37,0.33,84.9,9.77,                TRUE,FALSE,FALSE,FALSE,7.528e-15,6.743e-15,8.313e-15,         ,         ,         ,7.528e-15,6.743e-15,8.313e-15,         ,         ,7.565e-15,6.801e-15,8.329e-15,6.737e-15,5.841e-15,7.574e-15,1.010e-15,7.565e-15,6.801e-15,8.329e-15,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,352.4997,6.737e-15,5.841e-15,7.574e-15,1.010e-15,8.611e-16,1.148e-15,2.272e-16,1.230e-16,3.313e-16,0.000e+00,0.000e+00,8.872e-17,         ,         ,         ,8.611e-16,1.148e-15,2.272e-16,1.230e-16,3.313e-16,0.000e+00,0.000e+00,8.872e-17,         ,         ,         ,         ,52.920791666666666,-27.74311666666667,0.37,ECDFS,CSC2.1,7.565e-15,CSC2.1
2CXO J033141.1-275559, 03 31 41.12,-27 55 59.13,0.75,0.49,127.2,2.74,            MARGINAL,FALSE,FALSE,FALSE,1.011e-15,6.321e-16,1.391e-15,         ,         ,         ,1.127e-15,7.118e-16,1.522e-15,         ,         ,6.734e-16,3.891e-16,9.428e-16,9.196e-16,5.479e-16,1.272e-15,1.378e-17,7.240e-16,4.156e-16,1.019e-15,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,16.4007,9.859e-16,5.986e-16,1.373e-15,         ,         ,         ,         ,         ,         ,0.000e+00,0.000e+00,2.941e-16,         ,         ,         ,0.000e+00,7.480e-17,0.000e+00,0.000e+00,9.818e-17,0.000e+00,0.000e+00,1.544e-15,         ,         ,         ,         ,52.92133333333333,-27.93309166666667,0.75,ECDFS,CSC2.1,7.24e-16,CSC2.1
2CXO J033141.1-275805, 03 31 41.19,-27 58 05.28,0.64,0.45,32.9,2.49,            MARGINAL,FALSE,FALSE,FALSE,1.084e-16,0.000e+00,2.168e-16,         ,         ,         ,1.256e-16,1.046e-17,2.406e-16,         ,         ,2.199e-16,9.510e-17,3.447e-16,2.171e-16,0.000e+00,4.244e-16,8.889e-17,2.186e-16,9.780e-17,3.337e-16,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,17.92949,2.177e-16,1.979e-17,4.057e-16,7.231e-17,3.182e-17,1.128e-16,7.701e-17,2.344e-17,1.306e-16,0.000e+00,0.000e+00,2.819e-16,         ,         ,         ,4.021e-17,1.376e-16,8.037e-17,1.914e-17,1.378e-16,0.000e+00,0.000e+00,3.087e-16,         ,         ,         ,         ,52.921625,-27.96813333333333,0.64,ECDFS,CSC2.1,2.186e-16,CSC2.1
2CXO J033141.4-275516, 03 31 41.47,-27 55 16.60,0.63,0.47,59.7,3.88,                TRUE,FALSE,FALSE,FALSE,1.354e-15,9.698e-16,1.717e-15,         ,         ,         ,1.329e-15,9.779e-16,1.679e-15,         ,         ,9.977e-16,6.968e-16,1.299e-15,9.276e-16,5.797e-16,1.275e-15,1.051e-16,9.869e-16,6.966e-16,1.263e-15,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,35.79426,9.348e-16,5.932e-16,1.276e-15,9.794e-17,4.609e-17,1.498e-16,2.551e-17,0.000e+00,8.674e-17,0.000e+00,0.000e+00,5.594e-16,         ,         ,         ,4.748e-17,1.594e-16,1.318e-17,0.000e+00,8.567e-17,0.000e+00,0.000e+00,6.900e-16,         ,         ,         ,         ,52.92279166666667,-27.921277777777778,0.63,ECDFS,CSC2.1,9.869e-16,CSC2.1
2CXO J033141.5-273421, 03 31 41.54,-27 34 20.78,1.85,1.03,171.3,3.19,                TRUE,FALSE,FALSE,FALSE,1.720e-15,5.732e-16,2.866e-15,         ,         ,         ,1.905e-15,7.146e-16,3.096e-15,         ,         ,1.501e-15,8.131e-16,2.189e-15,1.424e-15,6.765e-16,2.172e-15,3.481e-16,1.621e-15,9.174e-16,2.324e-15,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,25.69049,1.457e-15,6.822e-16,2.202e-15,3.294e-16,2.066e-16,4.467e-16,0.000e+00,0.000e+00,1.682e-16,0.000e+00,0.000e+00,1.012e-15,         ,         ,         ,2.168e-16,4.795e-16,0.000e+00,0.000e+00,1.221e-16,0.000e+00,0.000e+00,6.110e-16,         ,         ,         ,         ,52.92308333333333,-27.57243888888889,1.85,ECDFS,CSC2.1,1.621e-15,CSC2.1
2CXO J033141.8-275635, 03 31 41.82,-27 56 35.50,0.41,0.38,152.2,3.63,                TRUE,FALSE,FALSE,FALSE,1.092e-15,7.603e-16,1.404e-15,         ,         ,         ,1.108e-15,7.844e-16,1.415e-15,         ,         ,6.981e-16,4.565e-16,9.264e-16,6.229e-16,2.951e-16,9.343e-16,7.927e-17,7.108e-16,4.699e-16,9.397e-16,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,39.21448,6.581e-16,3.375e-16,9.619e-16,7.998e-17,3.309e-17,1.269e-16,1.951e-16,1.054e-16,2.794e-16,0.000e+00,0.000e+00,3.282e-16,         ,         ,         ,2.349e-17,1.351e-16,1.864e-16,9.104e-17,2.775e-16,0.000e+00,0.000e+00,8.605e-16,         ,         ,         ,         ,52.92425,-27.943194444444444,0.41,ECDFS,CSC2.1,7.108e-16,CSC2.1
2CXO J033142.1-275632, 03 31 42.20,-27 56 32.47,0.59,0.49,4.7,3.35,                TRUE,FALSE,FALSE,FALSE,1.584e-15,1.111e-15,2.028e-15,         ,         ,         ,1.631e-15,1.175e-15,2.063e-15,         ,         ,1.137e-15,7.509e-16,1.502e-15,1.008e-15,5.307e-16,1.486e-15,1.505e-16,1.276e-15,8.787e-16,1.674e-15,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,24.61984,1.144e-15,6.466e-16,1.617e-15,1.303e-16,7.648e-17,1.841e-16,0.000e+00,0.000e+00,4.043e-17,         ,         ,         ,         ,         ,         ,8.209e-17,2.155e-16,0.000e+00,0.000e+00,7.325e-17,2.140e-16,0.000e+00,4.280e-16,         ,         ,         ,         ,52.92583333333333,-27.942352777777778,0.59,ECDFS,CSC2.1,1.276e-15,CSC2.1
2CXO J033142.2-275541, 03 31 42.30,-27 55 42.03,0.36,0.35,154.4,4.61,                TRUE,FALSE,FALSE,FALSE,1.699e-15,1.314e-15,2.062e-15,         ,         ,         ,2.017e-15,1.583e-15,2.425e-15,         ,         ,1.504e-15,1.154e-15,1.854e-15,1.606e-15,1.166e-15,2.024e-15,2.391e-16,1.815e-15,1.398e-15,2.208e-15,FALSE,FALSE,FALSE, TRUE, TRUE,FALSE,False,FALSE,FALSE,FALSE,73.47729,1.730e-15,1.278e-15,2.156e-15,1.983e-16,1.311e-16,2.655e-16,2.091e-17,0.000e+00,1.045e-16,0.000e+00,0.000e+00,3.619e-16,         ,         ,         ,1.468e-16,3.272e-16,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,52.92625,-27.928341666666668,0.36,ECDFS,CSC2.1,1.815e-15,CSC2.1
2CXO J033142.7-275341, 03 31 42.74,-27 53 41.46,1.17,1.11,177.8,2.86,            MARGINAL,FALSE,FALSE,FALSE,9.323e-16,5.420e-16,1.323e-15,         ,         ,         ,8.159e-16,4.799e-16,1.136e-15,         ,         ,1.020e-15,6.377e-16,1.403e-15,9.285e-16,5.275e-16,1.329e-15,6.546e-17,9.928e-16,6.383e-16,1.330e-15,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,18.52952,1.169e-15,7.725e-16,1.565e-15,6.896e-17,1.799e-17,1.169e-16,0.000e+00,0.000e+00,8.630e-17,0.000e+00,0.000e+00,7.642e-16,         ,         ,         ,9.352e-18,1.216e-16,0.000e+00,0.000e+00,8.744e-17,0.000e+00,0.000e+00,8.990e-16,         ,         ,         ,         ,52.92808333333333,-27.894849999999998,1.17,ECDFS,CSC2.1,9.928e-16,CSC2.1
2CXO J033142.7-280136, 03 31 42.77,-28 01 36.32,0.99,0.7,9.4,3.17,                TRUE,FALSE,FALSE,FALSE,1.577e-15,1.025e-15,2.129e-15,         ,         ,         ,1.256e-15,7.852e-16,1.705e-15,         ,         ,1.559e-15,1.086e-15,2.033e-15,1.600e-15,1.086e-15,2.113e-15,8.414e-17,1.361e-15,9.630e-16,1.758e-15,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,27.8522,1.382e-15,9.366e-16,1.826e-15,8.659e-17,2.886e-17,1.443e-16,0.000e+00,0.000e+00,9.081e-17,0.000e+00,0.000e+00,4.650e-16,         ,         ,         ,2.356e-17,1.447e-16,0.000e+00,0.000e+00,7.691e-17,0.000e+00,0.000e+00,9.998e-18,         ,         ,         ,         ,52.92820833333333,-28.026755555555553,0.99,ECDFS,CSC2.1,1.361e-15,CSC2.1
2CXO J033143.2-273704, 03 31 43.20,-27 37 04.60,0.83,0.66,161.3,3.89,                TRUE,FALSE,FALSE,FALSE,1.910e-15,1.252e-15,2.536e-15,         ,         ,         ,1.804e-15,1.157e-15,2.451e-15,         ,         ,1.776e-15,1.254e-15,2.272e-15,1.359e-15,6.971e-16,1.987e-15,3.634e-16,1.694e-15,1.186e-15,2.202e-15,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,33.95258,1.221e-15,5.963e-16,1.846e-15,3.503e-16,2.335e-16,4.609e-16,0.000e+00,0.000e+00,1.163e-17,0.000e+00,0.000e+00,3.313e-16,         ,         ,         ,2.444e-16,4.824e-16,0.000e+00,0.000e+00,1.961e-16,0.000e+00,0.000e+00,2.907e-16,         ,         ,         ,         ,52.93,-27.617944444444444,0.83,ECDFS,CSC2.1,1.694e-15,CSC2.1
2CXO J033143.2-275405, 03 31 43.22,-27 54 05.59,0.35,0.33,64.5,10.54,                TRUE,FALSE,FALSE,FALSE,8.426e-15,7.619e-15,9.232e-15,         ,         ,         ,7.260e-15,6.563e-15,7.910e-15,         ,         ,8.784e-15,7.941e-15,9.626e-15,7.718e-15,6.801e-15,8.582e-15,8.989e-16,7.634e-15,6.906e-15,8.313e-15,FALSE,FALSE,FALSE, TRUE,FALSE,FALSE,False,FALSE,FALSE,FALSE,499.0422,6.674e-15,5.946e-15,7.402e-15,6.923e-16,5.775e-16,7.999e-16,1.747e-16,1.061e-16,2.433e-16,0.000e+00,0.000e+00,1.367e-15,         ,         ,         ,7.256e-16,1.061e-15,1.942e-16,1.110e-16,2.728e-16,0.000e+00,0.000e+00,1.582e-15,         ,         ,         ,         ,52.930083333333336,-27.901552777777777,0.35,ECDFS,CSC2.1,7.634e-15,CSC2.1
2CXO J033143.2-280112, 03 31 43.24,-28 01 12.71,0.74,0.42,1.8,5.6,                TRUE,FALSE,FALSE,FALSE,2.368e-15,1.888e-15,2.847e-15,         ,         ,         ,2.501e-15,2.001e-15,2.970e-15,         ,         ,2.381e-15,1.911e-15,2.822e-15,1.895e-15,1.309e-15,2.481e-15,4.107e-16,2.446e-15,1.968e-15,2.893e-15,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,88.97134,1.984e-15,1.413e-15,2.555e-15,5.550e-16,4.426e-16,6.604e-16,1.678e-16,8.596e-17,2.456e-16,0.000e+00,0.000e+00,1.762e-16,         ,         ,         ,2.987e-16,5.227e-16,1.498e-16,6.607e-17,2.291e-16,0.000e+00,0.000e+00,2.527e-16,         ,         ,         ,         ,52.930166666666665,-28.020197222222222,0.74,ECDFS,CSC2.1,2.446e-15,CSC2.1
2CXO J033143.3-273829, 03 31 43.35,-27 38 29.15,0.96,0.54,171.0,2.61,            MARGINAL,FALSE,FALSE,FALSE,4.375e-16,1.358e-16,7.392e-16,         ,         ,         ,6.148e-16,3.142e-16,9.154e-16,         ,         ,6.903e-16,3.624e-16,1.018e-15,3.194e-16,4.356e-17,5.953e-16,1.125e-16,7.480e-16,4.363e-16,1.044e-15,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,17.50268,4.958e-16,1.957e-16,7.960e-16,5.395e-17,1.199e-17,9.592e-17,1.293e-16,2.487e-17,2.338e-16,0.000e+00,0.000e+00,2.720e-16,         ,         ,         ,1.777e-17,2.073e-16,2.735e-16,9.117e-17,4.558e-16,0.000e+00,0.000e+00,5.693e-16,         ,         ,         ,         ,52.930625,-27.641430555555555,0.96,ECDFS,CSC2.1,7.48e-16,CSC2.1
2CXO J033143.3-280234, 03 31 43.39,-28 02 34.47,0.76,0.56,173.2,4.33,                TRUE,FALSE,FALSE,FALSE,7.695e-16,3.481e-16,1.173e-15,         ,         ,         ,8.810e-16,4.712e-16,1.291e-15,         ,         ,1.364e-15,9.631e-16,1.746e-15,3.747e-16,3.123e-17,7.182e-16,2.219e-16,1.410e-15,1.022e-15,1.778e-15,FALSE,FALSE,FALSE, TRUE, TRUE,FALSE,False,FALSE,FALSE,FALSE,55.1159,4.775e-16,9.549e-17,8.594e-16,2.069e-16,1.302e-16,2.835e-16,6.146e-16,4.495e-16,7.705e-16,0.000e+00,0.000e+00,4.118e-16,         ,         ,         ,1.282e-16,3.156e-16,6.719e-16,4.660e-16,8.669e-16,0.000e+00,0.000e+00,5.107e-16,         ,         ,         ,         ,52.930791666666664,-28.042908333333337,0.76,ECDFS,CSC2.1,1.41e-15,CSC2.1
2CXO J033143.3-281505, 03 31 43.32,-28 15 05.55,0.78,0.6,11.8,1.9,                TRUE,FALSE,FALSE,FALSE,9.412e-15,4.378e-15,1.423e-14,         ,         ,         ,9.412e-15,4.378e-15,1.423e-14,         ,         ,9.896e-15,4.603e-15,1.496e-14,8.365e-15,3.173e-15,1.327e-14,0.000e+00,9.896e-15,4.603e-15,1.496e-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,False,FALSE,FALSE,FALSE,21.30369,8.365e-15,3.173e-15,1.327e-14,0.000e+00,0.000e+00,7.692e-16,2.444e-15,0.000e+00,7.037e-15,         ,         ,         ,         ,         ,         ,0.000e+00,7.692e-16,2.444e-15,0.000e+00,7.037e-15,         ,         ,         ,         ,         ,         ,         ,52.930499999999995,-28.251541666666668,0.78,ECDFS,CSC2.1,9.896e-15,CSC2.1
2CXO J033143.4-274249, 03 31 43.43,-27 42 49.03,0.42,0.35,92.6,3.94,                TRUE,FALSE,FALSE,FALSE,1.868e-15,1.380e-15,2.328e-15,         ,         ,         ,2.064e-15,1.556e-15,2.573e-15,         ,         ,1.795e-15,1.315e-15,2.276e-15,1.753e-15,1.230e-15,2.276e-15,8.097e-17,1.499e-15,1.096e-15,1.901e-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,False,FALSE,FALSE,FALSE,49.71654,1.386e-15,9.773e-16,1.796e-15,6.089e-17,2.118e-17,1.006e-16,7.263e-17,1.211e-17,1.332e-16,0.000e+00,0.000e+00,2.019e-15,         ,         ,         ,2.892e-17,1.301e-16,8.677e-17,1.388e-17,1.562e-16,         ,         ,         ,         ,         ,         ,         ,52.930958333333336,-27.713619444444443,0.42,ECDFS,CSC2.1,1.499e-15,CSC2.1
2CXO J033143.9-273958, 03 31 43.91,-27 39 57.79,0.52,0.41,123.8,3.18,                TRUE,FALSE,FALSE,FALSE,8.912e-16,5.457e-16,1.219e-15,         ,         ,         ,7.996e-16,5.074e-16,1.092e-15,         ,         ,1.051e-15,6.942e-16,1.408e-15,5.419e-16,2.567e-16,8.128e-16,1.349e-16,8.986e-16,5.882e-16,1.209e-15,FALSE,FALSE,FALSE,FALSE, TRUE,FALSE,False,FALSE,FALSE,FALSE,32.81936,4.906e-16,2.505e-16,7.202e-16,9.008e-17,3.861e-17,1.416e-16,1.370e-16,4.282e-17,2.313e-16,0.000e+00,0.000e+00,5.132e-16,         ,         ,         ,5.724e-17,2.126e-16,4.480e-16,9.601e-17,8.000e-16,0.000e+00,0.000e+00,6.217e-16,         ,         ,         ,         ,52.93295833333333,-27.666052777777775,0.52,ECDFS,CSC2.1,8.986e-16,CSC2.1
